index,name,r1,r2,nodes_explored,route
31668,ac19_31668,YXyxYXXyx,YYXyyXXXXyx,1000,incumbent_restart
31702,ac19_31702,YXXXyXYx,YYXyxxyyXYx,1000,incumbent_restart
31704,ac19_31704,YYXXyxx,YYYYXXYYxxxxYX,1000,incumbent_restart
31971,ac19_31971,YYXXYYxxyX,YYxYXyyxYXX,1000,incumbent_restart
32031,ac19_32031,YXXXyxx,YYXyxYXXyxYxyX,1000,incumbent_restart
32034,ac19_32034,YYXXXXYX,YYYYXXXXXXX,1000,incumbent_restart
32128,ac19_32128,YYXXXYx,YXYXXyxYx,1000,incumbent_restart
32315,ac19_32315,YYXXYxYXXYx,YYXyxxyXyyxxyX,1000,incumbent_restart
32340,ac19_32340,YYXXYxxyyX,YYYXXXYYXXX,1000,incumbent_restart
32559,ac19_32559,YXYxyx,YYXyXXyXyyXXyxx,1000,incumbent_restart
32603,ac19_32603,YYXXyxx,YYYYxxxYXXXX,1000,incumbent_restart
32654,ac19_32654,YXyxYXXyx,YYYXyxxyXXX,1000,incumbent_restart
32687,ac19_32687,YXXyXyxx,YYYxxYYxxxx,1000,incumbent_restart
33075,ac19_33075,YYXXYx,YYXyxYxyXyxYX,1000,incumbent_restart
33080,ac19_33080,YXYxxYXyxYXyx,YYxYXYxxYXyxyX,1000,incumbent_restart
33209,ac19_33209,YYXXYXYXX,YYYxyXXyxxyXyx,1000,incumbent_restart
33242,ac19_33242,YXXXyXYx,YYxxxyXYXXyXX,1000,incumbent_restart
33256,ac19_33256,YXyxYXXyx,YYYXXyxYXXyyX,1000,incumbent_restart
33282,ac19_33282,YXXyXXYx,YYXyXYxyX,1000,incumbent_restart
33405,ac19_33405,YXXXyXyxx,YYxyxYXyxx,1000,incumbent_restart
33428,ac19_33428,YXXyXYx,YYXyXYXXX,1000,incumbent_restart
34019,ac19_34019,YXXXyxYx,YXYxxyXXX,1000,incumbent_restart
34916,ac19_34916,YYXXyxx,YXyxxxyXXyx,1000,incumbent_restart
35172,ac19_35172,YYXXXyX,YYXXyxyxx,1000,incumbent_restart
35223,ac19_35223,YXXXyXYx,YXyXYxyxxyx,1000,incumbent_restart
35248,ac19_35248,YXXyXyxx,YYXXXyyxyxx,1000,incumbent_restart
35274,ac19_35274,YYXXyxx,YYYXXYYxxxYXX,1000,incumbent_restart
35367,ac19_35367,YXXyXyxx,YYYXyxxxx,1000,incumbent_restart
35373,ac19_35373,YXXXyxxYx,YXYxYXXYxyxx,1000,incumbent_restart
35421,ac19_35421,YXyxYXXyx,YYXYxyXyxxx,1000,incumbent_restart
35874,ac19_35874,YXXyXyX,YYYXyyyxx,1000,incumbent_restart
36109,ac19_36109,YXYxxYXyx,YYxxyXXyxYX,1000,incumbent_restart
36133,ac19_36133,YXXYxxyx,YYxyxYYxxyX,1000,incumbent_restart
36146,ac19_36146,YXXYXXyx,YYxyxyXyx,1000,incumbent_restart
36259,ac19_36259,YYXXXyyxx,YYXyxxxyyx,1000,incumbent_restart
36279,ac19_36279,YYXXXyx,YYxyXXyxyx,1000,incumbent_restart
36350,ac19_36350,YYXXXYxx,YYYYXXXyxyxYYYX,1000,incumbent_restart
36358,ac19_36358,YYXXXXYX,YYYXyyXYX,1000,incumbent_restart
36375,ac19_36375,YYXXXYX,YYXyXyXYxx,1000,incumbent_restart
36429,ac19_36429,YXXyXYx,YYxyxYxyXYXyXX,1000,incumbent_restart
36564,ac19_36564,YYXXyxx,YYYXXXYxyx,1000,incumbent_restart
36962,ac19_36962,YXyxYXXyx,YYXyxyXXyX,1000,incumbent_restart
37337,ac19_37337,YXXYxYxx,YYXYxxxyXyX,1000,incumbent_restart
37426,ac19_37426,YXyXYXyxx,YYXyxYxxyX,1000,incumbent_restart
37433,ac19_37433,YYXXYXyXXyX,YYXyXYYXyXyX,1000,incumbent_restart
37598,ac19_37598,YXYXyXXYXyX,YYxYxyXYXyXXyXXYXyXX,1000,incumbent_restart
37610,ac19_37610,YYXXXyxyx,YXXXyXXXXyx,1000,incumbent_restart
37647,ac19_37647,YYXXXXYX,YYXyxYXyX,1000,incumbent_restart
37661,ac19_37661,YXXYxxyX,YYxyxYXXXyx,1000,incumbent_restart
37958,ac19_37958,YYXXXyx,YYYYXXXXXXX,1000,incumbent_restart
37966,ac19_37966,YYXXXXXXXyx,YXXXXXXyxxxxx,1000,incumbent_restart
37985,ac19_37985,YYXXyxx,YYxyXXXYxxyX,1000,incumbent_restart
38100,ac19_38100,YXYXyxxyXYx,YXXYxYXXYxYx,1000,incumbent_restart
38222,ac19_38222,YYXXYxYXX,YYXXYxyXyyxxYX,1000,incumbent_restart
38316,ac19_38316,YYXXyxx,YYYxYxxYXXXX,1000,incumbent_restart
38457,ac19_38457,YYXXXYx,YYXYYxYXXX,1000,incumbent_restart
38468,ac19_38468,YXyxYXXyx,YYXyyXXYXyxYX,1000,incumbent_restart
38497,ac19_38497,YXXXyxYx,YXXYxxyXX,1000,incumbent_restart
38695,ac19_38695,YXXyXyx,YYYxyXXyxyX,1000,incumbent_restart
38715,ac19_38715,YXyxYXXyx,YYXyxyxYxx,1000,incumbent_restart
38904,ac19_38904,YXXXYxx,YYXyXyxyx,1000,incumbent_restart
39209,ac19_39209,YXXYxYxx,YYXYxxYYx,1000,incumbent_restart
39288,ac19_39288,YYXXXYx,YYxyxyXyXyx,1000,incumbent_restart
39319,ac19_39319,YXyXYxx,YYYYxYXXXyx,1000,incumbent_restart
39344,ac19_39344,YXXyXYx,YYXXXyxyxxx,1000,incumbent_restart
39368,ac19_39368,YXXYxYxxx,YYXXyXyyxx,1000,incumbent_restart
39561,ac19_39561,YYYXXXXX,YYXXXXyxxYX,1000,incumbent_restart
39605,ac19_39605,YYXXyxx,YYYXYxyyX,1000,incumbent_restart
40127,ac19_40127,YXXXyXYx,YYXXyXXYX,1000,incumbent_restart
40167,ac19_40167,YXYxYXXYx,YYXXYXYxxyyXYx,1000,incumbent_restart
40203,ac19_40203,YYXXXyx,YYYxyXyyx,1000,incumbent_restart
40249,ac19_40249,YXXyXyx,YYXyXyyxxYX,1000,incumbent_restart
40258,ac19_40258,YXYXyxYXyx,YYXyxYXXYYxyXXX,1000,incumbent_restart
40312,ac19_40312,YXXXXyXyx,YXXYxxxyxx,1000,incumbent_restart
40398,ac19_40398,YXXyXyx,YYxxyxYXYxxx,1000,incumbent_restart
40409,ac19_40409,YXXXXyXyx,YXYxyxYxyx,1000,incumbent_restart
40684,ac19_40684,YXXyxYxYxxxyX,YYxYxxyxYYxxyx,1000,incumbent_restart
40826,ac19_40826,YYXXyXYXXyX,YYXyXYYXyXyX,1000,incumbent_restart
40945,ac19_40945,YXXyXyxx,YYYxxyXYxxx,1000,incumbent_restart
40958,ac19_40958,YXXXXYxxxxyx,YXXXXyXXyxxxx,1000,incumbent_restart
41092,ac19_41092,YYXXyxx,YYYYXYxxxyyX,1000,incumbent_restart
41186,ac19_41186,YYYXXXyxx,YYYXXXYxxYX,1000,incumbent_restart
41300,ac19_41300,YYXYxxyyX,YXyxxyXyx,1000,incumbent_restart
41336,ac19_41336,YXXYxxyxx,YYxYxYxxyx,1000,incumbent_restart
41359,ac19_41359,YXXyXyxx,YYYxYXyxyxx,1000,incumbent_restart
41600,ac19_41600,YXXXYxxxyx,YYxyXYxxxyX,1000,incumbent_restart
41610,ac19_41610,YXXXYxx,YYxyXXYXyx,1000,incumbent_restart
41677,ac19_41677,YXXYxxyx,YYxxyXYXYxx,1000,incumbent_restart
41890,ac19_41890,YYXXyXyyx,YYxYxxyxYYxxyx,1000,incumbent_restart
42207,ac19_42207,YYXXYxxyx,YYxYXXYxyx,1000,incumbent_restart
42326,ac19_42326,YXXyXYxxx,YYXyxYxYXYX,1000,incumbent_restart
42333,ac19_42333,YYXXyxx,YYXXXyXyyxxx,1000,incumbent_restart
42427,ac19_42427,YYXXyxxyX,YYxxyXXXXXX,1000,incumbent_restart
42570,ac19_42570,YXXyXyx,YYYXyXyxxx,1000,incumbent_restart
42635,ac19_42635,YYXXYXyyxx,YYYXXXYYXXX,1000,incumbent_restart
42659,ac19_42659,YXYXXYx,YYXyxxyXyyx,1000,incumbent_restart
42715,ac19_42715,YXXXYxxxyX,YYxxxYXXXXX,1000,incumbent_restart
42768,ac19_42768,YXXYxxyxx,YYXXyXyxxYxx,1000,incumbent_restart
42792,ac19_42792,YYXyxxxxyyX,YYXyxxYXXXXXX,1000,incumbent_restart
43068,ac19_43068,YXXYxxyx,YYYxxYxyx,1000,incumbent_restart
43158,ac19_43158,YXXyXyx,YYxyxxYXXyxx,1000,incumbent_restart
43611,ac19_43611,YYXXXYx,YYxYxYXYXXXX,1000,incumbent_restart
43615,ac19_43615,YXXYxxyx,YYxyXYxyxYxyX,1000,incumbent_restart
43792,ac19_43792,YXXXyxYxx,YYXYxxxYXXX,1000,incumbent_restart
43831,ac19_43831,YXyxYXXyx,YYXYxyyxxx,1000,incumbent_restart
44079,ac19_44079,YXXXXyXXYx,YXYxxyXyxxyxx,1000,incumbent_restart
44158,ac19_44158,YYXXXyX,YXyxxxxYXXXyx,1000,incumbent_restart
44162,ac19_44162,YYXXXyxx,YYXYXXXXYYx,1000,incumbent_restart
44381,ac19_44381,YXXYXXyxx,YXyXyxxxxx,1000,incumbent_restart
44389,ac19_44389,YXXYxxyx,YXyXYXyxxYx,1000,incumbent_restart
44391,ac19_44391,YYXXyyXyx,YYxxxYxyx,1000,incumbent_restart
44700,ac19_44700,YXyxYXXyx,YYYXyxyxxYXyx,1000,incumbent_restart
45056,ac19_45056,YXYXyXXYXyX,YYYXyXXYXYXyXyyx,1000,incumbent_restart
45173,ac19_45173,YXXYxxyx,YYxYxyxyX,1000,incumbent_restart
45407,ac19_45407,YXXXyXYx,YXYXyxYxyXX,1000,incumbent_restart
45464,ac19_45464,YYXXXYX,YYxxyXYXyX,1000,incumbent_restart
45473,ac19_45473,YXYXYx,YYYXyyyXyxYXXYYxYYx,1000,incumbent_restart
45519,ac19_45519,YYYXXYXYX,YYYXXXXYx,1000,incumbent_restart
45684,ac19_45684,YYXXYXYYXXX,YYXYYXyXYYXXXyx,1000,incumbent_restart
45714,ac19_45714,YYXXYx,YYxxxyXyxyXyX,1000,incumbent_restart
45824,ac19_45824,YYXXXYX,YXXXXyxYxx,1000,incumbent_restart
45920,ac19_45920,YYXXXyx,YYXYxyyXYXX,1000,incumbent_restart
45978,ac19_45978,YXXYxxyxx,YYXXyxxYxxxxx,1000,incumbent_restart
46053,ac19_46053,YXXyXYx,YYXyXXyxYX,1000,incumbent_restart
46054,ac19_46054,YXXYxxyx,YYxxYxYxyXYxxyX,1000,incumbent_restart
46302,ac19_46302,YXXYXXyx,YYXYxyXXXyx,1000,incumbent_restart
46356,ac19_46356,YXYXXYx,YYXYYXyXXYx,1000,incumbent_restart
46363,ac19_46363,YXXXyXyxxx,YYYXYxYxxxx,1000,incumbent_restart
46365,ac19_46365,YXXyXyxx,YYYxxxYxyXX,1000,incumbent_restart
46402,ac19_46402,YXYXXYx,YYYXYxYXXX,1000,incumbent_restart
46461,ac19_46461,YYXXYxxyx,YYxyXYXyx,1000,incumbent_restart
46598,ac19_46598,YXXXXyXXYx,YYXXyXXYxxyXX,1000,incumbent_restart
46649,ac19_46649,YYXXXyX,YYYYXyyxyyx,1000,incumbent_restart
46703,ac19_46703,YXyxYXXyx,YYXXyyXYXYxyX,1000,incumbent_restart
46774,ac19_46774,YYXXXXyxxYX,YXXXXyXXYxxxx,1000,incumbent_restart
46829,ac19_46829,YXXXXXXYx,YYXXXXXyxxx,1000,incumbent_restart
46895,ac19_46895,YYXXXXYX,YYxxyXXyXYX,1000,incumbent_restart
46939,ac19_46939,YYXXXXX,YXYxYXyXXyx,1000,incumbent_restart
47020,ac19_47020,YXXXyxYxx,YYYxxYYXXX,1000,incumbent_restart
47154,ac19_47154,YXXyXyx,YYxyXYxxxyXX,1000,incumbent_restart
47160,ac19_47160,YYXXyXyxx,YYxxyXXyxyxx,1000,incumbent_restart
47184,ac19_47184,YYXYxYXXYx,YYXXYYxYXYx,1000,incumbent_restart
47217,ac19_47217,YXyXYxx,YYXYXYYXYxx,1000,incumbent_restart
47251,ac19_47251,YYXXXXyx,YXyxxYXXXyx,1000,incumbent_restart
47367,ac19_47367,YYXXXYX,YYxyXXyyxx,1000,incumbent_restart
47444,ac19_47444,YXXYxxyxx,YYXXyxyxYx,1000,incumbent_restart
47465,ac19_47465,YYXyxYXXyx,YXXyxxYXXyxxx,1000,incumbent_restart
47717,ac19_47717,YYXXXYx,YYXYYXyXyxyx,1000,incumbent_restart
47828,ac19_47828,YXXYxYxx,YYXyyxxyX,1000,incumbent_restart
47899,ac19_47899,YYXXXXYX,YYXyyXyxxxx,1000,incumbent_restart
48114,ac19_48114,YXXYxYxx,YXyxxxyXX,1000,incumbent_restart
48146,ac19_48146,YYXXYxyXyx,YYXXXYxyXYx,1000,incumbent_restart
48281,ac19_48281,YYXXXyX,YYxyXXXyx,1000,incumbent_restart
48537,ac19_48537,YXXXyXYx,YYxxyxxyXyX,1000,incumbent_restart
48604,ac19_48604,YXXXXyXyX,YYxyxyxYxx,1000,incumbent_restart
48645,ac19_48645,YYXXyxxyX,YYYXXyxyxx,1000,incumbent_restart
48766,ac19_48766,YXXYxYxx,YYYxxYXYXyx,1000,incumbent_restart
48893,ac19_48893,YXXyXyx,YYXXYxxxyXyx,1000,incumbent_restart
49095,ac19_49095,YYXXXYx,YYXyxYXYXyx,1000,incumbent_restart
49255,ac19_49255,YYXXYxYxyX,YXyxYXyxYXXYx,1000,incumbent_restart
49320,ac19_49320,YYXXXXYX,YXXXyXYxx,1000,incumbent_restart
49502,ac19_49502,YXXXyXYx,YYXXXXyXYXX,1000,incumbent_restart
49526,ac19_49526,YYXXXYX,YYXYxxyXyX,1000,incumbent_restart
49604,ac19_49604,YXXyXyxx,YYxxxYXYxyx,1000,incumbent_restart
49785,ac19_49785,YYXXXYX,YXXyXyxxxx,1000,incumbent_restart
49915,ac19_49915,YXYxxYXyx,YYxxyXyxYX,1000,incumbent_restart
50043,ac19_50043,YYXXXyxx,YYXYXXYYXXXYx,1000,incumbent_restart
50080,ac19_50080,YXXyXyxx,YYYXXyxxyxx,1000,incumbent_restart
50096,ac19_50096,YXXXyXYx,YXyXYXXYXyx,1000,incumbent_restart
50137,ac19_50137,YYXXYYx,YYXXyxyxxyX,1000,incumbent_restart
50262,ac19_50262,YYXXXyXYXyX,YXXyxYXXyxx,1000,incumbent_restart
50453,ac19_50453,YYXyxYXXyx,YYXXyxYXyxx,1000,incumbent_restart
50480,ac19_50480,YXXyXyx,YYYYxxxxyyX,1000,incumbent_restart
50491,ac19_50491,YXXYxxyx,YXyXYxxyXyX,1000,incumbent_restart
50610,ac19_50610,YXYxxYXyxYXyx,YYxyXYxxYXyxYX,1000,incumbent_restart
50826,ac19_50826,YYXXyxx,YYYXYXYxxYYX,1000,incumbent_restart
50841,ac19_50841,YXXyXyxx,YYYxxxYYx,1000,incumbent_restart
50848,ac19_50848,YYXXyXyyX,YXyxYXXyx,1000,incumbent_restart
50870,ac19_50870,YYXXXXyyXYX,YYXXXXYXXyyX,1000,incumbent_restart
50892,ac19_50892,YYXXXXyXX,YXXyXXYxxxxxxyX,1000,incumbent_restart
50926,ac19_50926,YYYXXYYXXyX,YYYXXXYYXXX,1000,incumbent_restart
51034,ac19_51034,YYXXXXYX,YYYXYXyyX,1000,incumbent_restart
51039,ac19_51039,YXyxYXXyx,YYXXYXyxYXyyX,1000,incumbent_restart
51462,ac19_51462,YXXXyxx,YYXyXYxyXYxyx,1000,incumbent_restart
51613,ac19_51613,YYXXyxx,YYXYYxxyXYX,1000,incumbent_restart
51878,ac19_51878,YYXXYx,YYYYYXXyxyyyx,1000,incumbent_restart
51920,ac19_51920,YXyXYxx,YYYXXyyxxx,1000,incumbent_restart
51964,ac19_51964,YXXYxxyx,YYYxxYYxxyXYx,1000,incumbent_restart
52290,ac19_52290,YYXYxYXXYx,YYxyXyxxYXX,1000,incumbent_restart
52346,ac19_52346,YYXXyxx,YYxYXXYxYX,1000,incumbent_restart
52581,ac19_52581,YYXXYYxyX,YYXXXYxYX,1000,incumbent_restart
52628,ac19_52628,YXyxYXXyx,YYXXyXYxyXyyX,1000,incumbent_restart
52754,ac19_52754,YXyxYXXyx,YYXXyxyXXyX,1000,incumbent_restart
52757,ac19_52757,YYXXYxyxx,YXXYxxxYx,1000,incumbent_restart
52915,ac19_52915,YXXXyxYx,YYxYXYXXXYX,1000,incumbent_restart
52981,ac19_52981,YXyxYXXyx,YYYXyxyXXX,1000,incumbent_restart
52998,ac19_52998,YXXXyxYx,YYXXYXXXXYx,1000,incumbent_restart
53119,ac19_53119,YXyXYxx,YYXYXXXyyxYxx,1000,incumbent_restart
53283,ac19_53283,YYXXXYx,YYYXXXyxyx,1000,incumbent_restart
53291,ac19_53291,YXyxYXXyx,YYYXyxYXyxxyx,1000,incumbent_restart
53527,ac19_53527,YYXXXXXyX,YXXyXYxxxxxyX,1000,incumbent_restart
53980,ac19_53980,YXyXYxx,YYYXXXyxYYx,1000,incumbent_restart
53992,ac19_53992,YXXXXyXXYx,YXXXXYXXXXyxxxx,1000,incumbent_restart
54212,ac19_54212,YYXXYYx,YYXXyxYxYX,1000,incumbent_restart
54243,ac19_54243,YXXyXyxx,YYXXYxxxyxx,1000,incumbent_restart
54337,ac19_54337,YXYxYXXYx,YYXXyxxYXYxyXyx,1000,incumbent_restart
54514,ac19_54514,YXYXyXXYXyX,YYYXyXXyxYxyxyx,1000,incumbent_restart
54599,ac19_54599,YXyxYXXyx,YYXyxYXyyXXXyX,1000,incumbent_restart
54616,ac19_54616,YYXYYXXXyX,YYXYXXXYYXXXX,1000,incumbent_restart
54765,ac19_54765,YYXXXYx,YYYYXXYXYYYXX,1000,incumbent_restart
54835,ac19_54835,YYXXYx,YYYXYxxyXyX,1000,incumbent_restart
54906,ac19_54906,YXXyXyx,YYxyxxyXX,1000,incumbent_restart
55019,ac19_55019,YXXXXyxYx,YXXYXXyXYxYXXX,1000,incumbent_restart
55036,ac19_55036,YYXYXXyXyx,YYXYXYXyXyX,1000,incumbent_restart
55092,ac19_55092,YYXXyxYXXyxx,YYXXyxxYXXYXXyx,1000,incumbent_restart
55200,ac19_55200,YXXyXyx,YYYxyXYxyxyX,1000,incumbent_restart
55212,ac19_55212,YXXyXyx,YYYxxyxyXX,1000,incumbent_restart
55526,ac19_55526,YXXXYxxxyX,YYXXYYxYXXX,1000,incumbent_restart
56067,ac19_56067,YYXXXYx,YYXYYXXYXyx,1000,incumbent_restart
56259,ac19_56259,YXyxYXXyx,YYXXYXyXyX,1000,incumbent_restart
56332,ac19_56332,YYXyXYxyX,YYXXXYXyx,1000,incumbent_restart
56369,ac19_56369,YXXXyxxYx,YYxYYxxyXX,1000,incumbent_restart
56522,ac19_56522,YXYXyXXYXyX,YYXXyXyXYXYXyX,1000,incumbent_restart
56581,ac19_56581,YXYXXYx,YYXyyXYxxYX,1000,incumbent_restart
56692,ac19_56692,YXXXyXyx,YYxyXYxyx,1000,incumbent_restart
56843,ac19_56843,YYXyXYYXXyX,YYXyxxxxyyX,1000,incumbent_restart
56897,ac19_56897,YYXXXyxxx,YYXXXYxYXYxx,1000,incumbent_restart
56970,ac19_56970,YYXXyxx,YYYYXXYxYYxYx,1000,incumbent_restart
57064,ac19_57064,YXXyXyx,YYYXyxxyyXYx,1000,incumbent_restart
57068,ac19_57068,YYXXYYx,YYYXyyxyXYx,1000,incumbent_restart
57192,ac19_57192,YXXyxYXXyxx,YYXXyxYXyXYXyX,1000,incumbent_restart
57273,ac19_57273,YXyxYXXyx,YYYXXXXyyX,1000,incumbent_restart
57417,ac19_57417,YXXyXYx,YYYxyxxyXyX,1000,incumbent_restart
57517,ac19_57517,YXYXXYx,YYxyXXYXyx,1000,incumbent_restart
57570,ac19_57570,YXyxYXXyx,YYXYXXyXyX,1000,incumbent_restart
57622,ac19_57622,YYXXXXYX,YYYYXXyyX,1000,incumbent_restart
57669,ac19_57669,YXXYxxyx,YYxxyXYxxyXyXYX,1000,incumbent_restart
57862,ac19_57862,YYXXXYX,YYYXXYXXyyx,1000,incumbent_restart
57892,ac19_57892,YYXYXYxYX,YXXyXYxYx,1000,incumbent_restart
57917,ac19_57917,YXXYxxyx,YYYxxYxxyXXYx,1000,incumbent_restart
57992,ac19_57992,YYXXXYxx,YYYXYYXXyyxyx,1000,incumbent_restart
58123,ac19_58123,YXXYXXyx,YYxxyXYXXXXyX,1000,incumbent_restart
58416,ac19_58416,YXXyXyx,YYXyyXXyxyX,1000,incumbent_restart
58429,ac19_58429,YXyXYxx,YYYYXYXXYxx,1000,incumbent_restart
58509,ac19_58509,YXXXyxYx,YYxxyXXYX,1000,incumbent_restart
58553,ac19_58553,YXXXyxYxx,YYYxxxyyXX,1000,incumbent_restart
58570,ac19_58570,YYXXYxYxyX,YXYxyXYxxyX,1000,incumbent_restart
58707,ac19_58707,YYXXXYx,YYXYXXyyxx,1000,incumbent_restart
58757,ac19_58757,YXYXXYx,YYXyyxxYXyxYXX,1000,incumbent_restart
58768,ac19_58768,YYXXyxxxxyX,YYXXXXYXXyyX,1000,incumbent_restart
59145,ac19_59145,YYXXXXyXX,YXyxxyXXYxx,1000,incumbent_restart
59162,ac19_59162,YYXXyx,YYYYxyyXXYX,1000,incumbent_restart
59205,ac19_59205,YXXyXyx,YYXXXXyyXyxx,1000,incumbent_restart
59290,ac19_59290,YXYXXYx,YYYxxYXYXXXX,1000,incumbent_restart
59404,ac19_59404,YYXXyx,YYXXXYXXXXYYx,1000,incumbent_restart
59474,ac19_59474,YYXXyx,YYXYYxxyXXX,1000,incumbent_restart
59576,ac19_59576,YYXXXXyx,YXyxxxYXXyx,1000,incumbent_restart
59613,ac19_59613,YYXXyxx,YYXXXyxxyXyx,1000,incumbent_restart
59701,ac19_59701,YXXYXXyX,YYYXyyyxx,1000,incumbent_restart
59994,ac19_59994,YXXYxxyx,YXYxxxxYx,1000,incumbent_restart
59995,ac19_59995,YXyxYXXyx,YYXXyXXXyxYX,1000,incumbent_restart
60154,ac19_60154,YXXYxxyX,YYxxyXyXXyx,1000,incumbent_restart
60157,ac19_60157,YXXXYxxxyx,YYxxxxyXXXX,1000,incumbent_restart
60302,ac19_60302,YXyxYXXyx,YYYXXyyxxx,1000,incumbent_restart
60781,ac19_60781,YYXXyxx,YYXYXYxYxYX,1000,incumbent_restart
60861,ac19_60861,YXXYxxyx,YXyxYxYXXyxxx,1000,incumbent_restart
60885,ac19_60885,YXXYxYxxx,YYXyxxyXyX,1000,incumbent_restart
61045,ac19_61045,YYXXXYxyX,YYXyxxYXyX,1000,incumbent_restart
61193,ac19_61193,YXyxYXXyx,YYXyxYYXXyXyX,1000,incumbent_restart
61238,ac19_61238,YXXyXyx,YYxyXXXyyX,1000,incumbent_restart
61253,ac19_61253,YYXXyxx,YYYYYYXYXYxxYYX,1000,incumbent_restart
61376,ac19_61376,YXyxYXXyx,YYYXyXyxYXyXX,1000,incumbent_restart
61397,ac19_61397,YXXyXyx,YYYYXyyxxxyX,1000,incumbent_restart
61464,ac19_61464,YXXyxYXXyxx,YYXXXyXYXyxYXXyx,1000,incumbent_restart
61529,ac19_61529,YXXyxYXXyxx,YYXXyxYxyxYxyx,1000,incumbent_restart
61538,ac19_61538,YYXXYxxxxYx,YYXXyxxxYYx,1000,incumbent_restart
61871,ac19_61871,YYXXXXyxxx,YYXXYYXXXXYxxYX,1000,incumbent_restart
61995,ac19_61995,YYXXyxx,YYxxyXXXYxyX,1000,incumbent_restart
62145,ac19_62145,YXYxYXXYx,YYXXyxxYXXyxx,1000,incumbent_restart
62315,ac19_62315,YYXXXyX,YYYxyXyyX,1000,incumbent_restart
62338,ac19_62338,YXXXyxxYx,YYXYxYYxYXYx,1000,incumbent_restart
62561,ac19_62561,YXyxYXXyx,YYXYXyXXXyx,1000,incumbent_restart
62582,ac19_62582,YYXXXYx,YYXXYXyyxx,1000,incumbent_restart
62675,ac19_62675,YYXXyxx,YXYXXXYxYxx,1000,incumbent_restart
62731,ac19_62731,YXyXYxx,YYXYxYYXXyx,1000,incumbent_restart
62816,ac19_62816,YXYXyXXYXyX,YYYXyXXXYXyXyx,1000,incumbent_restart
63070,ac19_63070,YXXYxxyx,YYxyxYxxyXX,1000,incumbent_restart
63094,ac19_63094,YXXXYxYx,YYXyyXyxxyx,1000,incumbent_restart
63358,ac19_63358,YYXXXYx,YYXYxYxyyXX,1000,incumbent_restart
63532,ac19_63532,YXXyXyxx,YYxYXyyxx,1000,incumbent_restart
63590,ac19_63590,YXXYXXyX,YYYXXXyXYXXyyxx,1000,incumbent_restart
63678,ac19_63678,YYYXXXyxx,YXXyxxxxyXX,1000,incumbent_restart
63737,ac19_63737,YXyXYXyxx,YYXXyxYXyx,1000,incumbent_restart
63792,ac19_63792,YXyxYXXyx,YYYXXyxYXXyXyX,1000,incumbent_restart
63945,ac19_63945,YYXXyxx,YYXYYxxyXyx,1000,incumbent_restart
63978,ac19_63978,YXXyXYx,YYXXyxxYXXyxxyx,1000,incumbent_restart
63990,ac19_63990,YXyxYXXyx,YYXYxyXXyX,1000,incumbent_restart
63999,ac19_63999,YXXyXyXyX,YYYXyxxxyx,1000,incumbent_restart
64052,ac19_64052,YYXXyxx,YYXyXYYxxyX,1000,incumbent_restart
64081,ac19_64081,YXyxYXXyx,YYYXyyxYXyXX,1000,incumbent_restart
64163,ac19_64163,YXXYxxyx,YYXYXyXyXXyxxyx,1000,incumbent_restart
64188,ac19_64188,YYXXyxx,YYYYxxxxyXXX,1000,incumbent_restart
64447,ac19_64447,YXXYXXyx,YYXXYXyXyxx,1000,incumbent_restart
64498,ac19_64498,YXyxYXXyx,YYYXyxxxyx,1000,incumbent_restart
64573,ac19_64573,YYXXyxx,YYxYXYXYxYX,1000,incumbent_restart
64607,ac19_64607,YXyxYXXyx,YYYXyxYXyyxxx,1000,incumbent_restart
64649,ac19_64649,YYXyxYXXyx,YYXyyXYxyxx,1000,incumbent_restart
64974,ac19_64974,YXXXyXyX,YYxYxxyxyxx,1000,incumbent_restart
64979,ac19_64979,YYYXXXYYXXX,YYXXXYXXYYxyX,1000,incumbent_restart
65047,ac19_65047,YXYXyXXYXyX,YYXYXyXYXXyXyX,1000,incumbent_restart
65104,ac19_65104,YXYxxYXyx,YYXyXXyxyx,1000,incumbent_restart
65140,ac19_65140,YXXyXYx,YYYxyyXX,1000,incumbent_restart
65206,ac19_65206,YYXXXYxx,YYXYYxxyXYX,1000,incumbent_restart
65325,ac19_65325,YXXYxxyx,YYYxxxxyXyXYX,1000,incumbent_restart
65522,ac19_65522,YXXyXyX,YYYxyyxYxxyX,1000,incumbent_restart
65700,ac19_65700,YYXXyx,YXYxyXyxxyXyx,1000,incumbent_restart
65706,ac19_65706,YYXXXyx,YYYYXXyyXYXX,1000,incumbent_restart
65715,ac19_65715,YYXXyxx,YYXYXXyyxyx,1000,incumbent_restart
65737,ac19_65737,YXXYxYxx,YYxyxyXyX,1000,incumbent_restart
65738,ac19_65738,YXyxYXXyx,YYXXyXyXYXYXyx,1000,incumbent_restart
65753,ac19_65753,YXXYxYxxx,YYYYXyXyxxx,1000,incumbent_restart
65754,ac19_65754,YXXXYxxxyx,YYxYYxxxyXX,1000,incumbent_restart
65898,ac19_65898,YYYXXXYYXXX,YYXXYYXXXYXyx,1000,incumbent_restart
65967,ac19_65967,YXYXyXXYXyX,YYXyXyyxYYxyx,1000,incumbent_restart
66134,ac19_66134,YXYxxYXyx,YYXyxyXXyxx,1000,incumbent_restart
66139,ac19_66139,YYXXXyXYxyX,YXXyxYXXyxx,1000,incumbent_restart
