cls,k,depth,phi_x,phi_y,r1,r2,start_len,initial_len,best_len
aca_44,50,4,xxy,xxyxxyxy,YXYXXYXXYXyxxyxYXXYXX,YXYXXYXyxxyxyxYXXYXXYXYXXYXXYXYXXYXXYXYXXYXX,65,19,18
aca_55,0,0,x,y,YXXXyXYx,YYxyxYXXyyX,19,19,18
aca_55,1,1,Yx,y,YYxYxYxyXyx,YYYxYxyXXyyx,23,19,18
aca_55,2,1,x,Xy,YXXXyXYxx,YXyXyxYxYxxyX,22,19,18
aca_55,3,1,x,xy,YYXXXyX,YXYxyxYXXyxyX,20,19,18
aca_55,4,1,xy,y,YXYXYXXYx,YYXyyxYxyxyX,21,19,18
aca_55,5,2,YYx,y,YYYxYYxYYxyXyx,YYYYxYYxyXyXyyx,29,19,18
aca_55,6,2,x,XXy,YXXXyXYxxx,YXyXXyxYxxYxxyX,25,19,18
aca_55,7,2,x,xxy,YXYXXXyX,YXyxxyxYXXYxxyX,23,19,18
aca_55,8,2,xyy,y,YYXYYXYXYxYX,YYYXyyxxyyxyX,25,19,18
aca_55,9,2,Yx,Xyy,YYxYxYxyXyXyx,YYxYYxYxyXXyyXyx,29,19,18
aca_55,10,2,Yxx,Xy,YXyXXyXXyXyXYxx,YXyXXyXyXyXYxYxxx,32,19,18
aca_55,11,2,xxy,xy,YYXXYXXYXXX,YXYXyxyxYxyxxyX,26,19,18
aca_55,12,2,xy,xyy,YYYXYXYXX,YYXYxyyxYXYXyxyX,25,19,18
aca_55,13,3,YYYx,y,YYYYxYYYxYYYxyXyx,YYYYYxYYYxyXyyXyyx,35,19,18
aca_55,14,3,x,XXXy,YXXXyXYxxxx,YXyXXXyxYxxxYxxyX,28,19,18
aca_55,15,3,x,xxxy,YXXYXXXyX,YXyxxxyxYXXXYxxyX,26,19,18
aca_55,16,3,xyyy,y,YYYXYYYXYYXYxYX,YYYYXyyxyxyyyxyX,31,19,18
aca_55,17,3,YYx,Xyyy,YYYxYYxYYxyXyyXyx,YYYxYYYxYYxyXyXyyyXyx,38,19,18
aca_55,18,3,Yx,XyXyy,YYxYxYxyXyXyXyx,YYxYxYYxYxyXXyyXyXyx,35,19,18
aca_55,19,3,YxYxx,Xy,YXyXyXXyXyXXyXyXyXYxx,YXyXyXXyXyXyXyXYxYxxYxx,44,19,18
aca_55,20,3,Yxxx,XXy,YXyXXXyXXXyXXyXYxxx,YXyXXXyXXyXXyXYxxYxxxx,41,19,18
aca_55,21,3,xxxy,xxy,YXYXXXYXXXYXXXX,YXyXYXXYxyxxyxYXXX,33,19,18
aca_55,22,3,xxyxy,xy,YYXXYXYXXYXYXXYXX,YXYXYXyxyxxxyxyxxyX,36,19,18
aca_55,23,3,xy,xyxyy,YYXYYXYXYXX,YYXYXYxyyxYXYXyxyxyX,31,19,18
aca_55,24,3,xyy,xyyy,YYYYXYYXYYXYX,YYYXYxyyyxYXYYXyxyX,32,19,18
aca_55,25,3,YYxYx,Xyy,YYxYYxYxYYxYxYYxyXyXyx,YYxYYxYYxYxYYxyXyXyXyyXyx,47,19,18
aca_55,26,3,Yxx,XXyXy,YXyXXyXXyXyXYxxYxx,YXyXXyXyXXyXyXYxxYxYxxx,41,19,18
aca_55,27,3,xxy,xxyxy,YXYXYXXYXXYXXX,YXYXyxxyxyxYXXYxyxxyX,35,19,18
aca_55,28,3,xyxyy,xyy,YYYXYXYYXYXYYXYXYX,YYXYYXyxyyxxyyxyxyX,37,19,18
aca_55,29,4,YYYYx,y,YYYYYxYYYYxYYYYxyXyx,YYYYYYxYYYYxyXyyyXyyx,41,19,18
aca_55,30,4,x,XXXXy,YXXXyXYxxxxx,YXyXXXXyxYxxxxYxxyX,31,19,18
aca_55,31,4,x,xxxxy,YXXXYXXXyX,YXyxxxxyxYXXXXYxxyX,29,19,18
aca_55,32,4,xyyyy,y,YYYYXYYYYXYYYXYxYX,YYYYYXyyxyyxyyyyxyX,37,19,18
aca_55,33,4,YYYx,Xyyyy,YYYYxYYYxYYYxyXyyyXyx,YYYYxYYYYxYYYxyXyyXyyyyXyx,47,19,18
aca_55,34,4,Yx,XyXyXyy,YYxYxYxyXyXyXyXyx,YYxYxYxYYxYxyXXyyXyXyXyx,41,19,18
aca_55,35,4,YxYxYxx,Xy,YXyXyXyXXyXyXyXXyXyXyXyXYxx,YXyXyXyXXyXyXyXyXyXYxYxxYxYxx,56,19,18
aca_55,36,4,Yxxxx,XXXy,YXyXXXXyXXXXyXXXyXYxxxx,YXyXXXXyXXXyXXXyXYxxxYxxxxx,50,19,18
aca_55,37,4,xxxxy,xxxy,YXXYXXXXYXXXXYXXXXX,YXyXYXXXYxyxxxyxYXXXX,40,19,18
aca_55,38,4,xxyxyxy,xy,YYXXYXYXYXXYXYXYXXYXYXX,YXYXYXYXyxyxxyxxyxyxyxxyX,48,19,18
aca_55,39,4,xy,xyxyxyy,YYXYXYYXYXYXX,YYXYXYXYxyyxYXYXyxyxyxyX,37,19,18
aca_55,40,4,xyyy,xyyyy,YYYYYXYYYXYYYXYYX,YYYYXYxyyyyxYXYYYXyxyX,39,19,18
aca_55,41,4,YYx,XyyXyyy,YYYxYYxYYxyXyyXyyXyx,YYYxYYxYYYxYYxyXyXyyyXyyXyx,47,19,18
aca_55,42,4,YxxYxxx,XXy,YXyXXyXXXyXXyXXXyXXyXXyXYxxx,YXyXXyXXXyXXyXXyXXyXYxxYxxxYxxx,59,19,18
aca_55,43,4,xxxyxxy,xxy,YXYXXXYXXYXXXYXXYXXXYXXX,YXyxxyxxxxyxxyxxxyXYXXYXX,49,19,18
aca_55,44,4,xyy,xyyxyyy,YYYXYYYXYYXYYXYX,YYYXYYXYxyyyxYXYYXyxyyxyX,41,19,18
aca_55,45,4,YYYxYYx,Xyyy,YYYxYYYxYYxYYYxYYxYYYxyXyyXyx,YYYxYYYxYYYxYYxYYYxyXyyXyyXyyyXyx,62,19,18
aca_55,46,4,YYxYYxYx,Xyy,YYxYYxYYxYxYYxYYxYxYYxYYxyXyXyx,YYxYYxYYxYYxYxYYxYYxyXyXyyXyXyyXyx,65,19,18
aca_55,47,4,Yxx,XXyXXyXy,YXyXXyXXyXyXYxxYxxYxx,YXyXXyXyXXyXXyXyXYxxYxxYxYxxx,50,19,18
aca_55,48,4,Yxxx,XXXyXXy,YXyXXXyXXXyXXyXYxxxYxxx,YXyXXXyXXyXXXyXXyXYxxxYxxYxxxx,53,19,18
aca_55,49,4,xxxy,xxxyxxy,YXXYXXYXXXYXXXYXXXX,YXyxxxyXYXXYXXXYxyxxyxYXXX,45,19,18
aca_55,50,4,xxy,xxyxxyxy,YXYXXYXYXXYXXYXXX,YXYXyxxyxxyxyxYXXYXXYxyxxyX,44,19,18
aca_58,0,0,x,y,YXXXYxx,YYYYYYXyyyyyx,20,20,17
aca_58,1,1,Yx,y,YXyXyXYxYx,YYYYYYXyyyyyx,23,20,17
aca_58,2,1,x,Xy,YXXYxxx,YXyXyXyXyXyxYxYxYxYxYx,29,20,17
aca_58,3,1,x,xy,YXXXXYx,YXYXYXYXYXYXyxyxyxyxyx,29,20,17
aca_58,4,1,xy,y,YXYXYXYxyx,YYYYYYXyyyyyx,23,20,17
aca_58,5,2,YYx,y,YYYYYYXyyyyyx,YYxYYxyXyyXyx,26,20,17
aca_58,6,2,x,XXy,YXYxxxx,YXyXXyXXyXXyXXyxYxxYxxYxxYxxYxx,38,20,17
aca_58,7,2,x,xxy,YYXXXXX,YXyxxyxxyxxyxxyxYXXYXXYXXYXXYXX,38,20,17
aca_58,8,2,xyy,y,YYYYYYXyyyyyx,YYXYYXYxyyxYX,26,20,17
aca_58,9,2,Yx,Xyy,YXyXYxYxYx,YYxYYxYYxYYxYYxYXyyXyyXyyXyyXyx,41,20,17
aca_58,10,2,Yxx,Xy,YXyXXyXYxxYxx,YXyXyXyXyXyxYxYxYxYxYx,35,20,17
aca_58,11,2,xxy,xy,YXyxxyxxyxxyX,YXYXYXYXYXYXyxyxyxyxyx,35,20,17
aca_58,12,2,xy,xyy,YXYXYXYXYx,YYXYYXYYXYYXYYXyxyyxyyxyyxyyxYX,41,20,17
aca_58,13,3,YYYx,y,YYYYYYXyyyyyx,YYYxYYYxyXyyyXyx,29,20,17
aca_58,14,3,x,XXXy,YYxxxxx,YXyXXXyXXXyXXXyXXXyxYxxxYxxxYxxxYxxxYxxx,47,20,17
aca_58,15,3,x,xxxy,YXYXXXXXX,YXyxxxyxxxyxxxyxxxyxYXXXYXXXYXXXYXXXYXXX,49,20,17
aca_58,16,3,xyyy,y,YYYYYYXyyyyyx,YYYXYYYXYxyyyxYX,29,20,17
aca_58,17,3,YYx,Xyyy,YYxYYxYXyyXYx,YYYxYYYxYYYxYYYxYYYxYXyyyXyyyXyyyXyyyXyx,53,20,17
aca_58,18,3,Yx,XyXyy,YXYxYxYxYx,YYxYxYYxYxYYxYxYYxYxYYxYxYXyyXyXyyXyXyyXyXyyXyXyx,59,20,17
aca_58,19,3,YxYxx,Xy,YXyXyXXyXyXYxxYxYxx,YXyXyXyXyXyxYxYxYxYxYx,41,20,17
aca_58,20,3,Yxxx,XXy,YXyXXXyXYxxxYxxx,YXyXXyXXyXXyXXyxYxxYxxYxxYxxYxx,47,20,17
aca_58,21,3,xxxy,xxy,YXyxxxyxxxyxxxyX,YXyxxyxxyxxyxxyxYXXYXXYXXYXXYXX,47,20,17
aca_58,22,3,xxyxy,xy,YXYXyxxyxyxxyxyxxyX,YXYXYXYXYXYXyxyxyxyxyx,41,20,17
aca_58,23,3,xy,xyxyy,YYYXYXYXYXYX,YYXYXYYXYXYYXYXYYXYXYYXyxyxyyxyxyyxyxyyxyxyyxYXYX,61,20,17
aca_58,24,3,xyy,xyyy,YYXYYXYYXYxYX,YYYXYYYXYYYXYYYXYYYXyxyyyxyyyxyyyxyyyxYX,53,20,17
aca_58,25,3,YYxYx,Xyy,YYxYxYYxyXyXyyXyXyx,YYxYYxYYxYYxYYxYXyyXyyXyyXyyXyx,50,20,17
aca_58,26,3,Yxx,XXyXy,YXyXYxxYxxYxx,YXyXyXXyXyXXyXyXXyXyXXyxYxYxxYxYxxYxYxxYxYxxYxYxx,62,20,17
aca_58,27,3,xxy,xxyxy,YYXXYXXYXXYXX,YXYXyxxyxyxxyxyxxyxyxxyxyxYXXYXYXXYXYXXYXYXXYXYXX,62,20,17
aca_58,28,3,xyxyy,xyy,YYXYXYYXYXYxyyxYXYX,YYXYYXYYXYYXYYXyxyyxyyxyyxyyxYX,50,20,17
aca_58,29,4,YYYYx,y,YYYYYYXyyyyyx,YYYYxYYYYxyXyyyyXyx,32,20,17
aca_58,30,4,x,XXXXy,YxYxxxxxx,YXyXXXXyXXXXyXXXXyXXXXyxYxxxxYxxxxYxxxxYxxxxYxxxx,58,20,17
aca_58,31,4,x,xxxxy,YXXYXXXXXXX,YXyxxxxyxxxxyxxxxyxxxxyxYXXXXYXXXXYXXXXYXXXXYXXXX,60,20,17
aca_58,32,4,xyyyy,y,YYYYYYXyyyyyx,YYYYXYYYYXYxyyyyxYX,32,20,17
aca_58,33,4,YYYx,Xyyyy,YYYxYYYxYXyyyXYx,YYYYxYYYYxYYYYxYYYYxYYYYxYXyyyyXyyyyXyyyyXyyyyXyx,65,20,17
aca_58,34,4,Yx,XyXyXyy,YYYxYxYxYxYx,YYxYxYxYYxYxYxYYxYxYxYYxYxYxYYxYxYxYXyyXyXyXyyXyXyXyyXyXyXyyXyXyXyx,79,20,17
aca_58,35,4,YxYxYxx,Xy,YXyXyXyXyXyxYxYxYxYxYx,YXyXyXyXXyXyXyXYxxYxYxYxx,47,20,17
aca_58,36,4,Yxxxx,XXXy,YXyXXXXyXYxxxxYxxxx,YXyXXXyXXXyXXXyXXXyxYxxxYxxxYxxxYxxxYxxx,59,20,17
aca_58,37,4,xxxxy,xxxy,YXyxxxxyxxxxyxxxxyX,YXyxxxyxxxyxxxyxxxyxYXXXYXXXYXXXYXXXYXXX,59,20,17
aca_58,38,4,xxyxyxy,xy,YXYXYXYXYXYXyxyxyxyxyx,YXYXYXyxxyxyxyxxyxyxyxxyX,47,20,17
aca_58,39,4,xy,xyxyxyy,YYXYYXYXYXYXYXYX,YYXYXYXYYXYXYXYYXYXYXYYXYXYXYYXyxyxyxyyxyxyxyyxyxyxyyxyxyxyyxYXYXYX,83,20,17
aca_58,40,4,xyyy,xyyyy,YYYXYYYXYYYXYxYX,YYYYXYYYYXYYYYXYYYYXYYYYXyxyyyyxyyyyxyyyyxyyyyxYX,65,20,17
aca_58,41,4,YYx,XyyXyyy,YYxYYxYYxYXYx,YYYxYYxYYYxYYxYYYxYYxYYYxYYxYYYxYYxYXyyyXyyXyyyXyyXyyyXyyXyyyXyyXyx,80,20,17
aca_58,42,4,YxxYxxx,XXy,YXyXXyXXXyXXyXYxxxYxxYxxx,YXyXXyXXyXXyXXyxYxxYxxYxxYxxYxx,56,20,17
aca_58,43,4,xxxyxxy,xxy,YXyxxxyxxyxxxyxxyxxxyXYXX,YXyxxyxxyxxyxxyxYXXYXXYXXYXXYXX,56,20,17
aca_58,44,4,xyy,xyyxyyy,YYYYXYYXYYXYYXYYX,YYYXYYXYYYXYYXYYYXYYXYYYXYYXYYYXyxyyxyyyxyyxyyyxyyxyyyxyyxyyyxYXYYX,84,20,17
aca_58,45,4,YYYxYYx,Xyyy,YYYxYYxYYYxyXyyXyyyXyyXyx,YYYxYYYxYYYxYYYxYYYxYXyyyXyyyXyyyXyyyXyx,65,20,17
aca_58,46,4,YYxYYxYx,Xyy,YYxYYxYxYYxYYxyXyXyyXyyXyXyx,YYxYYxYYxYYxYYxYXyyXyyXyyXyyXyx,59,20,17
aca_58,47,4,Yxx,XXyXXyXy,YYxxYxxYxxYxx,YXyXyXXyXXyXyXXyXXyXyXXyXXyXyXXyXXyxYxYxxYxxYxYxxYxxYxYxxYxxYxYxxYxxYxYxxYxx,89,20,17
aca_58,48,4,Yxxx,XXXyXXy,YXyXYxxxYxxxYxxx,YXyXXyXXXyXXyXXXyXXyXXXyXXyXXXyxYxxYxxxYxxYxxxYxxYxxxYxxYxxxYxxYxxx,83,20,17
aca_58,49,4,xxxy,xxxyxxy,YXYXXXYXXXYXXXYXXX,YXyxxxyxxyxxxyxxyxxxyxxyxxxyxxyxYXXXYXXYXXXYXXYXXXYXXYXXXYXXYXXXYXX,85,20,17
aca_58,50,4,xxy,xxyxxyxy,YXYXYXXYXXYXXYXXYXX,YXYXyxxyxxyxyxxyxxyxyxxyxxyxyxxyxxyxyxYXXYXXYXYXXYXXYXYXXYXXYXYXXYXXYXYXXYXX,95,20,17
aca_66,0,0,x,y,YYXXXYxx,YYYYYYxyyyyyX,21,21,20
aca_66,1,1,Yx,y,YYXyXyXYxYx,YYYYYYxyyyyyX,24,21,20
aca_66,2,1,x,Xy,YXXYxxxYx,YXyXyXyXyXyXyxYxYxYxYx,31,21,20
aca_66,3,1,x,xy,YXYXXXXYx,YXYXYXYXYXYxyxyxyxyxyX,31,21,20
aca_66,4,1,xy,y,YYXYXYXYxyx,YYYYYYxyyyyyX,24,21,20
aca_66,5,2,YYx,y,YYYYYYxyyyyyX,YYXyyXyyXYxYYx,27,21,20
aca_66,6,2,x,XXy,YXYxxxxYxx,YXyXXyXXyXXyXXyXXyxYxxYxxYxxYxx,41,21,20
aca_66,7,2,x,xxy,YYXXYXXXXX,YXyxxyxxyxxyxxyxxyxYXXYXXYXXYXX,41,21,20
aca_66,8,2,xyy,y,YYYYYYxyyyyyX,YYXYYXYYXYxyyx,27,21,20
aca_66,9,2,Yx,Xyy,YYxYXyXYxYxYx,YYxYYxYYxYYxYYxyXyyXyyXyyXyyXYx,44,21,20
aca_66,10,2,Yxx,Xy,YXyXXyXYxxYxxYx,YXyXyXyXyXyXyxYxYxYxYx,37,21,20
aca_66,11,2,xxy,xy,YXYXXYXXYXXYxyx,YXYXYXYXYXYxyxyxyxyxyX,37,21,20
aca_66,12,2,xy,xyy,YYXYXYXYXYxYX,YYXYYXYYXYYXYYXYxyyxyyxyyxyyxyX,44,21,20
aca_66,13,3,YYYx,y,YYYYYYxyyyyyX,YYYxYYYxyyXyyyXyx,30,21,20
aca_66,14,3,x,XXXy,YYxxxxxYxxx,YXyXXXyXXXyXXXyXXXyXXXyxYxxxYxxxYxxxYxxx,51,21,20
aca_66,15,3,x,xxxy,YXYXXXYXXXXXX,YXyxxxyxxxyxxxyxxxyxxxyxYXXXYXXXYXXXYXXX,53,21,20
aca_66,16,3,xyyy,y,YYYYYYxyyyyyX,YYYXYYYXYxyyyxYYX,30,21,20
aca_66,17,3,YYx,Xyyy,YYYxYXyyXYxYYxYYx,YYYxYYYxYYYxYYYxYYYxyXyyyXyyyXyyyXyyyXYx,57,21,20
aca_66,18,3,Yx,XyXyy,YYxYxYXYxYxYxYx,YYxYxYYxYxYYxYxYYxYxYYxyXyXyyXyXyyXyXyyXyXyyXYxYx,64,21,20
aca_66,19,3,YxYxx,Xy,YXyXyXXyXyXYxxYxYxxYx,YXyXyXyXyXyXyxYxYxYxYx,43,21,20
aca_66,20,3,Yxxx,XXy,YXyXXXyXYxxxYxxxYxx,YXyXXyXXyXXyXXyXXyxYxxYxxYxxYxx,50,21,20
aca_66,21,3,xxxy,xxy,YXyxxxyxxxyxxxyxxyX,YXyxxyxxyxxyxxyxxyxYXXYXXYXXYXX,50,21,20
aca_66,22,3,xxyxy,xy,YXYXyxxyxyxxyxyxxyxyX,YXYXYXYXYXYxyxyxyxyxyX,43,21,20
aca_66,23,3,xy,xyxyy,YYYXYXYYXYXYXYXYX,YYXYXYYXYXYYXYXYYXYXYYXYXYxyyxyxyyxyxyyxyxyyxyxyX,66,21,20
aca_66,24,3,xyy,xyyy,YYYXYYXYYXYYXYxYX,YYYXYYYXYYYXYYYXYYYXYxyyyxyyyxyyyxyyyxyX,57,21,20
aca_66,25,3,YYxYx,Xyy,YYxYXyyXyXyyXYxYxYYxYx,YYxYYxYYxYYxYYxyXyyXyyXyyXyyXYx,53,21,20
aca_66,26,3,Yxx,XXyXy,YXyXYxxYxxYxxYxYxx,YXyXyXXyXyXXyXyXXyXyXXyXyXXyxYxYxxYxYxxYxYxxYxYxx,67,21,20
aca_66,27,3,xxy,xxyxy,YYXXYXYXXYXXYXXYXX,YXYXyxxyxyxxyxyxxyxyxxyxyxxyxyxYXXYXYXXYXYXXYXYXX,67,21,20
aca_66,28,3,xyxyy,xyy,YYXYXYYXYXYYXYXYxyyxYX,YYXYYXYYXYYXYYXYxyyxyyxyyxyyxyX,53,21,20
aca_66,29,4,YYYYx,y,YYYYYYxyyyyyX,YYYYxYYYYxyyXyyyyXyx,33,21,20
aca_66,30,4,x,XXXXy,YxYxxxxxxYxxxx,YXyXXXXyXXXXyXXXXyXXXXyXXXXyxYxxxxYxxxxYxxxxYxxxx,63,21,20
aca_66,31,4,x,xxxxy,YXXYXXXXYXXXXXXX,YXyxxxxyxxxxyxxxxyxxxxyxxxxyxYXXXXYXXXXYXXXXYXXXX,65,21,20
aca_66,32,4,xyyyy,y,YYYYYYxyyyyyX,YYYYXYYYYXYxyyyyxYYX,33,21,20
aca_66,33,4,YYYx,Xyyyy,YYYYxYXyyyXYxYYYxYYYx,YYYYxYYYYxYYYYxYYYYxYYYYxyXyyyyXyyyyXyyyyXyyyyXYx,70,21,20
aca_66,34,4,Yx,XyXyXyy,YYYxYxYxYxYxYYxYxYx,YYxYxYxYYxYxYxYYxYxYxYYxYxYxYYxyXyXyXyyXyXyXyyXyXyXyyXyXyXyyXYxYxYx,86,21,20
aca_66,35,4,YxYxYxx,Xy,YXyXyXyXyXyXyxYxYxYxYx,YXyXyXyXXyXyXyXYxxYxYxYxxYx,49,21,20
aca_66,36,4,Yxxxx,XXXy,YXyXXXXyXYxxxxYxxxxYxxx,YXyXXXyXXXyXXXyXXXyXXXyxYxxxYxxxYxxxYxxx,63,21,20
aca_66,37,4,xxxxy,xxxy,YXyxxxxyxxxxyxxxxyxxxyX,YXyxxxyxxxyxxxyxxxyxxxyxYXXXYXXXYXXXYXXX,63,21,20
aca_66,38,4,xxyxyxy,xy,YXYXYXYXYXYxyxyxyxyxyX,YXYXYXyxxyxyxyxxyxyxyxxyxyX,49,21,20
aca_66,39,4,xy,xyxyxyy,YYXYYXYXYXYYXYXYXYXYXYX,YYXYXYXYYXYXYXYYXYXYXYYXYXYXYYXYXYXYxyyxyxyxyyxyxyxyyxyxyxyyxyxyxyX,90,21,20
aca_66,40,4,xyyy,xyyyy,YYYYXYYYXYYYXYYYXYxYX,YYYYXYYYYXYYYYXYYYYXYYYYXYxyyyyxyyyyxyyyyxyyyyxyX,70,21,20
aca_66,41,4,YYx,XyyXyyy,YYYxYYxYXYxYYxYYxYYx,YYYxYYxYYYxYYxYYYxYYxYYYxYYxYYYxyXyyXyyyXyyXyyyXyyXyyyXyyXyyyXYxYYx,87,21,20
aca_66,42,4,YxxYxxx,XXy,YXyXXyXXXyXXyXYxxxYxxYxxxYxx,YXyXXyXXyXXyXXyXXyxYxxYxxYxxYxx,59,21,20
aca_66,43,4,xxxyxxy,xxy,YXyxxxyxxyxxxyxxyxxxyxxyXYXX,YXyxxyxxyxxyxxyxxyxYXXYXXYXXYXX,59,21,20
aca_66,44,4,xyy,xyyxyyy,YYYYXYYXYYYXYYXYYXYYXYYX,YYYXYYXYYYXYYXYYYXYYXYYYXYYXYYYXYYXYxyyyxyyxyyyxyyxyyyxyyxyyyxyyxyX,91,21,20
aca_66,45,4,YYYxYYx,Xyyy,YYYxYYxYYYxYXyyyXyyXyyyXYxYYx,YYYxYYYxYYYxYYYxYYYxyXyyyXyyyXyyyXyyyXYx,69,21,20
aca_66,46,4,YYxYYxYx,Xyy,YYxYYxYYxYYxYYxyXyyXyyXyyXyyXYx,YYxYYxYxYYxYYxyXyyXyXyyXyyXyXyx,62,21,20
aca_66,47,4,Yxx,XXyXXyXy,YYxxYxxYxxYxxYxYxxYxx,YXyXyXXyXXyXyXXyXXyXyXXyXXyXyXXyXXyXyXXyXXyxYxYxxYxxYxYxxYxxYxYxxYxxYxYxxYxx,97,21,20
aca_66,48,4,Yxxx,XXXyXXy,YXyXYxxxYxxxYxxxYxxYxxx,YXyXXyXXXyXXyXXXyXXyXXXyXXyXXXyXXyXXXyxYxxYxxxYxxYxxxYxxYxxxYxxYxxx,90,21,20
aca_66,49,4,xxxy,xxxyxxy,YXYXXXYXXYXXXYXXXYXXXYXXX,YXyxxxyxxyxxxyxxyxxxyxxyxxxyxxyxxxyxxyxYXXXYXXYXXXYXXYXXXYXXYXXXYXX,92,21,20
aca_66,50,4,xxy,xxyxxyxy,YXYXYXXYXXYXYXXYXXYXXYXXYXX,YXYXyxxyxxyxyxxyxxyxyxxyxxyxyxxyxxyxyxxyxxyxyxYXXYXXYXYXXYXXYXYXXYXXYXYXXYXX,103,21,20
aca_67,0,0,x,y,YYXXXyxx,YYYYYYxyyyyyX,21,21,20
aca_67,1,1,Yx,y,YYXyXyXyxYx,YYYYYYxyyyyyX,24,21,20
aca_67,2,1,x,Xy,YXXXyxxYx,YXyXyXyXyXyXyxYxYxYxYx,31,21,20
aca_67,3,1,x,xy,YXYXXXyxx,YXYXYXYXYXYxyxyxyxyxyX,31,21,20
aca_67,4,1,xy,y,YYXYXYXyxyx,YYYYYYxyyyyyX,24,21,20
aca_67,5,2,YYx,y,YYYYYYxyyyyyX,YYXyyXyyXyxYYx,27,21,20
aca_67,6,2,x,XXy,YXXXyxxYxx,YXyXXyXXyXXyXXyXXyxYxxYxxYxxYxx,41,21,20
aca_67,7,2,x,xxy,YXXYXXXyxx,YXyxxyxxyxxyxxyxxyxYXXYXXYXXYXX,41,21,20
aca_67,8,2,xyy,y,YYYYYYxyyyyyX,YYXYYXYYXyxyyx,27,21,20
aca_67,9,2,Yx,Xyy,YYxYXyXyXyxYx,YYxYYxYYxYYxYYxyXyyXyyXyyXyyXYx,44,21,20
aca_67,10,2,Yxx,Xy,YXyXXyXXyxYxxYx,YXyXyXyXyXyXyxYxYxYxYx,37,21,20
aca_67,11,2,xxy,xy,YXYXXYXXYXyxxyx,YXYXYXYXYXYxyxyxyxyxyX,37,21,20
aca_67,12,2,xy,xyy,YYXYXYXyxyxYX,YYXYYXYYXYYXYYXYxyyxyyxyyxyyxyX,44,21,20
aca_67,13,3,YYYx,y,YYYYYYxyyyyyX,YYYxYYYxyyXyyyXYx,30,21,20
aca_67,14,3,x,XXXy,YXXXyxxYxxx,YXyXXXyXXXyXXXyXXXyXXXyxYxxxYxxxYxxxYxxx,51,21,20
aca_67,15,3,x,xxxy,YXXXYXXXyxx,YXyxxxyxxxyxxxyxxxyxxxyxYXXXYXXXYXXXYXXX,51,21,20
aca_67,16,3,xyyy,y,YYYYYYxyyyyyX,YYYXYYYXyxyyyxYYX,30,21,20
aca_67,17,3,YYx,Xyyy,YYYxYXyyXyyXyxYYx,YYYxYYYxYYYxYYYxYYYxyXyyyXyyyXyyyXyyyXYx,57,21,20
aca_67,18,3,Yx,XyXyy,YYxYxYXyXyXyxYx,YYxYxYYxYxYYxYxYYxYxYYxyXyXyyXyXyyXyXyyXyXyyXYxYx,64,21,20
aca_67,19,3,YxYxx,Xy,YXyXyXXyXyXXyxYxYxxYx,YXyXyXyXyXyXyxYxYxYxYx,43,21,20
aca_67,20,3,Yxxx,XXy,YXyXXXyXXXyxYxxxYxx,YXyXXyXXyXXyXXyXXyxYxxYxxYxxYxx,50,21,20
aca_67,21,3,xxxy,xxy,YXyxxxyxYXXYXXXYXXX,YXyxxyxxyxxyxxyxxyxYXXYXXYXXYXX,50,21,20
aca_67,22,3,xxyxy,xy,YXYXyxxyxyxYXYXXYXYXX,YXYXYXYXYXYxyxyxyxyxyX,43,21,20
aca_67,23,3,xy,xyxyy,YYXYXYXyxyxYXYX,YYXYXYYXYXYYXYXYYXYXYYXYXYxyyxyxyyxyxyyxyxyyxyxyX,64,21,20
aca_67,24,3,xyy,xyyy,YYYXYYXYYXyxyyxYX,YYYXYYYXYYYXYYYXYYYXYxyyyxyyyxyyyxyyyxyX,57,21,20
aca_67,25,3,YYxYx,Xyy,YYxYXyyXyXyyXyXyxYYxYx,YYxYYxYYxYYxYYxyXyyXyyXyyXyyXYx,53,21,20
aca_67,26,3,Yxx,XXyXy,YXyXXyXXyxYxxYxYxx,YXyXyXXyXyXXyXyXXyXyXXyXyXXyxYxYxxYxYxxYxYxxYxYxx,67,21,20
aca_67,27,3,xxy,xxyxy,YXYXXYXXYXyxxyxYXX,YXYXyxxyxyxxyxyxxyxyxxyxyxxyxyxYXXYXYXXYXYXXYXYXX,67,21,20
aca_67,28,3,xyxyy,xyy,YYXYXYYXYXYYXyxyxyyxYX,YYXYYXYYXYYXYYXYxyyxyyxyyxyyxyX,53,21,20
aca_67,29,4,YYYYx,y,YYYYYYxyyyyyX,YYYYxYYYYxyyXyyyyXYx,33,21,20
aca_67,30,4,x,XXXXy,YXXXyxxYxxxx,YXyXXXXyXXXXyXXXXyXXXXyXXXXyxYxxxxYxxxxYxxxxYxxxx,61,21,20
aca_67,31,4,x,xxxxy,YXXXyxxYXXXX,YXyxxxxyxxxxyxxxxyxxxxyxxxxyxYXXXXYXXXXYXXXXYXXXX,61,21,20
aca_67,32,4,xyyyy,y,YYYYYYxyyyyyX,YYYYXYYYYXyxyyyyxYYX,33,21,20
aca_67,33,4,YYYx,Xyyyy,YYYYxYXyyyXyyyXyxYYYx,YYYYxYYYYxYYYYxYYYYxYYYYxyXyyyyXyyyyXyyyyXyyyyXYx,70,21,20
aca_67,34,4,Yx,XyXyXyy,YYxYxYxYXyXyXyxYx,YYxYxYxYYxYxYxYYxYxYxYYxYxYxYYxyXyXyXyyXyXyXyyXyXyXyyXyXyXyyXYxYxYx,84,21,20
