name,r1,r2,n_members,members
ac19x_13702,YXYxxyxYXXX,YXXyxYx,1,13702
ac19x_13703,YYXXXYxxxyxyX,YXyxYX,1,13703
ac19x_13704,YYXYxxyyxYXXyX,YYXXX,1,13704
ac19x_13705,YYXYXYYXYXX,YYXYXYxYXyXYX,1,13705
ac19x_13706,YYXyxYxxyXXyX,YYxxyX,1,13706
ac19x_13707,YYYxyXyxYxxyx,YYxxyx,1,13707
ac19x_13708,YXYxxxyXyXX,YXYxyx,1,13708
ac19x_13709,YYYxxyXYXXyXYx,YXXYx,1,13709
ac19x_13710,YYxxyXyxxxyXX,YXyxYX,1,13710
ac19x_13711,YXYXXXyXYxxyxx,YXXyx,1,13711
ac19x_13712,YXXYxyxxxYxyx,YXXyx,1,13712
ac19x_13713,YYxYXyXYXXX,YXYXXYxyX,1,13713
ac19x_13714,YXyXXYx,YXyXyXYxx,1,13714
ac19x_13715,YYYYYYxYXyXyX,YXXYx,1,13715
ac19x_13716,YYXXXYXyxxYXX,YXyxYX,1,13716
ac19x_13717,YYYxYXyyXyX,YXXyx,1,13717
ac19x_13718,YYxxyXXyxyx,YXYXXXX,1,13718
ac19x_13719,YYXYXXYxyXX,YYXXX,1,13719
ac19x_13720,YYXyXyyxx,YYxxyX,1,13720
ac19x_13721,YYxxYXXyx,YYxyXYXyx,1,13721
ac19x_13722,YYYXyXYXXYxyxx,YXXYx,1,13722
ac19x_13723,YYYxxyXyxyXYXX,YXYXX,1,13723
ac19x_13724,YYXYxxyXYX,YXYxYXXyx,1,13724
ac19x_13725,YYYXXXyxyxyxx,YXYXyX,1,13725
ac19x_13726,YYYxyxyXyxxyX,YXXyx,1,13726
ac19x_13727,YXXXXyxYxxyXyX,YXXyx,1,13727
ac19x_13728,YXYXYXYXXXXXYx,YXYXX,1,13728
ac19x_13729,YYYXXyyxxyXYX,YXyxYX,1,13729
ac19x_13730,YYxxYXXyxxxyXX,YXXyx,1,13730
ac19x_13731,YYXyXYXyXX,YXyXYXXXX,1,13731
ac19x_13732,YXYXYXXyx,YXXYxxyXX,1,13732
ac19x_13733,YXXyXXXXyx,YxxxxxYxxxxxx,1,13733
ac19x_13734,YXXXXXXYxyX,YXXXXyxxx,1,13734
ac19x_13735,YXXXXYXyXXXXX,YXXXyxx,1,13735
ac19x_13736,YXYXyxyXyXXXXX,YXXyx,1,13736
ac19x_13737,YXXYxyxYXyXX,YXyxxYXXXXX,1,13737
ac19x_13738,YYXXyyxxx,YYxxxxxyX,1,13738
ac19x_13739,YXYxyxYxyx,YXyxYXXyx,1,13739
ac19x_13740,YYXXyXyxyX,YXYxxxxyx,1,13740
ac19x_13741,YYXXYXXXXyxyx,YXXyx,1,13741
ac19x_13742,YYxxyXyXYxyXX,YXYXyX,1,13742
ac19x_13743,YYYXyyXXYxyXX,YXXyx,1,13743
ac19x_13744,YYYXyyyXYXXX,YXyXYXX,1,13744
ac19x_13745,YYYXXXYYXyX,YX,1,13745
ac19x_13746,YYxxYxxxyXYxxYxYx,YXyxYxYxx,1,13746
ac19x_13747,YXYxyxxyxYx,YXXyx,1,13747
ac19x_13748,YYXXyxxYxxyX,YXXyxYx,1,13748
ac19x_13749,YYYYXXXyxyXyxx,YYXXX,1,13749
ac19x_13750,YYYXyyxYXXyyx,YXYXyX,1,13750
ac19x_13751,YYYXyyyxyxxyx,YXyxYX,1,13751
ac19x_13752,YYYxxxyXyyXyx,YXyxYX,1,13752
ac19x_13753,YYXYxYXyxxxyyX,YXXyx,1,13753
ac19x_13754,YYYxYxxxx,YXyxYx,1,13754
ac19x_13755,YYXyXYXXX,YXyXYXyxYX,1,13755
ac19x_13756,YYXyXYYxyXyX,YXXYXXX,1,13756
ac19x_13757,YYYxxxyyXyyx,YXYXXXX,1,13757
ac19x_13758,YXYXX,YXYxYXXXXYxyX,1,13758
ac19x_13759,YYXyyxxYxxxx,YXXyx,1,13759
ac19x_13760,YYXYXyxYXyyX,YXXYxyX,1,13760
ac19x_13761,YXYxxYXXyxxyX,YXXYx,1,13761
ac19x_13762,YYYXyxyyXYXX,YXXYxyX,1,13762
ac19x_13763,YYYxyxxyXYXXyx,YXXyx,1,13763
ac19x_13764,YYxxyx,YXYxyxxyXYXyx,1,13764
ac19x_13765,YYXYXyxyXyXyXX,YXXyx,1,13765
ac19x_13766,YYYXXXXX,YYXXYXXXyxx,1,13766
ac19x_13767,YYxyXYXyX,YXXXYxyX,1,13767
ac19x_13768,YYxxyX,YXYxxYXXYxxxx,1,13768
ac19x_13769,YXYxyXXYXyx,YXXyx,1,13769
ac19x_13770,YYXXYxxxyXX,YXYXXYxx,1,13770
ac19x_13771,YYYXXXYxYx,YYxyX,1,13771
ac19x_13772,YYXXX,YYxxYXXYXXyXX,1,13772
ac19x_13773,YXyXXyX,YxxYxxxxx,1,13773
ac19x_13774,YXXXyxx,YXXyxxYxyXyX,1,13774
ac19x_13775,YXXyXyXYxyx,YXyXyXyXyX,1,13775
ac19x_13776,YYYXXXYxxyxyX,YXyxYX,1,13776
ac19x_13777,YYxYxYXyXXyXXYX,YXYXX,1,13777
ac19x_13778,YYYxxyXyXYYx,YXXyxYx,1,13778
ac19x_13779,YYXyyxYxyXyX,YYxxxyX,1,13779
ac19x_13780,YYYXyyxyyxx,YXXyx,1,13780
ac19x_13781,YXXYxYXyXyXXX,YXXyx,1,13781
ac19x_13782,YYXXXXX,YYXXyXYXYXXX,1,13782
ac19x_13783,YYXXXXX,YYXXyyxYXX,1,13783
ac19x_13784,YYXYYXXyyxyX,YXXYXXX,1,13784
ac19x_13785,YXYXXYXXYXXXYx,YXYXyxYXX,1,13785
ac19x_13786,YXXXXXyxxYx,YXyxYX,1,13786
ac19x_13787,YYYxxyXyyXYx,YXXyx,1,13787
ac19x_13788,YXXXXXyxxYxxxx,YXXyx,1,13788
ac19x_13789,YXXXyxxYxYxyXX,YXXyx,1,13789
ac19x_13790,YYxxyXXyXyXYx,YYxxyx,1,13790
ac19x_13791,YYxxYxxYX,YXYxyx,1,13791
ac19x_13792,YYYXyyXyxyxxx,YXyxYX,1,13792
ac19x_13793,YYxxxyXXyXYXX,YXXyx,1,13793
ac19x_13794,YXXXXYxyxYx,YXXXyxYx,1,13794
ac19x_13795,YYXyXyXYxYXyx,YXYXX,1,13795
ac19x_13796,YXXXXYxyX,YXXXXX,1,13796
ac19x_13797,YXXXyxx,YXyXYXyXXXYx,1,13797
ac19x_13798,YYXXYXXXyXYx,YXXXXYx,1,13798
ac19x_13799,YYXXXyxyxYXX,YXYXXXX,1,13799
ac19x_13800,YYYXXYX,YYxyXX,1,13800
ac19x_13801,YYXXYXyyxxxyyx,YXYXX,1,13801
ac19x_13802,YYYXyXYXyxyXX,YXXyx,1,13802
ac19x_13803,YYxxxyX,YYxxxyxyXXYX,1,13803
ac19x_13804,YYYYxyyxyXX,YXXyx,1,13804
ac19x_13805,YYYxyyXyxyxyx,YXyxYX,1,13805
ac19x_13806,YYXXYXYXyyxxx,YXyxYX,1,13806
ac19x_13807,YYXXX,YYXXXyyxyXYYx,1,13807
ac19x_13808,YYxxyxxyxYXX,YXXyx,1,13808
ac19x_13809,YYxyxyxxyxYxyX,YXXyx,1,13809
ac19x_13810,YYXyxxyXYYxxyx,YXXyx,1,13810
ac19x_13811,YYYXyxYXyyyxyX,YXXyx,1,13811
ac19x_13812,YXYXyXYXXXXXyx,YXXyx,1,13812
ac19x_13813,YYYxYxyxyyxx,YXXyx,1,13813
ac19x_13814,YYYYYxxxyyyyx,YYxxyx,1,13814
ac19x_13815,YYXyxyXyXYxxx,YXyxYX,1,13815
ac19x_13816,YYxxxyx,YXyXXXyX,1,13816
ac19x_13817,YYYxxYXXyyyX,YYxxyXX,1,13817
ac19x_13818,YXXyXYxxyXYXX,YXXyx,1,13818
ac19x_13819,YXYxyxYXXXX,YXXYxxyX,1,13819
ac19x_13820,YYYYXyxyX,YYXYXYxyX,1,13820
ac19x_13821,YYxxxxyxYXyXX,YYxxyx,1,13821
ac19x_13822,YYYXyxxyXYXyX,YXYXyX,1,13822
ac19x_13823,YYYxyxYXXXXyyx,YXXyx,1,13823
ac19x_13824,YYXyxyxyXYX,YXYXyX,1,13824
ac19x_13825,YXYxxYXyXXXyx,YXyxYX,1,13825
ac19x_13826,YXYXYXXX,YXYXXYXyx,1,13826
ac19x_13827,YYXXyXYYXX,YXYXX,1,13827
ac19x_13828,YYYYYxxyyXXyX,YXyxYX,1,13828
ac19x_13829,YYxYxYxyx,YxYxYxYxx,1,13829
ac19x_13830,YYxxyxxyXyXYX,YXYXyX,1,13830
ac19x_13831,YYxxyxxxyXyxx,YXXyx,1,13831
ac19x_13832,YYXXXyxx,YXXyxYx,1,13832
ac19x_13833,YXYXyX,YXXYXXyxYXX,1,13833
ac19x_13834,YYxYxxxYxxyXX,YYxxyX,1,13834
ac19x_13835,YYXYxyyxxxyXyX,YXYXX,1,13835
ac19x_13836,YYxxyX,YXYxxyxYxyXYx,1,13836
ac19x_13837,YYxxxYxyxxYXX,YYxxyX,1,13837
ac19x_13838,YYxyXyxYXXXX,YXXYXXX,1,13838
ac19x_13839,YYXyXYYXyyxyx,YYxxyx,1,13839
ac19x_13840,YXXyXYxyXYx,YXyxYX,1,13840
ac19x_13841,YYYYXXyyxyyXYx,YXYXX,1,13841
ac19x_13842,YYXYXXYxyXyxyX,YXXyx,1,13842
ac19x_13843,YYxyXyXYXyxYX,YXYXX,1,13843
ac19x_13844,YYYXYXYXXXXYx,YXyxYX,1,13844
ac19x_13845,YXXYx,YXXyxxYXXXYxYx,1,13845
ac19x_13846,YYYxxyxYXyXyx,YYxxyx,1,13846
ac19x_13847,YYYxYXyXyXYXXX,YYXXX,1,13847
ac19x_13848,YYxyXXXYxyxx,YXXyx,1,13848
ac19x_13849,YYXYXXyyxyxYx,YXXyx,1,13849
ac19x_13850,YYXXyyxyx,YYxyxyX,1,13850
ac19x_13851,YYYXXYYXYxxyXX,YXXYx,1,13851
ac19x_13852,YYYxyyXYX,YYXYXYxyX,1,13852
ac19x_13853,YYYYXYXXyxYx,YXXyxYx,1,13853
ac19x_13854,YYYxyXXXyXyyX,YYxxyx,1,13854
ac19x_13855,YXYXXyXYx,YXyxYXX,1,13855
ac19x_13856,YYYXyXyyXYxxx,YXXYx,1,13856
ac19x_13857,YYYXXXYXXXXYX,YYXXX,1,13857
ac19x_13858,YYXYYXyyxxx,YYxxxyXX,1,13858
ac19x_13859,YYYYXXYxYYX,YYYXYxyX,1,13859
ac19x_13860,YYYXXYxxxxyXXX,YXXYx,1,13860
ac19x_13861,YYYxyXyxyxxyX,YXXyx,1,13861
ac19x_13862,YYXXXXXXyX,YXyxx,1,13862
ac19x_13863,YYxYXyXyX,YXYXyX,1,13863
ac19x_13864,YYYXyXXXyxYXYX,YXYXX,1,13864
ac19x_13865,YYYxxyXyXYXXYx,YXXYx,1,13865
ac19x_13866,YYxxxyxYXXyxx,YYxxyx,1,13866
ac19x_13867,YYXYYXXyyxx,YYxxYXXX,1,13867
ac19x_13868,YYxxyxYXXYx,YXXYxxyx,1,13868
ac19x_13869,YYXYXYXYXXYxYx,YXXYx,1,13869
ac19x_13870,YYXXX,YYxxxYXyXXXyX,1,13870
ac19x_13871,YYYXyyyxxxYXX,YXXyx,1,13871
ac19x_13872,YYxxYXXX,YYxxxyXYXXX,1,13872
ac19x_13873,YYYxyxxyyxxxyx,YXXyx,1,13873
ac19x_13874,YYXXyyxyXYxyxx,YXXyx,1,13874
ac19x_13875,YYXYxyXyXYXyx,YXYXyX,1,13875
ac19x_13876,YYxxxxyXYXyX,YXXXyxx,1,13876
ac19x_13877,YYXYxxxxyyXX,YYxxyXX,1,13877
ac19x_13878,YYXyxYxYxYX,YXXYxyx,1,13878
ac19x_13879,YYYXyyxx,YYxyxYX,1,13879
ac19x_13880,YYxxyXYXXyyXYx,YXXyx,1,13880
ac19x_13881,YXYxyXYxyX,YXXYxyX,1,13881
ac19x_13882,YXXXyxxxxYXyx,YXyxxYx,1,13882
ac19x_13883,YXXYxyxx,YXyXXyx,1,13883
ac19x_13884,YXYXXYXX,YXXXYxxxyXX,1,13884
ac19x_13885,YXYXXyXXYxyx,YXXYXXX,1,13885
ac19x_13886,YYYYYYXXYYYXX,YXXYx,1,13886
ac19x_13887,YYXyxYXyxxyXyx,YXXYx,1,13887
ac19x_13888,YXYxxxyxYXXyx,YXYxyx,1,13888
ac19x_13889,YYXXyXYXYxyXYX,YXYXX,1,13889
ac19x_13890,YYXYxyxxxyXYX,YYxxyX,1,13890
ac19x_13891,YYxxxyxYxyxYx,YYxxyx,1,13891
ac19x_13892,YXYXyXXXYXyXX,YXXyx,1,13892
ac19x_13893,YYYXXXyxyXXYYX,YXYXX,1,13893
ac19x_13894,YYxyXYxxyXXYX,YXyxYX,1,13894
ac19x_13895,YYXXX,YYxxxxyXXXyxyX,1,13895
ac19x_13896,YXXyxYxyXXYx,YXXyx,1,13896
ac19x_13897,YYxxyXyXXXYX,YXXyx,1,13897
ac19x_13898,YYYxxxyXX,YYXXXYxxxx,1,13898
ac19x_13899,YYXXyxyxxYXX,YXYXXyx,1,13899
ac19x_13900,YXYxxxyXYxyX,YXXXXYxxxyx,1,13900
ac19x_13901,YYxxxYXyyxyXX,YXYXyX,1,13901
ac19x_13902,YYXXYxxyxYxyX,YXYxyx,1,13902
ac19x_13903,YYxxxYXXXYXyX,YXyxYX,1,13903
ac19x_13904,YXYXYXXX,YXYXX,1,13904
ac19x_13905,YYYXXXXyXyXXX,YXXyx,1,13905
ac19x_13906,YYYXXyyxx,YYXXyxxYx,1,13906
ac19x_13907,YYxxyXyXYXyyX,YYxxyx,1,13907
ac19x_13908,YYXXyxxyx,YYxxyXYxxyx,1,13908
ac19x_13909,YYxyxyXXXYxyx,YXyxYX,1,13909
ac19x_13910,YYYYXyXXyyxx,YXYXX,1,13910
ac19x_13911,YYYYxYYxYYxxYYX,YYYxyXYx,1,13911
ac19x_13912,YXXYXyxxxYXXyX,YXXyx,1,13912
ac19x_13913,YYXYxyyxxYXXyX,YYXXX,1,13913
ac19x_13914,YYYXYXYxyyxyyx,YXXyx,1,13914
ac19x_13915,YYYXyXYXXX,YXXXYxxyX,1,13915
ac19x_13916,YYXXYxxxxyXYx,YYxxyX,1,13916
ac19x_13917,YXYXXXYxYXYx,YXXXYxx,1,13917
ac19x_13918,YXYXX,YXYxxyXyxxyX,1,13918
ac19x_13919,YYYYxyXyxxyX,YXXyx,1,13919
ac19x_13920,YYXXX,YYXXyyxyxYxxyX,1,13920
ac19x_13921,YYxxyxxxyXXYx,YXXyx,1,13921
ac19x_13922,YYXyxxxxyXXYX,YXYxyx,1,13922
ac19x_13923,YYYXYYxyXYXX,YXXYx,1,13923
ac19x_13924,YYXXYxyxyxYXX,YXyxYX,1,13924
ac19x_13925,YYYxYYXyXYX,YYXYxyX,1,13925
ac19x_13926,YYYxxYXyyXyXX,YXyxYX,1,13926
ac19x_13927,YYYxxyyXYXyyx,YYxxyx,1,13927
ac19x_13928,YYYXXXyyyxxxyx,YXXYx,1,13928
ac19x_13929,YXYXYxyXyXYXyX,YXXyx,1,13929
ac19x_13930,YYYxYXYXXXXyx,YXyxYX,1,13930
ac19x_13931,YXYxxxyx,Yxxxx,1,13931
ac19x_13932,YXyXXXXyX,Yxxxxx,1,13932
ac19x_13933,YYxYXYXYXyyxxx,YXXYxyx,1,13933
ac19x_13934,YYXXX,YYxxYXXXyXXYXX,1,13934
ac19x_13935,YYxYXyxyxyX,YXYXXXyX,1,13935
ac19x_13936,YYYXYXXYxyX,YXYxyXYxyX,1,13936
ac19x_13937,YYXyxyxYYxxyx,YXXyx,1,13937
ac19x_13938,YYXXYYxyyxxyXX,YXYXX,1,13938
ac19x_13939,YYXXX,YXYXXYXXXYxYXX,1,13939
ac19x_13940,YYXXXYxyxxyxx,YXXyx,1,13940
ac19x_13941,YXXYxyXyXXXYx,YXXyx,1,13941
ac19x_13942,YYxyXYXyxx,YXXyxYxyX,1,13942
ac19x_13943,YYXYXXX,YXXXYXXyxxxx,1,13943
ac19x_13944,YYXyyxxyXXXXX,YXXyx,1,13944
ac19x_13945,YYxYXyxyxyX,YXYXXyx,1,13945
ac19x_13946,YYxyXXXYXyx,YXYXXYXX,1,13946
ac19x_13947,YYYxyyxx,YYxxxyX,1,13947
ac19x_13948,YYYYYXyxxyXyyX,YXXyx,1,13948
ac19x_13949,YYYxyyXyXyxx,YXYXX,1,13949
ac19x_13950,YYxYxyxyXyxYXX,YXXyx,1,13950
ac19x_13951,YYXyyxyXyyXYYx,YXXyx,1,13951
ac19x_13952,YYXYxyxxxyX,YYxxyX,1,13952
ac19x_13953,YXYXXYXyX,YXYxyXYXXyx,1,13953
ac19x_13954,YYXXYXXXyxxyx,YXYXyX,1,13954
ac19x_13955,YYXYXyxxxxyXX,YXXyx,1,13955
ac19x_13956,YYYXyyxYXyyxyx,YXXyx,1,13956
ac19x_13957,YXyXXXXXYx,YXyxYXXyx,1,13957
ac19x_13958,YYxxxYxYxYxYx,YYxxyX,1,13958
ac19x_13959,YYxyXXYXYXX,YXXXYxyx,1,13959
ac19x_13960,YYYXXXyxxYX,YXyxYX,1,13960
ac19x_13961,YYYxYXyyyxyyx,YXYXyX,1,13961
ac19x_13962,YYYXXyyXYXYX,YYXXX,1,13962
ac19x_13963,YYxyXyxxxxyXX,YXXXYxyX,1,13963
ac19x_13964,YXYxYxxyXXXyx,YXyxYX,1,13964
ac19x_13965,YXYXXXYxyXyXX,YXXyx,1,13965
ac19x_13966,YYYxyXYxyyXX,YYXXX,1,13966
ac19x_13967,YYxxYYxxyx,YYxxYxxyX,1,13967
ac19x_13968,YYYXXXX,YYxYXYXXXXX,1,13968
ac19x_13969,YYXYXYXXYXyxyX,YXYXX,1,13969
ac19x_13970,YXXYXXXyX,YXXYXyxxxyx,1,13970
ac19x_13971,YYYXYxxxyXyyXX,YXYXX,1,13971
ac19x_13972,YYYXYXXYxYx,YXXYxyx,1,13972
ac19x_13973,YYYXXXYxyxxyyX,YXXyx,1,13973
ac19x_13974,YYXXYxyXyXXyyx,YXXyx,1,13974
ac19x_13975,YYYXXXXyyx,YYxxyXXyx,1,13975
ac19x_13976,YYXXYxxyxYXXX,YXyxYX,1,13976
ac19x_13977,YYYxyxYXyyXyx,YXyXYXX,1,13977
ac19x_13978,YYxxyX,YYxxyxxxYXXYX,1,13978
ac19x_13979,YXYXyXYXXXyx,YXyXYXX,1,13979
ac19x_13980,YYxYXyXYxxyXyX,YXXYx,1,13980
ac19x_13981,YXYXXYxxYXXyx,YXyxYX,1,13981
ac19x_13982,YYYxyxyxyyx,YXyXYXXX,1,13982
ac19x_13983,YYYXXyXyXXYYx,YXyxYX,1,13983
ac19x_13984,YYxxyXYxyxyxYX,YXXyx,1,13984
ac19x_13985,YYxYXyyxYxYXXX,YXXYx,1,13985
ac19x_13986,YYxYXYxYXX,YYxxxyXXX,1,13986
ac19x_13987,YYXYYXYxyyXXX,YXYXX,1,13987
ac19x_13988,YYxYXXyyXyXYx,YXyxYX,1,13988
ac19x_13989,YYYYxyXyyyXyXX,YXXyx,1,13989
ac19x_13990,YXXYxYxyXXyxx,YXyxYX,1,13990
ac19x_13991,YYxyxyXXyXXYx,YXyxYX,1,13991
ac19x_13992,YYYYxyyXXXX,YYXYXXXX,1,13992
ac19x_13993,YYxxyXX,YXYxxyXXyxYx,1,13993
ac19x_13994,YYxxyx,YYxyxYxyxyXYx,1,13994
ac19x_13995,YYXXyyxYXyXYx,YXXyx,1,13995
ac19x_13996,YYXYXYxyyXyXXX,YXXyx,1,13996
ac19x_13997,YYYYXyxyXXyXXXX,YXXyx,1,13997
ac19x_13998,YYXYXyXXyyxYX,YXYXyX,1,13998
ac19x_13999,YXyXYxxxx,YxxYxxx,1,13999
ac19x_14000,YYxxyxYxYx,YXyxYxx,1,14000
ac19x_14001,YXYXyXYXYxyxYx,YXXYx,1,14001
ac19x_14002,YXYxxxxyx,YXXyXXXyxx,1,14002
ac19x_14003,YYXyXXYXXXX,YXXXYxyX,1,14003
ac19x_14004,YYXYX,YYXyxxYXX,1,14004
ac19x_14005,YYXXyXyyXYYxx,YXYXyX,1,14005
ac19x_14006,YYYXXXYXXXyx,YYXXX,1,14006
ac19x_14007,YYXyXyxxxxxYxx,YXXyx,1,14007
ac19x_14008,YYYXyxyyX,YXYxxxxyx,1,14008
ac19x_14009,YYXYXXXyyx,YXYXXXXXX,1,14009
ac19x_14010,YYYYYxyxxyxyyx,YXXyx,1,14010
ac19x_14011,Yxxxxx,Yxxxxxx,1,14011
ac19x_14012,YYxyxYxxyXX,YXYxyx,1,14012
ac19x_14013,YYxYXXyyXXXX,YXYXXyX,1,14013
ac19x_14014,YXYXXyxx,YXYxxyXyXYx,1,14014
ac19x_14015,YYYxYYXXYXYXX,YXXYx,1,14015
ac19x_14016,YYYxxYXyxyx,YXyXXyx,1,14016
ac19x_14017,YYXYxxYXyxyXyX,YXXYx,1,14017
ac19x_14018,YYYYXXXyyXyyyXX,YXXyx,1,14018
ac19x_14019,YYxxxyXYxyXX,YXXyx,1,14019
ac19x_14020,YYXXX,YYxxyxyXyxyxyx,1,14020
ac19x_14021,YYXXYYxYXXXyyX,YYXXX,1,14021
ac19x_14022,YYYYxyxyXYXyyX,YXYXX,1,14022
ac19x_14023,YXYXXyXXyxxYxx,YXXYx,1,14023
ac19x_14024,YYYXyyyxyyxxYX,YXXyx,1,14024
ac19x_14025,YYXXyyXXYxxx,YXXYx,1,14025
ac19x_14026,YYXYYXXYXYXXX,YXyxYX,1,14026
ac19x_14027,YYYxYXyxxyxyX,YXXyx,1,14027
ac19x_14028,YYxYXXyXyyXYxx,YXYXX,1,14028
ac19x_14029,YYXXyXYXXyxx,YXYXXyx,1,14029
ac19x_14030,YYXyxyXYxyXYXX,YXXyx,1,14030
ac19x_14031,YYXXXyyXYxYxyx,YXXYx,1,14031
ac19x_14032,YYXXyXyxx,YXXXYxyXX,1,14032
ac19x_14033,YYYxyXyX,YYxYXXXyX,1,14033
ac19x_14034,YYYYxYXyx,YYYxyXyxYYXYYx,1,14034
ac19x_14035,YYXyXyx,YXXyXYXX,1,14035
ac19x_14036,YXYXXXyXYxxyX,YXXyx,1,14036
ac19x_14037,YXYXYXX,YXYxxYXXyxyX,1,14037
ac19x_14038,YYxyx,YXyxxYxYxxx,1,14038
ac19x_14039,YYxxYYxxyxyxx,YYxxyx,1,14039
ac19x_14040,YYYXXYXXyyxyxx,YXYXX,1,14040
ac19x_14041,YYXYxxyyxx,YYxxyxyXX,1,14041
ac19x_14042,YYYYXYYXXXXyXX,YYXXX,1,14042
ac19x_14043,YYxyxYXyXyx,YXyXYXXX,1,14043
ac19x_14044,YYYXXyxxxyXX,YYXXYXX,1,14044
ac19x_14045,YYxxyXX,YXYxxyXXYxyx,1,14045
ac19x_14046,YYXyXyxxxyxyX,YXyxYX,1,14046
ac19x_14047,YYXYYxyxyXYXX,YXXYx,1,14047
ac19x_14048,YXYxYxxxyXXXX,YXyxYX,1,14048
ac19x_14049,YXXyxYxxx,YxxYxxYxxx,1,14049
ac19x_14050,YYYxxyxxyXYxyx,YXXyx,1,14050
ac19x_14051,YYXXX,YXYXXXYxxYXyX,1,14051
ac19x_14052,YYYYxxxyyXyx,YYxxxyX,1,14052
ac19x_14053,YYYxxYYXXyxyXXX,YXyxYX,1,14053
ac19x_14054,YYxyxxYXyXXyX,YXyxYX,1,14054
ac19x_14055,YXYXXXyX,YXXXXyXYx,1,14055
ac19x_14056,YYxxyx,YXyXXyXYXyx,1,14056
ac19x_14057,YYYxyxyxyXYXXX,YXXyx,1,14057
ac19x_14058,YYYxxyxyxyXXYX,YXXyx,1,14058
ac19x_14059,YYYYxyxYXyXXYXX,YXyxYX,1,14059
ac19x_14060,YYXXX,YXYXYxyXXyx,1,14060
ac19x_14061,YYYXXYX,YYXXyyxxYX,1,14061
ac19x_14062,YXXXyXyxx,YXXyx,1,14062
ac19x_14063,YXXXYxxyXyxYxx,YXXyx,1,14063
ac19x_14064,YYYxxxyxyXX,YYxxxyXX,1,14064
ac19x_14065,YYYxyxyyxYXyX,YXYXyX,1,14065
ac19x_14066,YYXXyxxxyXyxx,YXXyx,1,14066
ac19x_14067,YYXXYXYXX,YYxyXXyxyx,1,14067
ac19x_14068,YYxxyxYXYXXX,YXXXYxx,1,14068
ac19x_14069,YXyXYXXYXyxYx,YXyxYX,1,14069
ac19x_14070,YXYXYxxYXXX,YXYXXXYxx,1,14070
ac19x_14071,YYXyXyyxxxYXyX,YXXyx,1,14071
ac19x_14072,YYxYXYxyXXXyX,YXyxYX,1,14072
ac19x_14073,YYYXyyyxxxyX,YYXYXXX,1,14073
ac19x_14074,YXYXXyx,YXXyxYxYXXyX,1,14074
ac19x_14075,YYYXyXyyxYxxx,YXXyx,1,14075
ac19x_14076,YYXXYXYXYXYXX,YXyxYX,1,14076
ac19x_14077,YYYXyxyxyxyx,YXXyx,1,14077
ac19x_14078,YYXyxYXyyXYX,YXYXXyX,1,14078
ac19x_14079,YXXYx,YXXXyXXYxxYxyx,1,14079
ac19x_14080,YYXXYXXYxyyxyx,YXXyx,1,14080
ac19x_14081,YYXyxYXyxx,YXYxxyx,1,14081
ac19x_14082,YYYXXXyxyyx,YXYxxxyx,1,14082
ac19x_14083,YXYXyxxxyxYXXX,YXXyx,1,14083
ac19x_14084,YXYXX,YXXYxxyXXXyxYx,1,14084
ac19x_14085,YYxyXXyxxYx,YXyxYxxYx,1,14085
ac19x_14086,YYXXyyXyx,YYxxyxxYx,1,14086
ac19x_14087,YYYYxyxxyXyXYXX,YXyxYX,1,14087
ac19x_14088,YXXyx,YXyXXyXXXYxyxx,1,14088
ac19x_14089,YXYxxyXXXYxyx,YXyxYX,1,14089
ac19x_14090,YYXyXXXXYXYX,YXXYxyX,1,14090
ac19x_14091,YYxYXyyXyxyxx,YXXyx,1,14091
ac19x_14092,YXYxyX,YXXYxYxyX,1,14092
ac19x_14093,YYYXYXyyX,YYXXYXyyx,1,14093
ac19x_14094,YYYYYXXXyXXyx,YXYXX,1,14094
ac19x_14095,YYXYYXXXXyyxYX,YXYXX,1,14095
ac19x_14096,YYXXyXYxxxyXX,YXXyx,1,14096
ac19x_14097,YYXXX,YXYXyxxyxxxyX,1,14097
ac19x_14098,YYxxYxxxxYXYxxx,YXyxYxYxx,1,14098
ac19x_14099,YYYxyxyxyxYXX,YXXyx,1,14099
ac19x_14100,YYYYXyXYXYXXXX,YYXXX,1,14100
ac19x_14101,YYxxxYYxxxxYX,YYxxyX,1,14101
ac19x_14102,YYYXYxxxxxyXX,YXYxyx,1,14102
ac19x_14103,YYXXXXyXXX,YYXXyxxyx,1,14103
ac19x_14104,YYYYXYXXyxyyyx,YXYXX,1,14104
ac19x_14105,YYXYxyX,YXyXYXyxxYx,1,14105
ac19x_14106,YYXYYXYXXXX,YYXXYYXXX,1,14106
ac19x_14107,YYXyyXyyxxyX,YYxxyXX,1,14107
ac19x_14108,YYxYXyXyxyx,YYxxxxyx,1,14108
ac19x_14109,YYxxyxx,YXyxx,1,14109
ac19x_14110,YYXXXyxyxyxxx,YXYXYXXX,1,14110
ac19x_14111,YYXYYxxxyXyxyX,YXXyx,1,14111
ac19x_14112,YXYxxyXyX,YXyxYXX,1,14112
ac19x_14113,YYXXYXXyxxyx,YXXyx,1,14113
ac19x_14114,YYYXXyyXYYx,YXXYx,1,14114
ac19x_14115,YYxyXXYXXYXX,YXXYxyX,1,14115
ac19x_14116,YYXyxYXyxx,YYxyXYxyxYx,1,14116
ac19x_14117,YYXyxyx,YXyxYXX,1,14117
ac19x_14118,YXYXyX,YXXXYxxxxyXyX,1,14118
