name,r1,r2,n_members,members
ac19_10151,YYXXyxx,YYYYXXXXyxxx,1,12433
ac19_10152,YXX,YYYYXyXYYXyyXyX,1,12434
ac19_10153,YXXyx,YYXyXXyXYxyyX,3,12436 58003 73967
ac19_10154,YYXXXyXX,YYYXXXyyX,1,12437
ac19_10155,YXYXX,YYYXyyyXyXYYx,3,12439 85955 130215
ac19_10156,YXXyx,YYXXyyxYx,13,12441 14715 15812 54437 62446 75120 79618 85825 95227 123319 126766 132821 139292
ac19_10157,YXX,YYYXyyyXyXYYXYx,1,12442
ac19_10158,YYXXXXXyx,YXyXYxxxxyX,2,12443 15210
ac19_10159,YXXYxxyxx,YXYxYxxxxx,3,12446 135531 150168
ac19_10160,YXXyx,YYXXyXyyX,11,12449 27579 39280 50690 51696 62827 76342 81310 93877 112920 130173
ac19_10161,YXYxxYXyx,YYxyXYxxYX,7,12450 75975 88347 103137 109169 148469 149808
ac19_10162,YXyXXyX,YYXXyxyxx,12,12451 28453 33435 52310 59385 75375 78906 102503 115020 124040 133477 143497
ac19_10163,YXXXX,YYYXyxyyXYxyx,1,12452
ac19_10164,YYXXXyx,YYYxyyxxyyXX,1,12453
ac19_10165,YXXYx,YYYXXXYxYYXYX,3,12454 118908 156214
ac19_10166,YXXyx,YYYXXyXXXyX,6,12456 15359 85414 97722 100801 104228
ac19_10167,YXXYx,YYXYYxyXYXyx,2,12457 65845
ac19_10168,YXyXXyX,YYYXyXyxxyx,3,12458 77772 97247
ac19_10169,YXyXXyx,YYXyyxYXXyyX,1,12459
ac19_10170,YYXXYx,YYYXXyxxYYX,2,12460 35040
ac19_10171,YYXXX,YYXYXyXXXXYxx,3,12461 73155 100387
ac19_10172,YXXyXyx,YYxxyxYXyx,6,12464 32444 37236 105483 121529 151581
ac19_10173,YYXXXXX,YYXXYXXXyyxx,1,12466
ac19_10174,YXXyx,YYXyXXXYxyxx,8,12469 50391 60960 66746 132032 138005 152042 156676
ac19_10175,YXXyx,YYXXXyxYxxyx,5,12470 32823 86984 96016 155420
ac19_10176,YXYXyx,YYYXXXXyyxxxx,2,12471 18398
ac19_10177,YXXyx,YYYYXXyyxxyxx,1,12472
ac19_10178,YXXyx,YYYXyXYXyyx,8,12473 15482 54029 68704 70546 87596 115438 124680
ac19_10179,YXXYx,YYYxxyXyXXyyx,2,12474 37283
ac19_10180,YXXYxxyx,YYxYxxyXX,6,12475 20850 76927 89597 118769 156651
ac19_10181,YYXXyxx,YYXyXYXYxyx,2,12476 138086
ac19_10182,YXXyx,YYXyxYxyXXYXyX,1,12477
ac19_10183,YXXyx,YYXYxyyXYXyx,6,12479 12527 29262 49876 96253 125965
ac19_10184,YXXyxYXXyxx,YYXXXyXXXXYxxyX,6,12481 30603 36062 133942 143611 152807
ac19_10185,YXYXyx,YYXXyXYXyXXYxxx,3,12482 32093 127173
ac19_10186,YXXyx,YYXXyxxyxyxYYx,1,12483
ac19_10187,YXXyx,YYXYxyxYxyXyx,5,12484 28090 46461 68953 145367
ac19_10188,YXYXXYx,YYXYXyXXYYx,3,12485 59574 122278
ac19_10189,YYXXYx,YYXXXXXyxxxxx,1,12488
ac19_10190,YYXXXXX,YYXXXYXXyyxx,1,12489
ac19_10191,YXX,YYYxYYXyxyyXyyx,1,12491
ac19_10192,YXyXXyX,YYYXXyxYxyxyxyX,1,12492
ac19_10193,YYYXXXX,YYXYxyXYXyyx,1,12493
ac19_10194,YXXyx,YYYXYxyyyxxyyx,4,12494 41338 83120 119446
ac19_10195,YXXXyxx,YYXXXYXyyxx,2,12495 146026
ac19_10196,YYXXYXyyx,YYxyXXYXyX,1,12496
ac19_10197,YXXXyxx,YYYXyxxyXX,3,12497 134390 136338
ac19_10198,YXXYx,YYXYXyxYxyXyx,4,12498 55983 64156 94709
ac19_10199,YXXyx,YYXXXyyXYYxxyX,1,12502
ac19_10200,YXYXyx,YYXXXyxYYxyXX,1,12503
ac19_10201,YXXyx,YYXyXyxyxx,10,12504 46417 64161 72621 73163 74872 94273 102422 133486 139164
ac19_10202,YXXYxxyX,YYxxyXXXXyx,1,12506
ac19_10203,YYXXYx,YYYXyxyXXYx,3,12507 89516 109593
ac19_10204,YXYXX,YYxYXXXyyXYxyx,1,12509
ac19_10205,YYXXXXXyx,YXYxyXXyx,3,12510 58649 89525
ac19_10206,YYXXYXyxx,YYYXyXXYxx,1,12511
ac19_10207,YXX,YYXyXyXXYxxyx,1,12515
ac19_10208,YXXyx,YYXYxyXyxxyyX,3,12516 116614 150092
ac19_10209,YXXyx,YYXYxxyXXXyX,4,12517 41990 106789 135413
ac19_10210,YXYXyx,YYYxYxyyXXX,5,12518 18217 37849 72361 139550
ac19_10211,YXXyx,YYXXXYXyyXyXYX,1,12519
ac19_10212,YXX,YYYXXXyxyyx,2,12520 144131
ac19_10213,YXXyx,YYXXyXXXXyxyx,3,12521 53669 87072
ac19_10214,YXYXyx,YYYXXXyXYxyyx,1,12522
ac19_10215,YXXXyXyx,YYXXyyxyXYx,1,12523
ac19_10216,YXXyXyxx,YYxxyxxYX,10,12525 15891 38245 44809 46478 87809 98041 101542 109032 147468
ac19_10217,YXXyx,YYXYxxyxYxyyX,3,12526 87227 152030
ac19_10218,YYXXXYx,YXYxyXXYx,6,12528 13432 70212 75968 139299 141990
ac19_10219,YXXyx,YYYXyyXyxxxxYX,1,12529
ac19_10220,YYXXX,YYXyXyXyXYYxx,3,12530 106767 121317
ac19_10221,YXXXyxx,YYXyXXXYXyXX,1,12532
ac19_10222,YXXXyxYxx,YYXYYXyXYxx,2,12533 68681
ac19_10223,YXXYx,YYYXXYXyxYXYx,3,12534 16977 100837
ac19_10224,YXXYx,YYYXyXyXyyxxxx,1,12535
ac19_10225,YXYXX,YYYXXyxYxyyXX,2,12536 147429
ac19_10226,YXXXX,YYXyyxYYXXyX,1,12537
ac19_10227,YXXyx,YYXYxyyxxyXyxx,1,12538
ac19_10228,YXYXX,YYXyyXyxxYXXYx,1,12539
ac19_10229,YYXXyxxYXXyxx,YYXYXYxYYXXyxx,1,12540
ac19_10230,YXXXyxYx,YYXYXXyXYxx,2,12542 18274
ac19_10231,YXXyx,YYXyxxyyxyXYx,3,12543 22481 76629
ac19_10232,YXXyx,YYYXYxyXyxyx,6,12544 64597 66483 67447 139083 139533
ac19_10233,YYYXXXXX,YYYXYXyyXyx,1,12546
ac19_10234,YXXyx,YYYXYXyxyyXX,5,12547 37984 116953 139690 151560
ac19_10235,YXYXyx,YYXyyXyxxxxyx,1,12548
ac19_10236,YXXyx,YYXyXyxYYXXyx,3,12550 20796 32543
ac19_10237,YYXXX,YYXYxYXXXyxyyx,1,12551
ac19_10238,YXYXXyXYXyX,YXyXYXyXYXyXYx,3,12552 41043 148734
ac19_10239,YXXYx,YYYXyXYxxyXyx,3,12555 119638 131357
ac19_10240,YYXXXXyXX,YYxxyXyXX,2,12556 73290
ac19_10241,YXXYx,YYXXYYxyX,22,12557 17765 21861 28759 35632 37211 43408 43951 56907 59311 60103 60419 71533 72763 83448 96375 111030 116563 136192 141490 144454 145467
ac19_10242,YXXyx,YYXYXyXXXyXXX,4,12558 12705 113875 133459
ac19_10243,YXXyx,YYXXXyyXXXXYX,3,12559 38587 61301
ac19_10244,YYXXX,YYXYYXXyXYXyx,3,12562 61585 154754
ac19_10245,YXXXXyxYx,YYxyXYXXyx,2,12564 63855
ac19_10246,YYXXYx,YYXyyXyyxxxYX,1,12567
ac19_10247,YXXyx,YYXyXXXXYxxyXX,1,12568
ac19_10248,YXXyXYx,YYxxyxyXX,6,12570 24491 38816 67281 99754 123421
ac19_10249,YXXXyxx,YYXyxxYxyX,5,12572 36524 47871 49371 145087
ac19_10250,YXXyx,YYXyxYXyxYXyX,5,12573 67665 95918 127274 140306
ac19_10251,YXXyx,YYXXYXXyyx,9,12575 21587 70393 89419 93122 93352 143096 148375 156313
ac19_10252,YYXXXYx,YYXyXYXYXYx,3,12576 80455 103428
ac19_10253,YXXYx,YYXXXyyxYYxYX,1,12577
ac19_10254,YXXXyXYx,YYXXXyxyXYx,2,12578 18280
ac19_10255,YXXyx,YYYXyyXyyxxxYYx,2,12579 92803
ac19_10256,YXYXX,YYYXyyXyXXYxx,1,12580
ac19_10257,YXXYx,YYXyxxxYXXXyx,3,12581 122412 122514
ac19_10258,YXYXX,YYXyXXXyxyxYYx,2,12582 102384
ac19_10259,YXXyx,YYXYXyXyXYXyX,5,12583 65869 102043 111058 128017
ac19_10260,YXXYx,YYYXXXYYxxyXyx,1,12586
ac19_10261,YYXXyxx,YYXXYxyxx,6,12587 22464 32763 44756 74989 154909
ac19_10262,YXXYx,YYXYxyXXYx,11,12588 13719 20057 37868 49574 81093 87583 89777 95509 131945 150340
ac19_10263,YXXX,YYXyXyXXYYxyX,1,12591
ac19_10264,YXYXYx,YYXYxxyXXyx,6,12592 13346 38589 52219 55821 77025
ac19_10265,YXXyx,YYXYXYYXyyXyyx,2,12594 123112
ac19_10266,YXX,YYXyXyyXYxYxyxx,1,12596
ac19_10267,YXXyx,YYYXXyxyxxyyXX,1,12597
ac19_10268,YXXyxYx,YYxyXXYxyX,9,12598 18674 25316 65293 70817 89803 121400 137678 139730
ac19_10269,YXXyx,YYYXyXXyXyxYX,3,12600 90209 131083
ac19_10270,YYXXYx,YYYxYXyxyyX,6,12601 49506 57964 70292 83054 98939
ac19_10271,YXYXyx,YYYxyXXyyxxYX,1,12602
ac19_10272,YXXyx,YYXyxYXyxYxyXX,1,12604
ac19_10273,YXXyx,YYXyXXYXyyXXYx,1,12605
ac19_10274,YYXXXYx,YYxYXXXXYxYX,1,12606
ac19_10275,YXXXyxx,YYYXXXyyX,4,12608 24544 44727 94531
ac19_10276,YXX,YYXXyXyyxYxYxyX,1,12609
ac19_10277,YXXXyXyx,YYxxyxyXYxx,2,12610 31678
ac19_10278,YXyXXyX,YYXXYXyyxyx,4,12611 120447 137566 154025
ac19_10279,YXXYx,YYXXyyXYxxx,7,12613 15691 39321 50064 64021 65947 147500
ac19_10280,YXXYx,YYXyxYXXYx,12,12614 17069 25369 70811 79636 80939 101304 107364 117233 122225 124169 131566
ac19_10281,YXXyx,YYXXYxYxxyyXyX,1,12616
ac19_10282,YXYXX,YYYXyxYXyXXyx,2,12619 38537
ac19_10283,YXXYx,YYXXYXXXyxxYxx,1,12620
ac19_10284,YXXyx,YYXYXyxxyXyyx,3,12621 21481 34172
ac19_10285,YXyXXyX,YYYXyxYxyxxxyX,1,12622
ac19_10286,YXXyxYx,YYxyXXYxxxyX,2,12623 124864
ac19_10287,YXYxxYXyx,YYxxYXYxxYX,1,12624
ac19_10288,YXXYx,YYYYxyXyxyyXyx,5,12625 21174 58765 149457 149803
ac19_10289,YXXyXXYx,YYXXXXXXX,4,12626 58166 67004 122913
ac19_10290,YXXyx,YYXyyxYXXyXYx,3,12627 50359 143186
ac19_10291,YXXyx,YYXYxxyyxYXXyx,1,12629
ac19_10292,YXyXXXyx,YYYxxxyXXXyyx,2,12631 80906
ac19_10293,YXXyx,YYYXyXYXXyxyX,3,12632 49863 66205
ac19_10294,YXyxYXXyx,YYXXyXyxYXyyX,3,12633 32050 54421
ac19_10295,YXX,YYxYXyyXXyx,7,12634 33548 57704 82713 93642 107804 143867
ac19_10296,YYXXX,YYYXXYYXXyxyX,3,12635 130286 147158
ac19_10297,YXXyx,YYXXyyXyyXYXXX,1,12637
ac19_10298,YXYXyx,YYXYxxxyyXXyX,1,12638
ac19_10299,YXXyx,YYYXyyXXXX,9,12639 16691 22053 108328 116334 133969 140126 140389 156066
ac19_10300,YXXXyxYx,YYxYXXXyxyx,2,12640 45042
ac19_10301,YXXYx,YYXYYXYYXXyx,6,12641 17683 91698 96871 111821 135057
ac19_10302,YXXyx,YYYXYXyyyxyyXX,3,12642 14866 25049
ac19_10303,YXXX,YYYXyxYxyXyyX,2,12644 117673
ac19_10304,YXX,YYxYXXyXyyXYXYx,1,12646
ac19_10305,YXYXYx,YYYXXYxYXXyxx,1,12648
ac19_10306,YXXyx,YYXyXYxyXXXX,5,12649 41967 80654 84213 137579
ac19_10307,YXXXyxYx,YYXyXYxyx,9,12650 26207 26820 30841 32397 47565 67313 68293 85245
ac19_10308,YXXYx,YYXYxYYXXYxyX,3,12652 70091 70508
ac19_10309,YXXyXyX,YYXXXyyxx,5,12653 16927 80160 119143 154352
ac19_10310,YYXXyx,YYXXYXyyxYXyx,1,12654
ac19_10311,YXXyx,YYXXYXyXXyx,8,12655 35007 55044 84737 110270 117553 122993 133761
ac19_10312,YXXYxxyX,YYYXXXXYYXX,3,12657 45583 65058
ac19_10313,YYXXYx,YYxYxxyXyXYXX,1,12658
ac19_10314,YXXYxYxx,YYYYYxYXyxx,1,12660
ac19_10315,YYXYXyXyx,YYXyXyxxx,5,12661 39758 82546 84503 100823
ac19_10316,YYXXXXyX,YXXYxxxyXyX,2,12662 113182
ac19_10317,YXXX,YYxxyXXyx,9,12664 15625 16066 34545 102910 118549 120262 142605 147096
ac19_10318,YX,YYXyXXyxYxx,7,12665 27067 42832 53656 98311 122933 129958
ac19_10319,YXXyx,YYXyyXYxYxyx,6,12666 17423 78859 110377 114347 141549
ac19_10320,YYXXYxYXX,YYXXYxxyyX,7,12668 20301 39482 73082 75620 98198 128179
ac19_10321,YXXyx,YYXyxxYxyxyXyx,1,12669
ac19_10322,YYXXyXXYx,YXXXYXXXYx,1,12670
ac19_10323,YXXyx,YYXXXXXYXyXXyx,1,12671
ac19_10324,YXXyx,YYYXyyXyXYXXX,1,12673
ac19_10325,YXXyXYx,YYYxxyxyXyyx,1,12674
ac19_10326,YXX,YYXyyxYYXXyx,2,12675 28734
ac19_10327,YYYXXXXyyx,YYYYxxyyyXyyx,2,12676 62519
ac19_10328,YXyxYXXyx,YYXXXYxyXyx,1,12678
ac19_10329,YYXXXYx,YYYYxxyyXXX,1,12679
ac19_10330,YYXXX,YYYYXyyyxyXXYx,1,12680
ac19_10331,YXYxyx,YYXYxxxxyyXYx,1,12684
ac19_10332,YYXXYx,YYYXXYxyXYXYx,1,12685
ac19_10333,YXXyx,YYXyXyxxYxyXYX,1,12686
ac19_10334,YXXyx,YYYXyXyxyXYXXX,1,12688
ac19_10335,YXXYx,YYXXYYXXYxx,6,12690 35654 84894 117464 132135 145634
ac19_10336,YXXYx,YYYXXYxxYXyyX,1,12691
ac19_10337,YXXyx,YYXXyxyxYXyxYx,1,12693
ac19_10338,X,YYYYXyxyyX,49,12694 17113 22293 23074 24925 28963 36751 39183 44689 45118 48966 49367 58509 62086 69934 73635 76635 76676 76684 77919 80219 80489 81442 84105 86685 86811 88637 88720 90516 91803 92984 97246 97749 100987 102600 104162 113744 119558 127866 129612 133371 139058 140473 140518 145195 147884 154606 155433 156251
ac19_10339,YYXXXyx,YYXYxxyyXyX,2,12696 72517
ac19_10340,YXXYx,YYXXYYxxYXyXYX,1,12697
ac19_10341,YXXYXXyX,YYxyXYXXyXX,4,12698 29949 74094 112690
ac19_10342,YYXXyxx,YYXXYxxyyx,2,12699 58926
ac19_10343,YYXXXyxx,YYXyXXYXyxx,1,12701
ac19_10344,YXXyx,YYXXYYXXyXyyxx,1,12702
ac19_10345,YXXyx,YYXYXyyXXXyxyx,1,12703
ac19_10346,YXXyx,YYYYXyxyyyXyX,6,12704 30051 31773 71297 91891 156021
ac19_10347,YXXyx,YYXyyXXYxyyxxx,1,12706
ac19_10348,YXXXyXYx,YYxYXyyXX,4,12708 64983 98705 141752
ac19_10349,YYXXX,YYXXXYXyyXYYx,2,12709 120376
ac19_10350,YXXyx,YYXyxyxYXyXyX,5,12710 61557 86399 117084 131351
ac19_10351,YXXyxYx,YYYxYXXYxx,3,12711 62309 125811
ac19_10352,YXYXyx,YYYxYXyxyXyXX,2,12713 127068
ac19_10353,YYXXXyx,YYXyxYYXXyyx,1,12714
ac19_10354,YXX,YYXyyXyXXXYxYx,1,12715
ac19_10355,YYXXXYxYx,YYXXYXyxYx,1,12716
ac19_10356,X,YYYXyxyXyyx,2,12719 106843
ac19_10357,YX,YYYxxYXyXXyXXyx,1,12720
ac19_10358,YXXyx,YYXyxxyxxxxYx,4,12721 12779 50700 63517
ac19_10359,YYXXX,YYYYXXyxyyX,7,12725 76680 86750 92527 106751 113510 136805
ac19_10360,YX,YYYxyXXyx,9,12728 15111 32943 59999 61166 76454 78418 105144 154087
ac19_10361,YXYXXYx,YYYYXXyxxyX,3,12730 47215 71472
ac19_10362,YXYXyXYXyx,YXyXYXyXYxx,5,12731 92586 139246 150898 153814
ac19_10363,YXYXYx,YYYXXXyxx,7,12733 33270 75900 83441 130417 133670 138804
ac19_10364,YXXyx,YYYXXyxxyxyxYx,1,12734
ac19_10365,YXXyx,YYXYYxyxxxyyX,4,12735 84821 89688 152496
ac19_10366,YXYXYx,YYXXXYxYxxYXX,2,12736 101511
ac19_10367,YYXXYx,YYxxYXXyxxyXX,1,12739
ac19_10368,YXXyXYx,YYXXyxYxyX,11,12740 16596 19811 41107 54848 68713 89211 102784 152596 153218 155337
ac19_10369,YXYXyx,YYYXyXXXYxx,5,12741 28425 37375 97737 99170
ac19_10370,YXYXYx,YYXXyXYYxxxYX,1,12743
ac19_10371,YXYXyx,YYXXXyXyxYxYX,1,12746
ac19_10372,YXYxyx,YYXYxYxxxxxYx,2,12748 125957
ac19_10373,YXXyx,YYXyXYYXyxxxyX,1,12749
ac19_10374,YXX,YYYXyXYxyXyyx,2,12750 148315
ac19_10375,YYXXyx,YYXXXyxYxyX,3,12754 84283 148066
ac19_10376,YXXyXyx,YYxyxyXYYxx,3,12755 20746 49478
ac19_10377,YYXXYx,YYXYXXXYxYx,3,12756 65255 104565
ac19_10378,YYXXX,YYXXXXYxYxyXX,2,12757 68975
ac19_10379,YXXyx,YYYYYXyyyxyxxx,2,12758 126301
ac19_10380,YXXXyxx,YYYXyXyyXyxx,1,12759
ac19_10381,YXXyx,YYYYXyyxyx,28,12760 28023 31298 34153 37000 42322 45756 58610 62328 75956 79163 79696 88307 91610 91794 103179 106902 108097 111965 118843 125714 132725 140322 143370 144230 150049 151805 155448
ac19_10382,YXXX,YYXYXyXyXyyxYYx,1,12762
ac19_10383,YXYXyx,YYYYxyXXXyyyx,1,12764
ac19_10384,YXXyx,YYXyXyXXXXXYX,4,12766 121246 141978 145186
ac19_10385,YXYXX,YYXyXXyyxYXYx,1,12767
ac19_10386,YYXXXXX,YXXXXyXXYxxx,2,12768 36720
ac19_10387,YXXyx,YYXyxYXXYxxyyX,1,12769
ac19_10388,YXXXyxYx,YYXXYXXyx,5,12770 24705 54445 97144 105908
ac19_10389,YYXXYx,YYXyyXXyxxYYx,1,12771
ac19_10390,YYXXX,YYYYXyyXXYxyyx,1,12775
ac19_10391,YYXXX,YYYYXXyXXYxyX,1,12776
ac19_10392,YXXYx,YYYXyyyXyxxx,2,12777 68575
ac19_10393,YXXYx,YYXYxyxyXyyx,7,12778 20645 110172 123150 148905 152854 153722
ac19_10394,YXXyx,YYXXyxyXXyX,7,12780 61539 67768 85912 96347 98546 137854
ac19_10395,YXXyx,YYXXyyxYxyxYx,3,12781 27561 156468
ac19_10396,YXXyx,YYYYXyxyyxxx,3,12782 32228 92731
ac19_10397,YYXXXXyx,YYXyXyxxxyx,1,12783
ac19_10398,YXXyx,YYXXYxyXXXyxx,4,12784 44885 118147 151662
ac19_10399,YXXYx,YYXXXXXYxxx,6,12785 48801 77447 103726 127741 137643
ac19_10400,YXXyx,YYYYYXXXyXyyyxx,2,12786 155367
ac19_10401,YYXXX,YXYXyXXyxYxx,11,12787 17085 19199 21257 33322 68012 68380 97463 112987 134457 153573
ac19_10402,YXXyx,YYXYXXyxxYxyyX,1,12788
ac19_10403,YXXYxxyX,YYxyxYXyX,8,12789 29045 31057 37034 54577 92899 113832 115647
ac19_10404,YYYXXXXX,YYYXyXXXyxx,1,12790
ac19_10405,YYXXYYXXX,YYXyxyXyxx,1,12791
ac19_10406,YXYXYx,YYXXyXYXYxYYx,1,12792
ac19_10407,YXXyXYx,YYXXyXYxyx,5,12793 41767 64316 70154 137164
ac19_10408,YXXyx,YYYYXXyXXyXyxx,1,12795
ac19_10409,YYXXX,YYXYXyXXYxxyyx,1,12796
ac19_10410,YYXXX,YYYxyXXXXyx,3,12798 53385 87814
ac19_10411,YYXXXyxx,YYXyXYXyx,3,12799 44172 59153
ac19_10412,YXXYx,YYXXyXXYxxxyx,4,12800 73038 95109 103644
ac19_10413,YXXyx,YYXYYXyXyxyxx,4,12802 22535 31714 109997
ac19_10414,YXyxYXXyx,YYXXyXYxyXX,8,12803 43170 45780 49206 61678 81226 92742 128273
ac19_10415,YYXXX,YYYXXXyyxyXYx,2,12805 154419
ac19_10416,YYXXyxx,YYXXXYxYxxyX,1,12807
ac19_10417,YXyXXyx,YYxyxYXYxyx,5,12808 27126 61985 98482 113795
ac19_10418,YXXyx,YYXXXXyxyxxYx,3,12809 33290 125403
ac19_10419,YXXyx,YYXXyxxYxxxyx,3,12810 26559 42710
ac19_10420,YXXYx,YYXXyxxxyXyx,5,12811 30583 62974 89293 98912
ac19_10421,YYXXyx,YYYxyyXXyxYYX,1,12812
ac19_10422,YXXYx,YYXXXXXXYxxxx,4,12813 131342 141239 148198
ac19_10423,YYXXXyxx,YYXYXyXXYxx,1,12814
ac19_10424,YXXyx,YYXyXXXYXyxx,8,12817 41814 46563 116041 126468 138965 147134 151450
ac19_10425,YYXXXYxx,YYYXXyxyx,2,12820 52353
ac19_10426,YXXyx,YYXYXyXYXyyxx,5,12821 25476 60317 105288 138242
ac19_10427,YXXyx,YYXYXyxyyXyXXX,3,12822 108785 119825
ac19_10428,YXXyx,YYXXyxxxxYXXyx,1,12823
ac19_10429,YYXXX,YYYYYXyxyXyyX,2,12824 74483
ac19_10430,YXYxyx,YYxYYxxYYxx,8,12825 13458 19753 31660 94480 99130 130004 130221
ac19_10431,YXXyx,YYYXXXyXyyxyx,1,12826
ac19_10432,YYXXyx,YXyXYxyxxYXyx,1,12827
ac19_10433,YYXXX,YYXXXyyXYxx,5,12828 61518 63804 64869 86847
ac19_10434,YXXYXXyxx,YXXyXXYxxx,7,12829 43886 59331 85755 105551 129429 131369
ac19_10435,YXXYx,YYYXyyXYXyyxYx,2,12830 39032
ac19_10436,YXYXyx,YYYxyXyxyXXyx,1,12832
ac19_10437,YXXyx,YYYXYXyXyyXXX,2,12834 81370
ac19_10438,YYXXXXyX,YYXyyxYXXyx,1,12837
ac19_10439,YXX,YYYxYXyyXYXyyx,2,12838 22422
ac19_10440,YXYxxYXyx,YYXyxyXXyx,5,12839 50902 64299 82057 119177
ac19_10441,YYXXyx,YYXXXyxYxYXyx,1,12840
ac19_10442,YXYXyx,YYYxYXyyXXXYxyX,1,12841
ac19_10443,YYXXXyxx,YYXyXyyxxxx,1,12843
ac19_10444,YXYXyx,YYYxYXyXXyyxx,1,12844
ac19_10445,YXXyx,YYYYXyXyyxyxYx,3,12845 45122 136197
ac19_10446,YYXXYx,YYXyXYYxxYYXX,1,12846
ac19_10447,YXXXyxxYx,YXYXYXyxYx,3,12847 47672 134229
ac19_10448,YXXyx,YYXYxYXXyxyyx,3,12848 71055 125664
ac19_10449,YXXyx,YYYXyxYXyXXyx,3,12849 16720 53970
ac19_10450,YXXyx,YYXyXXyxYYXyx,3,12852 102330 116415
ac19_10451,YXXYx,YYYXXXYxxxyX,3,12853 57395 57765
ac19_10452,YXXYx,YYXXXYYxYXyyx,1,12854
ac19_10453,YXXYx,YYYYXyXYXYx,6,12855 23933 32730 39080 111633 121115
ac19_10454,YYXXyxx,YYYYXXYYx,5,12856 38129 105973 139964 152587
ac19_10455,YYXXYx,YYXyXYXyyxxyx,1,12857
ac19_10456,YXX,YYXyxxyXyXXYx,1,12858
ac19_10457,YXYXyx,YYYXyyyXyxxxx,2,12860 44368
ac19_10458,YXXyx,YYXXXyXXYxyx,5,12862 52396 87369 106204 144449
ac19_10459,YXXyx,YYXXyXXYxyxxx,3,12863 30089 78145
ac19_10460,YXXXXyXYx,YXXyxxxxyx,3,12864 43091 138780
ac19_10461,YYXXYx,YYXyyXXyxxxyx,1,12865
ac19_10462,YYXXXXXXXyX,YYXXXXXXXXyx,2,12866 137834
ac19_10463,YXXyx,YYYYYXXyXyyyxx,1,12867
ac19_10464,YYXXyx,YYYYYxyXXyxyX,1,12868
ac19_10465,YYXXXXyx,YYXYYXyyXyx,1,12869
ac19_10466,YXXyx,YYXXyXXYxyx,10,12870 58981 65353 68905 71649 77380 81225 118207 128304 137464
ac19_10467,YXXyx,YYYXyXyxyyxx,4,12871 55476 57353 140643
ac19_10468,YXXYx,YYXYYXyxyXyxx,3,12872 52114 54002
ac19_10469,YXyXYxx,YYYYYYXyxx,1,12873
ac19_10470,YXXyx,YYYYYXyyyyX,13,12874 17173 36778 50535 56447 69593 70342 76424 88590 100557 116668 125315 127902
ac19_10471,YXXXYxx,YYXXXYxYxxyX,1,12875
ac19_10472,YYXXyxxyx,YYXXyXYxyx,1,12876
ac19_10473,YXXXXYx,YYXXXXYYxyX,3,12877 40984 78938
ac19_10474,YYXXXyxYx,YYXXyXYYxx,1,12878
ac19_10475,YYXXXyyxx,YXXYXXyXX,2,12879 86556
ac19_10476,YXXyx,YYXyXyXYxyXYX,5,12880 31121 77405 78643 156318
ac19_10477,YXYXyx,YYYXyxxYYXXXX,1,12884
ac19_10478,YXXyx,YYYXXyXyxyXyX,3,12885 90865 111707
ac19_10479,YXXyx,YYXXyxxxyxxYxx,1,12886
ac19_10480,YXyXXyX,YYXXYxxxxyyx,1,12887
ac19_10481,YXXyXyX,YYxxyxyXX,5,12888 53647 64278 102655 138435
ac19_10482,YXXYx,YYYXyyXyXyxxx,3,12889 31490 143512
ac19_10483,YXXyx,YYYXyXyxyXyXXX,2,12890 121953
ac19_10484,YYXXX,YYXyXyxxYYXXyx,1,12891
ac19_10485,YXXyx,YYXXyxYxyxx,10,12892 60206 71099 74292 74473 84214 87827 89835 111329 145203
ac19_10486,YXXyx,YYXyxyXyXXX,9,12893 39453 54427 62576 103888 110125 111309 146374 148224
ac19_10487,YXXXyXyX,YYYxyXXyxyx,1,12895
ac19_10488,YXYXYx,YYXyxyXXYxx,5,12896 44881 48664 68338 119694
ac19_10489,YXXYx,YYYXXXXXYxxyx,3,12897 33144 49214
ac19_10490,YXXYx,YYXyxYYXXyyx,1,12898
ac19_10491,YYXXYx,YYXXyXyyxxxyx,1,12899
ac19_10492,YXXyx,YYYXYxyXyXyXXX,2,12900 65940
ac19_10493,YXXYXXX,YYXyXXyXXYxx,2,12901 72083
ac19_10494,YXX,YYXyXyxYxxYXyyX,1,12903
ac19_10495,YXXyx,YYYYXyxyXXXXyx,1,12904
ac19_10496,YXyXXyX,YYXYXyXyyxyX,2,12905 64545
ac19_10497,YYXXyyXyx,YYXXyxxyx,1,12906
ac19_10498,YXXXyxx,YYXXyXYxyx,10,12907 23658 51407 75801 128265 129538 132035 133036 135171 153795
ac19_10499,YXXXyXYx,YYXXXXXYXXXyx,2,12909 32271
ac19_10500,YYXXX,YYXXyyxxxxyX,3,12911 22908 36352
ac19_10501,YYXXX,YYYXyXXyx,8,12912 20963 61239 62443 75073 83450 121385 136723
ac19_10502,YXyXXyx,YYXYxyxYxyx,10,12913 31947 39069 66402 91429 92152 98603 110871 125302 131472
ac19_10503,YXXyx,YYXYYXyyXyyxYx,2,12914 30532
ac19_10504,YXYXyx,YYXXYxYXXyXyx,1,12915
ac19_10505,YXYXXXXYx,YXXXXyxxYx,6,12916 38283 61902 122589 123355 146831
ac19_10506,YXX,YYYxYxxyyXyXXyx,1,12917
ac19_10507,YXYXyx,YYxYxyXXyyx,8,12918 43195 63019 82061 96059 101896 111524 137095
ac19_10508,YYXXYx,YYYXXXyxYxYYX,1,12919
