orbit_id,kind,source_side,rep_r1,rep_r2,mu,n_parents,L,K,MK,S,xyimb
orb_0238,moved_cov,unsolved,YXXXyxYx,YYxyxYXXX,17,1,17.0,6.0,3.0,1.1666666666666667,0.17647058823529413
orb_0239,moved_cov,solved,YXXXyxx,YYXXXXXXyx,17,1,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0240,moved_cov,unsolved,YXXXyxx,YYXXYxxyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0241,moved_cov,unsolved,YXXXyxx,YYXXYxxyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0242,moved_cov,solved,YXXXyxx,YYXXyxxxxx,17,1,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0243,moved_cov,unsolved,YXXXyxx,YYXXyyxYxx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0244,moved_cov,unsolved,YXXXyxx,YYXyyXXXyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0245,moved_cov,unsolved,YXXXyxx,YYXyyXYxxx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0246,moved_cov,unsolved,YXXXyxx,YYYXXyXXyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0247,moved_cov,unsolved,YXXXyxx,YYYXXyxxyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0248,moved_cov,unsolved,YXXXyxx,YYYXXyxxyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0249,moved_cov,unsolved,YXXXyxx,YYYXyXXXyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0250,moved_cov,unsolved,YXXXyxx,YYYXyxxxyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0251,moved_cov,unsolved,YXXYXXyx,YYXyyxyxx,17,1,17.0,6.0,3.0,1.3333333333333333,0.058823529411764705
orb_0252,moved_cov,solved,YXXYx,YYYXYxyXYxyX,17,1,17.0,7.0,5.0,1.1428571428571428,0.058823529411764705
orb_0253,moved_cov,unsolved,YXXYx,YYYYXYxyyyyX,17,1,17.0,5.0,3.0,1.2,0.29411764705882354
orb_0254,seed,unsolved,YXXYxYxx,YYYYXyyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0255,seed,unsolved,YXXYxYxx,YYYYxyyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0256,moved_cov,solved,YXXYxxyX,YXXyXYxxx,17,2,17.0,6.0,3.0,1.0,0.29411764705882354
orb_0257,moved_cov,unsolved,YXXYxxyX,YYXyXXYxx,17,1,17.0,6.0,3.0,1.1666666666666667,0.17647058823529413
orb_0258,moved_cov,solved,YXXYxxyX,YYXyxYXyx,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0259,seed,unsolved,YXXYxxyX,YYYYXyyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0260,seed,unsolved,YXXYxxyX,YYYYxyyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0261,moved_cov,solved,YXXYxxyX,YYxyXYxyX,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0262,moved_cov,unsolved,YXXYxxyx,YXYxYxxxx,17,1,17.0,6.0,3.0,1.0,0.29411764705882354
orb_0263,moved_cov,unsolved,YXXYxxyx,YYYXyXyxx,17,1,17.0,6.0,3.0,1.3333333333333333,0.058823529411764705
orb_0264,seed,unsolved,YXXYxxyx,YYYYXyxyx,17,1,17.0,6.0,3.0,1.3333333333333333,0.058823529411764705
orb_0265,seed,unsolved,YXXYxxyx,YYYYXyyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0266,seed,unsolved,YXXYxxyx,YYYYxyyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0267,moved_cov,solved,YXXYxxyx,YYxxYxxyX,17,1,17.0,6.0,3.0,1.1666666666666667,0.17647058823529413
orb_0268,moved_cov,solved,YXXYxxyx,YYxyXYxyX,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0269,moved_cov,unsolved,YXXyXyXX,YYxYxyxyx,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0270,moved_cov,solved,YXXyXyxx,YYXyxYXyx,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0271,moved_cov,unsolved,YXXyXyxx,YYXyxyXyX,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0272,seed,unsolved,YXXyXyxx,YYYYXyyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0273,seed,unsolved,YXXyXyxx,YYYYxyyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0274,moved_cov,unsolved,YXXyXyxx,YYxyxyXXX,17,1,17.0,6.0,3.0,1.1666666666666667,0.17647058823529413
orb_0275,moved_cov,solved,YXXyx,YYXyXyxYYXyx,17,1,17.0,7.0,5.0,1.1428571428571428,0.058823529411764705
orb_0276,moved_cov,solved,YXXyx,YYYYXYxyyyyx,17,2,17.0,5.0,3.0,1.2,0.29411764705882354
orb_0277,moved_cov,solved,YXXyx,YYYYYXyyyyxx,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0278,seed,unsolved,YXXyxYx,YYYYYxyxyX,17,1,17.0,6.0,3.0,1.1666666666666667,0.17647058823529413
orb_0279,moved_cov,solved,YXYXYx,YYXXYxYXXYx,17,1,17.0,7.0,4.0,1.1428571428571428,0.058823529411764705
orb_0280,seed,unsolved,YXyXYxxx,YYYYXyyyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0281,seed,solved,YYXXXXyX,YXXXXyxxx,17,1,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0282,moved_cov,solved,YYXXXXyX,YYxyXXXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0283,seed,solved,YYXXXXyx,YXXXXyxxx,17,1,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0284,seed,solved,YYXXXXyx,YXXXyxxxx,17,2,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0285,moved_cov,solved,YYXXXXyx,YYXXYXXyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0286,moved_cov,solved,YYXXXXyx,YYYXXXyyx,17,1,17.0,4.0,2.0,2.0,0.058823529411764705
orb_0287,moved_cov,solved,YYXXXYx,YYXXYxxyyX,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0288,moved_cov,solved,YYXXXYxx,YXXXXYxxx,17,1,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0289,moved_cov,unsolved,YYXXXYxx,YXYxYXXyx,17,1,17.0,6.0,4.0,1.1666666666666667,0.17647058823529413
orb_0290,moved_cov,unsolved,YYXXXYxx,YYXXYxxyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0291,moved_cov,solved,YYXXXYxx,YYXYYXXYx,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0292,seed,unsolved,YYXXXYxx,YYYXXYXYx,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0293,moved_cov,unsolved,YYXXXYxx,YYxyXXXYx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0294,moved_cov,solved,YYXXXyX,YYxyXXXXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0295,seed,solved,YYXXXyXX,YXXXyxxxx,17,2,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0296,moved_cov,solved,YYXXXyx,YYxxxyXXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0297,seed,unsolved,YYXXXyx,YYxxyxyXyX,17,1,17.0,6.0,4.0,1.3333333333333333,0.058823529411764705
orb_0298,seed,solved,YYXXXyxx,YXXXXyxxx,17,5,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0299,seed,solved,YYXXXyxx,YXXXyxxxx,17,2,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0300,seed,unsolved,YYXXXyxx,YXyxxyXYx,17,1,17.0,6.0,4.0,1.1666666666666667,0.17647058823529413
orb_0301,moved_cov,solved,YYXXXyxx,YYXYYXXyx,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0302,moved_cov,solved,YYXXXyxx,YYxxxyXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0303,moved_cov,unsolved,YYXXXyxx,YYxxyXXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0304,moved_cov,unsolved,YYXXYYx,YYYxYXXXYx,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0305,moved_cov,solved,YYXXYx,YYXyyxYYXyx,17,2,17.0,6.0,4.0,1.1666666666666667,0.17647058823529413
orb_0306,moved_cov,solved,YYXXYx,YYYYYYxyyXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0307,seed,solved,YYXXYx,YYYYYxyyyyX,17,2,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0308,seed,solved,YYXXyx,YXXXXyxxxxx,17,2,17.0,4.0,2.0,1.25,0.4117647058823529
orb_0309,moved_cov,unsolved,YYXXyx,YXyXXXYxyxx,17,1,17.0,6.0,4.0,1.1666666666666667,0.17647058823529413
orb_0310,moved_cov,unsolved,YYXXyx,YYXYYxyXXXX,17,1,17.0,5.0,3.0,1.6,0.058823529411764705
orb_0311,moved_cov,unsolved,YYXXyx,YYXyxxYXyXX,17,1,17.0,6.0,4.0,1.3333333333333333,0.058823529411764705
orb_0312,moved_cov,solved,YYXXyx,YYYYXyyyyxx,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0313,seed,unsolved,YYXXyx,YYYYYxyXXyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0314,moved_cov,unsolved,YYXXyx,YYYYYxyyyXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0315,seed,unsolved,YYXXyxx,YYYYYXyXyx,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0316,moved_cov,unsolved,YYXXyxx,YYYxyyXyyX,17,1,17.0,5.0,3.0,1.4,0.17647058823529413
orb_0317,moved_cov,solved,YYXXyxx,YYxxxxyXXX,17,1,17.0,4.0,2.0,1.5,0.29411764705882354
orb_0318,moved_cov,solved,X,YYXyxYXyxYXyxYXyx,18,1,18.0,8.0,8.0,1.0,0.0
orb_0319,moved_cov,solved,X,YYYYXyyyxYYYXyyyx,18,1,18.0,4.0,4.0,1.0,0.4444444444444444
orb_0320,seed,solved,X,YYYYYYYYXyyyyyyyx,18,1,18.0,2.0,2.0,1.0,0.6666666666666666
orb_0321,moved_cov,solved,YXXXYxx,YYXXYxYXXYx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0322,seed,unsolved,YXXXYxx,YYYYYXyyyyx,18,1,18.0,4.0,2.0,1.75,0.2222222222222222
orb_0323,moved_cov,solved,YXXXyxx,YYXXXXXXXyx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0324,moved_cov,solved,YXXXyxx,YYXXYxxyyXX,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0325,moved_cov,solved,YXXXyxx,YYXXYxxyyxx,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0326,moved_cov,solved,YXXXyxx,YYXXyxxxxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0327,moved_cov,unsolved,YXXXyxx,YYXXyyXXXyx,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0328,moved_cov,unsolved,YXXXyxx,YYXYXyXXXyx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0329,moved_cov,unsolved,YXXXyxx,YYXYxxyXXyX,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0330,moved_cov,unsolved,YXXXyxx,YYXYxyXXXyx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0331,moved_cov,unsolved,YXXXyxx,YYXyxyXYxxx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0332,moved_cov,unsolved,YXXXyxx,YYYXXyXXXyx,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0333,moved_cov,solved,YXXXyxx,YYYXXyxxyXX,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0334,moved_cov,solved,YXXXyxx,YYYXXyxxyxx,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0335,seed,unsolved,YXXXyxx,YYYYYXyyyyx,18,1,18.0,4.0,2.0,1.75,0.2222222222222222
orb_0336,moved_cov,solved,YXXYx,YYXyxYXyxYXyx,18,1,18.0,8.0,6.0,1.125,0.0
orb_0337,moved_cov,solved,YXXYx,YYYXyyxYYXyyx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0338,moved_cov,solved,YXXyx,YYXyxYXyxYXyx,18,1,18.0,8.0,6.0,1.125,0.0
orb_0339,moved_cov,solved,YXXyx,YYYXyyxYYXyyx,18,2,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0340,seed,solved,YXXyx,YYYYYYXyyyyyx,18,2,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0341,seed,unsolved,YXXyxYx,YYXyyXyxyxx,18,1,18.0,7.0,4.0,1.2857142857142858,0.0
orb_0342,seed,unsolved,YXXyxYx,YYYYYYXyxyX,18,1,18.0,6.0,3.0,1.1666666666666667,0.2222222222222222
orb_0343,moved_cov,unsolved,YXXyxYx,YYYYxyxxYXX,18,1,18.0,6.0,3.0,1.5,0.0
orb_0344,moved_cov,solved,YYXXXXXyx,YXXXXyxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0345,moved_cov,solved,YYXXXXyXX,YXXXXyxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0346,moved_cov,solved,YYXXXXyxx,YXXXXyxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0347,moved_cov,solved,YYXXXXyxx,YXXXyxxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0348,seed,solved,YYXXXyX,YXXXXyxxxxx,18,2,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0349,moved_cov,solved,YYXXXyX,YYxyXYXXyyx,18,1,18.0,6.0,4.0,1.5,0.0
orb_0350,moved_cov,solved,YYXXXyXXX,YXXXXyxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0351,moved_cov,solved,YYXXXyx,YYXyXYYXyXX,18,1,18.0,6.0,4.0,1.5,0.0
orb_0352,seed,unsolved,YYXXXyx,YYYxxyxyXyX,18,1,18.0,6.0,4.0,1.5,0.0
orb_0353,moved_cov,unsolved,YYXXXyx,YYxyxYXXXXX,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0354,seed,unsolved,YYXXXyx,YYxyxyXyXYX,18,1,18.0,7.0,5.0,1.2857142857142858,0.0
orb_0355,moved_cov,solved,YYXXXyxxx,YXXXXyxxx,18,1,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0356,moved_cov,unsolved,YYXXXyxyx,YXXXXyxYx,18,1,18.0,6.0,3.0,1.1666666666666667,0.2222222222222222
orb_0357,moved_cov,solved,YYXXYXXyX,YYXXXXyxx,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0358,moved_cov,solved,YYXXYXXyx,YXXyXXYxx,18,1,18.0,6.0,3.0,1.1666666666666667,0.2222222222222222
orb_0359,moved_cov,solved,YYXXYXXyx,YYXXyyxYX,18,1,18.0,6.0,3.0,1.5,0.0
orb_0360,seed,solved,YYXXYYx,YYYYYXyyyyx,18,3,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0361,seed,solved,YYXXyxx,YXXXXXyxxxx,18,4,18.0,4.0,2.0,1.25,0.4444444444444444
orb_0362,moved_cov,solved,YYXXyxx,YXXyxYXXyxx,18,1,18.0,6.0,4.0,1.1666666666666667,0.2222222222222222
orb_0363,moved_cov,unsolved,YYXXyxx,YYYXXYxyXyx,18,1,18.0,6.0,4.0,1.5,0.0
orb_0364,moved_cov,unsolved,YYXXyxx,YYYXXYxyxyx,18,1,18.0,6.0,4.0,1.5,0.0
orb_0365,moved_cov,unsolved,YYXXyxx,YYxxxYXYXXX,18,1,18.0,5.0,3.0,1.4,0.2222222222222222
orb_0366,moved_cov,solved,YYXXyxx,YYxyXYYxxyX,18,1,18.0,6.0,4.0,1.5,0.0
orb_0367,moved_cov,solved,YYXXyyXyx,YXyxYXXyx,18,1,18.0,7.0,4.0,1.2857142857142858,0.0
orb_0368,moved_cov,solved,YYXYYXXYx,YYXXXYxyx,18,1,18.0,6.0,3.0,1.5,0.0
orb_0369,seed,unsolved,YYXYYXXyX,YYXyxYXXX,18,1,18.0,6.0,3.0,1.5,0.0
orb_0370,moved_cov,unsolved,YYXYxxxyX,YXXYxYxxx,18,1,18.0,6.0,3.0,1.1666666666666667,0.2222222222222222
orb_0371,moved_cov,solved,YYXYxyXyx,YXYxYXYxx,18,1,18.0,8.0,4.0,1.125,0.0
orb_0372,moved_cov,solved,YYXYxyXyx,YXyxYXXyx,18,1,18.0,8.0,4.0,1.125,0.0
orb_0373,moved_cov,solved,YYXyXYxxx,YYXyxYXyx,18,1,18.0,7.0,4.0,1.2857142857142858,0.0
orb_0374,moved_cov,solved,YYXyxYXyx,YXyXYXyxx,18,1,18.0,8.0,4.0,1.125,0.0
orb_0375,moved_cov,solved,YYXyxYXyx,YYXXyxxyX,18,1,18.0,7.0,4.0,1.2857142857142858,0.0
orb_0376,moved_cov,unsolved,YXXXXYxYx,YXXYXXyxxx,19,1,19.0,6.0,3.0,1.0,0.3684210526315789
orb_0377,moved_cov,solved,YXXXXyXYx,YXXyxxxxyx,19,2,19.0,6.0,3.0,1.0,0.3684210526315789
orb_0378,moved_cov,solved,YXXXXyXYx,YXyxxxxxyx,19,2,19.0,6.0,3.0,1.0,0.3684210526315789
orb_0379,moved_cov,solved,YXXXXyXYx,YYYXXXyXyx,19,1,19.0,6.0,3.0,1.3333333333333333,0.15789473684210525
orb_0380,moved_cov,solved,YXXXXyXyx,YYYxxxyXyx,19,1,19.0,6.0,3.0,1.3333333333333333,0.15789473684210525
orb_0381,moved_cov,unsolved,YXXXXyxYx,YXXYxxxyXX,19,1,19.0,6.0,3.0,1.0,0.3684210526315789
orb_0382,moved_cov,unsolved,YXXXXyxYx,YYXXXXXyxx,19,1,19.0,5.0,3.0,1.2,0.3684210526315789
orb_0383,moved_cov,solved,YXXXXyxxx,YYXXXXXXyx,19,1,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0384,moved_cov,solved,YXXXXyxxx,YYXXXyXXXX,19,1,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0385,moved_cov,solved,YXXXXyxxx,YYXXyxxxxx,19,1,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0386,moved_cov,unsolved,YXXXXyxxx,YYYXXXyyxx,19,1,19.0,4.0,2.0,1.75,0.2631578947368421
orb_0387,moved_cov,solved,YXXXYxYx,YYXXYxYXXYx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0388,seed,unsolved,YXXXYxYx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0389,moved_cov,unsolved,YXXXYxx,YYYXXYxxyyyX,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0390,moved_cov,unsolved,YXXXYxx,YYYXyyyXyxxx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0391,moved_cov,unsolved,YXXXYxx,YYYYXXYxxyyX,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0392,moved_cov,unsolved,YXXXYxx,YYYYxYXXXyyx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0393,moved_cov,solved,YXXXyXXyx,YYxxyXYxyx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0394,moved_cov,solved,YXXXyXYx,YXXXyxxxxyx,19,2,19.0,6.0,3.0,1.0,0.3684210526315789
orb_0395,seed,unsolved,YXXXyXYx,YYxyxYXXyyX,19,1,19.0,7.0,4.0,1.2857142857142858,0.05263157894736842
orb_0396,moved_cov,unsolved,YXXXyXyxx,YYXXYxxyyx,19,1,19.0,6.0,3.0,1.3333333333333333,0.15789473684210525
orb_0397,moved_cov,unsolved,YXXXyxYx,YYXXXXyxxyx,19,1,19.0,6.0,3.0,1.1666666666666667,0.2631578947368421
orb_0398,moved_cov,unsolved,YXXXyxYx,YYXXyXyxxyx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0399,moved_cov,solved,YXXXyxYx,YYXXyxYXXyx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0400,moved_cov,unsolved,YXXXyxYx,YYXyXyxxxyx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0401,moved_cov,unsolved,YXXXyxYx,YYYXyyxxxyX,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0402,seed,unsolved,YXXXyxYx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0403,seed,unsolved,YXXXyxYx,YYYYYxyyyyX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0404,moved_cov,unsolved,YXXXyxYx,YYYxyyxYXXX,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0405,seed,unsolved,YXXXyxYxx,YYYYXXyxxx,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0406,moved_cov,unsolved,YXXXyxx,YYXXyxxxxyyX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0407,moved_cov,unsolved,YXXXyxx,YYXXyxyXXXyx,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0408,moved_cov,unsolved,YXXXyxx,YYYXXYxxyyyx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0409,moved_cov,unsolved,YXXXyxx,YYYXyyyXYxxx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0410,moved_cov,unsolved,YXXXyxx,YYYYXXyxxyyX,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0411,moved_cov,unsolved,YXXXyxx,YYYYXyyxxxyX,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0412,moved_cov,unsolved,YXXYx,YYYYYXYxyyyyyX,19,1,19.0,5.0,3.0,1.2,0.3684210526315789
orb_0413,seed,unsolved,YXXYxYxx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0414,moved_cov,solved,YXXYxYxx,YYxxYXYxxYX,19,2,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0415,seed,unsolved,YXXYxYxxx,YYXyyXXyxx,19,1,19.0,6.0,3.0,1.3333333333333333,0.15789473684210525
orb_0416,moved_cov,unsolved,YXXYxxyX,YYYXyyXXYxx,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0417,seed,unsolved,YXXYxxyX,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0418,seed,unsolved,YXXYxxyX,YYYYYxyyyyX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0419,moved_cov,unsolved,YXXYxxyX,YYYxyyXXyxx,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0420,moved_cov,unsolved,YXXYxxyx,YXyXXyxYXyx,19,1,19.0,8.0,5.0,1.0,0.15789473684210525
orb_0421,moved_cov,unsolved,YXXYxxyx,YYYXyyXXyxx,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0422,seed,unsolved,YXXYxxyx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0423,seed,unsolved,YXXYxxyx,YYYYYxyyyyX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0424,moved_cov,unsolved,YXXYxxyx,YYYxyyXXYxx,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0425,seed,unsolved,YXXyXYxxx,YYYYXXXYxx,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0426,seed,unsolved,YXXyXyxx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0427,moved_cov,solved,YXXyXyxx,YYxxyXYxxyX,19,2,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0428,moved_cov,solved,YXXyXyxx,YYxyXXYxyxx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0429,moved_cov,solved,YXXyx,YYYYYXYxyyyyyx,19,1,19.0,5.0,3.0,1.2,0.3684210526315789
orb_0430,moved_cov,solved,YXXyx,YYYYYYXyyyyyxx,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0431,moved_cov,solved,YXXyxYx,YYXYXyxYYXyx,19,1,19.0,8.0,5.0,1.125,0.05263157894736842
orb_0432,moved_cov,unsolved,YXXyxYx,YYXyXXyxxyxx,19,1,19.0,7.0,4.0,1.1428571428571428,0.15789473684210525
orb_0433,moved_cov,unsolved,YXXyxYx,YYYYYXyxxYXX,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0434,moved_cov,solved,YXyXXYxyx,YYXyXXYXyX,19,1,19.0,8.0,4.0,1.125,0.05263157894736842
orb_0435,moved_cov,solved,YXyXXYxyx,YYXyxxYXyx,19,1,19.0,8.0,4.0,1.125,0.05263157894736842
orb_0436,moved_cov,solved,YXyXXYxyx,YYxyXXYxyX,19,1,19.0,8.0,4.0,1.125,0.05263157894736842
orb_0437,moved_cov,solved,YXyXXYxyx,YYxyxxYxyx,19,1,19.0,8.0,4.0,1.125,0.05263157894736842
orb_0438,moved_cov,unsolved,YXyXYxxx,YYYXXXyxyyx,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0439,moved_cov,unsolved,YXyXYxxx,YYYXYxxxyyX,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0440,seed,unsolved,YXyXYxxx,YYYYYXyyyyx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0441,moved_cov,unsolved,YYXXXXXyx,YYxxyXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0442,moved_cov,unsolved,YYXXXXXyx,YYxyXXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0443,moved_cov,solved,YYXXXXYX,YYXXyxxxyyx,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0444,seed,solved,YYXXXXyX,YXXXXXyxxxx,19,2,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0445,seed,solved,YYXXXXyX,YXXXXyxxxxx,19,1,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0446,moved_cov,solved,YYXXXXyX,YYxxyXXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0447,moved_cov,solved,YYXXXXyX,YYxyXXXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0448,moved_cov,solved,YYXXXXyX,YYxyXYXXyyx,19,1,19.0,6.0,4.0,1.5,0.05263157894736842
orb_0449,moved_cov,solved,YYXXXXyX,YYxyxYXXyyX,19,1,19.0,6.0,4.0,1.5,0.05263157894736842
orb_0450,seed,solved,YYXXXXyx,YXXXXyxxxxx,19,1,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0451,moved_cov,solved,YYXXXXyx,YXXyxYXXyxx,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
