pres_id,beam_k,mu_in,best_mu,hits_stop,descended,best_rep,best_chain,chain_len,n_orbits_seen,stopped_reason,n_aut_canon,n_expanded,n_rungs,rungs_cap,stop_mu
625,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
622,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
624,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
623,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
634,2,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,51,closed,144,19,11,256,12
635,2,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,51,closed,144,19,11,256,12
637,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
639,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
638,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
636,2,22,18,False,True,"[""YYYXyxyyX"", ""YXyxxxxyx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""xxy"", ""xx"", ""xx"", ""Xy"", ""yx"", ""yxy"", ""yX"", ""xy"", ""yx"", ""yX"", ""yX"", ""yx"", ""yx"", ""xx"", ""xx"", ""yx"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXXyx"", ""xxxYx"", ""xx"", ""yxY"", ""yxY"", ""xx"", ""yxxy"", ""Xyxx"", ""yxY"", ""yx"", ""XXyxx"", ""yXYx""]",58,1494,rungs_exhausted,4177,506,256,256,12
0,4,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,256,12
496,4,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,256,12
521,4,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,256,12
323,4,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,256,12
228,4,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,256,12
455,4,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,256,12
77,4,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,256,12
43,4,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,256,12
141,4,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,256,12
48,4,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,256,12
155,4,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,256,12
505,4,22,6,True,True,"[""X"", ""YYXyx""]","[""XXyx"", ""xx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""xx""]",8,116,stop_mu,336,29,8,256,12
247,4,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,256,12
217,4,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,256,12
201,4,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,256,12
288,4,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,256,12
367,4,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,40,stop_mu,120,9,3,256,12
331,4,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,26,stop_mu,68,5,2,256,12
203,4,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,256,12
265,4,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,256,12
579,4,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,48,stop_mu,209,13,4,256,12
327,4,15,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,47,stop_mu,122,13,4,256,12
333,4,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,36,stop_mu,93,9,3,256,12
380,4,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,50,stop_mu,137,13,4,256,12
546,4,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,41,stop_mu,185,13,4,256,12
548,4,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,41,stop_mu,98,9,3,256,12
533,4,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,54,stop_mu,133,13,4,256,12
589,4,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,40,stop_mu,109,9,3,256,12
580,4,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,56,stop_mu,194,17,5,256,12
609,4,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,68,stop_mu,186,17,5,256,12
538,4,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,40,stop_mu,96,9,3,256,12
606,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,73,stop_mu,280,21,6,256,12
544,4,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",9,130,stop_mu,290,33,9,256,12
549,4,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,144,stop_mu,318,37,10,256,12
543,4,19,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,134,stop_mu,321,37,10,256,12
565,4,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",40,585,stop_mu,1288,157,40,256,12
602,4,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,68,stop_mu,183,17,5,256,12
632,4,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,70,stop_mu,184,17,5,256,12
573,4,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xx"", ""Xy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",8,88,stop_mu,218,29,8,256,12
586,4,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",41,594,stop_mu,1312,161,41,256,12
581,4,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",41,594,stop_mu,1312,161,41,256,12
575,4,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",40,585,stop_mu,1288,157,40,256,12
568,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,256,12
578,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,256,12
583,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,256,12
628,4,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""yX"", ""xy"", ""yx"", ""yx"", ""yx""]",12,174,stop_mu,455,45,12,256,12
633,4,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""yX"", ""xy"", ""yx"", ""yx"", ""yx""]",12,174,stop_mu,455,45,12,256,12
596,4,20,17,False,True,"[""YXyXXXyx"", ""YYYXyxyyX""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yxY"", ""yx"", ""xyX"", ""yx"", ""Xyx"", ""yx"", ""xy"", ""xx"", ""yX"", ""xyX"", ""XXy"", ""xy"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xyx"", ""xxy"", ""yX"", ""xy"", ""xx"", ""xy"", ""Xyx"", ""xy"", ""xyx"", ""XXyx"", ""yxY"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xy"", ""yxy"", ""yx"", ""XXyx"", ""yxY"", ""Xy"", ""Xyx"", ""yX"", ""yx"", ""yx"", ""Xy"", ""Xyx"", ""xx"", ""xyX"", ""xyX"", ""yxy"", ""yxy"", ""Xy"", ""xy"", ""Yxy"", ""Xyx"", ""xy"", ""Xy"", ""xxy"", ""Xy"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXyx"", ""xxxYx""]",77,2841,rungs_exhausted,9052,1021,256,256,12
605,4,20,17,False,True,"[""YXyXXXyx"", ""YYYXyxyyX""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yxY"", ""yx"", ""xyX"", ""yx"", ""Xyx"", ""yx"", ""xy"", ""xx"", ""yX"", ""xyX"", ""XXy"", ""xy"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xyx"", ""xxy"", ""yX"", ""xy"", ""xx"", ""xy"", ""Xyx"", ""xy"", ""xyx"", ""XXyx"", ""yxY"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xy"", ""yxy"", ""yx"", ""XXyx"", ""yxY"", ""Xy"", ""Xyx"", ""yX"", ""yx"", ""yx"", ""Xy"", ""Xyx"", ""xx"", ""xyX"", ""xyX"", ""yxy"", ""yxy"", ""Xy"", ""xy"", ""Yxy"", ""Xyx"", ""xy"", ""Xy"", ""xxy"", ""Xy"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXyx"", ""xxxYx""]",77,2841,rungs_exhausted,9052,1021,256,256,12
610,4,20,17,False,True,"[""YXyXXXyx"", ""YYYXyxyyX""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yxY"", ""yx"", ""xyX"", ""yx"", ""Xyx"", ""yx"", ""xy"", ""xx"", ""yX"", ""xyX"", ""XXy"", ""xy"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xyx"", ""xxy"", ""yX"", ""xy"", ""xx"", ""xy"", ""Xyx"", ""xy"", ""xyx"", ""XXyx"", ""yxY"", ""Xy"", ""xy"", ""Xyx"", ""yx"", ""Xy"", ""yxy"", ""yx"", ""XXyx"", ""yxY"", ""Xy"", ""Xyx"", ""yX"", ""yx"", ""yx"", ""Xy"", ""Xyx"", ""xx"", ""xyX"", ""xyX"", ""yxy"", ""yxy"", ""Xy"", ""xy"", ""Yxy"", ""Xyx"", ""xy"", ""Xy"", ""xxy"", ""Xy"", ""xy"", ""Xy"", ""xx"", ""xx"", ""XXyx"", ""xxxYx""]",77,2841,rungs_exhausted,9052,1021,256,256,12
625,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
622,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
624,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
623,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
634,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""xx"", ""xyy"", ""xyX"", ""xx"", ""Xyx"", ""yyx"", ""xyy"", ""xx"", ""yxx"", ""Xy"", ""yx"", ""yxY"", ""Xy"", ""Yxxy"", ""xyy"", ""Xyx"", ""xy"", ""xx"", ""yx""]",20,229,stop_mu,729,77,20,256,12
635,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""xx"", ""xyy"", ""xyX"", ""xx"", ""Xyx"", ""yyx"", ""xyy"", ""xx"", ""yxx"", ""Xy"", ""yx"", ""yxY"", ""Xy"", ""Yxxy"", ""xyy"", ""Xyx"", ""xy"", ""xx"", ""yx""]",20,229,stop_mu,729,77,20,256,12
637,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
639,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
638,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
636,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,2925,rungs_exhausted,8498,1021,256,256,12
0,8,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,256,12
496,8,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,256,12
521,8,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,256,12
323,8,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,256,12
228,8,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,256,12
455,8,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,256,12
77,8,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,256,12
43,8,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,256,12
141,8,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,256,12
48,8,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,256,12
155,8,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,256,12
505,8,22,6,True,True,"[""X"", ""YYXyx""]","[""XXyx"", ""xx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""xx""]",8,171,stop_mu,652,56,8,256,12
247,8,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,256,12
217,8,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,256,12
201,8,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,256,12
288,8,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,256,12
367,8,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,56,stop_mu,198,15,3,256,12
331,8,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,35,stop_mu,141,9,2,256,12
203,8,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,256,12
265,8,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,256,12
