category,from_class,from_side,to_class,to_side,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_rep_r1,to_rep_r2
solved_to_solved,sol_045,solved,sol_002,solved,xy,y,1,2,xxYXXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_040,solved,yX,y,1,2,YxYXXXyX,YxxxyXX,YYXXXyX,YXXXyxx
solved_to_solved,sol_045,solved,sol_002,solved,yx,y,1,2,XYxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,XXy,y,1,2,XXY,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,Xyx,y,1,2,XYx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,xxy,y,1,2,xxYXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,XXXy,y,1,2,XXYX,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,XXyx,y,1,2,XY,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,xxxy,y,1,2,xxYX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,XXXyx,x,1,2,XXy,YXyXyXyxYx,X,YYYXyyx
solved_to_solved,sol_045,solved,sol_002,solved,XXXyx,y,1,2,XYX,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_046,solved,sol_003,solved,Xy,y,1,2,XXXXYX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,xy,y,1,2,xxxxYXXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,yx,y,1,2,XXXY,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,XXy,y,1,2,XXXXYXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,Xyx,y,1,2,XXXYX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,xxy,y,1,2,xxxxYXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,XXXy,y,1,2,XXXXYXXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,XXyx,y,1,2,XXXYXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,xxxy,y,1,2,xxxxYXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_046,solved,sol_003,solved,XXXyx,y,1,2,XXXYXXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_047,solved,sol_020,solved,Xy,y,1,2,XXXYXXYXyx,YXXyxxx,YYXXYx,YYYXyyx
solved_to_solved,sol_047,solved,sol_000,solved,xy,y,1,2,xxxYXYXyXX,YxxyXXX,YXXyx,YYYXyyx
solved_to_solved,sol_047,solved,sol_061,solved,yX,y,1,2,YxxYXXXyXX,YxxyXXX,YXXXyxx,YYXXyXXX
solved_to_solved,sol_047,solved,sol_020,solved,yx,y,1,2,XXYYXy,YXXyxxx,YYXXYx,YYYXyyx
solved_to_solved,sol_047,solved,sol_020,solved,XXy,y,1,2,XXXYXXXYXyx,YXXyxxx,YYXXYx,YYYXyyx
solved_to_solved,sol_047,solved,sol_020,solved,Xyx,y,1,2,XXYXYXy,YXXyxxx,YYXXYx,YYYXyyx
solved_to_solved,sol_047,solved,sol_000,solved,xxy,y,1,2,xxxYYXyXX,YxxyXXX,YXXyx,YYYXyyx
solved_to_solved,sol_047,solved,sol_020,solved,XXyx,y,1,2,XXYXXYXy,YXXyxxx,YYXXYx,YYYXyyx
solved_to_solved,sol_048,solved,sol_055,solved,xy,x,1,2,XYXXXYXXyxxx,YXXXyxxxx,YYXXyxx,YXXXXyxxx
solved_to_solved,sol_048,solved,sol_026,solved,yx,x,1,2,xxYXXYxyXXXX,YxxxyXXXX,YYXXyx,YXXXXyxxx
solved_to_solved,sol_048,solved,sol_055,solved,xyy,x,1,2,YXXYXXyxx,YXXXyxxxx,YYXXyxx,YXXXXyxxx
solved_to_solved,sol_048,solved,sol_026,solved,yyx,x,1,2,xxYXYxyXXXX,YxxxyXXXX,YYXXyx,YXXXXyxxx
solved_to_solved,sol_049,solved,sol_110,solved,xy,x,1,2,XYXXXXYXXyxxxx,YXXXXyxxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_049,solved,sol_054,solved,yx,x,1,2,xxxYXXXYxxyXXXXX,YxxxxyXXXXX,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_049,solved,sol_110,solved,xyy,x,1,2,YXXXYXXyxxx,YXXXXyxxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_049,solved,sol_054,solved,yyx,x,1,2,xxxYXXYxxyXXXXX,YxxxxyXXXXX,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_050,solved,sol_064,solved,Xy,y,1,2,XXYYxyXX,YXXXyxx,YXXXyxx,YYXyxxxx
solved_to_solved,sol_050,solved,sol_029,solved,xy,y,1,2,xxYXXYxyXXXX,YxxxyXX,YYXXyx,YXXyxxx
solved_to_solved,sol_050,solved,sol_002,solved,yX,y,1,2,xYXXYXXXXXyX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_050,solved,sol_002,solved,yx,y,1,2,YXYXXy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_050,solved,sol_064,solved,XXy,y,1,2,XXYXYxyXX,YXXXyxx,YXXXyxx,YYXyxxxx
solved_to_solved,sol_050,solved,sol_029,solved,xxy,y,1,2,xxYXYxyXXXX,YxxxyXX,YYXXyx,YXXyxxx
solved_to_solved,sol_050,solved,sol_002,solved,yXX,y,1,2,YXXXYXXXXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_050,solved,sol_002,solved,yxx,y,1,2,YYXXy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_053,solved,sol_105,solved,yX,y,1,2,YxxxxYXXyXXX,YxxxxxxyXXXXX,YYXXXyXX,YXXXXXyxxxxxx
solved_to_solved,sol_053,solved,sol_105,solved,yXX,y,1,2,YxxxYXXyXXX,YxxxxxxyXXXXX,YYXXXyXX,YXXXXXyxxxxxx
solved_to_solved,sol_054,solved,sol_110,solved,Xy,y,1,2,XXXXYYxxxyxx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_104,solved,xy,y,1,2,xxxxYXXXXYxxxyXX,YxxxxxyXXXX,YYXXXyXX,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_049,solved,yX,y,1,2,YxxxYXXyXX,YxxxxxyXXXX,YYXXYYx,YYYYYXyyyyx
solved_to_solved,sol_054,solved,sol_110,solved,yx,y,1,2,XXXYxxYxxxyx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_110,solved,XXy,y,1,2,XXXXYXYxxxyxx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_110,solved,Xyx,y,1,2,XXXYxYxxxyx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_104,solved,xxy,y,1,2,xxxxYXXXYxxxyXX,YxxxxxyXXXX,YYXXXyXX,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_049,solved,yXX,y,1,2,YxxYXXyXX,YxxxxxyXXXX,YYXXYYx,YYYYYXyyyyx
solved_to_solved,sol_054,solved,sol_110,solved,yxx,y,1,2,XXYxxxYxxxy,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_110,solved,XXyx,y,1,2,XXXYYxxxyx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_110,solved,Xyxx,y,1,2,XXYxxYxxxy,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_054,solved,sol_110,solved,XXyxx,y,1,2,XXYxYxxxy,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_055,solved,sol_026,solved,Xy,y,1,2,XXXYYxxyxx,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_048,solved,xy,y,1,2,xxxYXXXYxxyX,YxxxxyXXX,YYXXYYx,YYYYXyyyx
solved_to_solved,sol_055,solved,sol_021,solved,yX,y,1,2,YxxYXXyX,YxxxxyXXX,YYXXYx,YYYYXyyyx
solved_to_solved,sol_055,solved,sol_026,solved,yx,y,1,2,XXYxxYxxyx,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_026,solved,XXy,y,1,2,XXXYXYxxyxx,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_026,solved,Xyx,y,1,2,XXYxYxxyx,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_048,solved,xxy,y,1,2,xxxYXXYxxyX,YxxxxyXXX,YYXXYYx,YYYYXyyyx
solved_to_solved,sol_055,solved,sol_021,solved,yXX,y,1,2,YxYXXyX,YxxxxyXXX,YYXXYx,YYYYXyyyx
solved_to_solved,sol_055,solved,sol_026,solved,yxx,y,1,2,XYxxxYxxy,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_026,solved,XXyx,y,1,2,XXYYxxyx,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_026,solved,Xyxx,y,1,2,XYxxYxxy,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_055,solved,sol_026,solved,XXyxx,y,1,2,XYxYxxy,YXXXXyxxx,YYXXyx,YXXXXyxxx
solved_to_solved,sol_056,solved,sol_002,solved,Xy,y,1,2,XXYYxyxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_024,solved,xy,y,1,2,xxYXXYxy,YxxxyXX,YYXXYx,YYYxyyX
solved_to_solved,sol_056,solved,sol_002,solved,yX,y,1,2,YxYXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,yx,y,1,2,XYxxYxyx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,XXy,y,1,2,XXYXYxyxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,Xyx,y,1,2,XYxYxyx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_024,solved,xxy,y,1,2,xxYXYxy,YxxxyXX,YYXXYx,YYYxyyX
solved_to_solved,sol_056,solved,sol_002,solved,yXX,y,1,2,YYXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,yxx,y,1,2,YxxxYxy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,XXyx,y,1,2,XYYxyx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,Xyxx,y,1,2,YxxYxy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,XXyxx,x,1,2,XXy,YxYxYxyXyX,X,YYYXyyx
solved_to_solved,sol_056,solved,sol_002,solved,XXyxx,y,1,2,YxYxy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_057,solved,sol_042,solved,Xy,y,0,2,XXYYXyX,YXXXyxx,YYXXXyX,YXXyxxx
solved_to_solved,sol_057,solved,sol_008,solved,xy,y,0,2,xxYXXYXyXXX,YxxxyXX,YXXYx,YYYXyyx
solved_to_solved,sol_057,solved,sol_058,solved,yx,y,0,2,YXYXXXXyx,YXXXyxx,YXXXyxx,YYXXXXyx
solved_to_solved,sol_057,solved,sol_042,solved,XXy,y,0,2,XXYXYXyX,YXXXyxx,YYXXXyX,YXXyxxx
solved_to_solved,sol_057,solved,sol_008,solved,xxy,y,0,2,xxYXYXyXXX,YxxxyXX,YXXYx,YYYXyyx
solved_to_solved,sol_057,solved,sol_042,solved,XXXy,y,0,2,XXYXXYXyX,YXXXyxx,YYXXXyX,YXXyxxx
solved_to_solved,sol_057,solved,sol_008,solved,xxxy,y,0,2,xxYYXyXXX,YxxxyXX,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,Xy,y,0,2,XXYYXyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_000,solved,xy,y,0,2,xxYXXYXyX,YxxxyXX,YXXyx,YYYXyyx
solved_to_solved,sol_058,solved,sol_057,solved,yX,y,0,2,YxYXXXXyX,YxxxyXX,YXXXyxx,YYXXXXyX
solved_to_solved,sol_058,solved,sol_008,solved,yx,y,0,2,XYxxYXy,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,XXy,y,0,2,XXYXYXyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,Xyx,y,0,2,XYxYXy,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_000,solved,xxy,y,0,2,xxYXYXyX,YxxxyXX,YXXyx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,XXXy,y,0,2,XXYXXYXyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,XXyx,y,0,2,XYYXy,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_000,solved,xxxy,y,0,2,xxYYXyX,YxxxyXX,YXXyx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,XXXyx,x,0,2,XXXyy,YXyXyXyxYx,YXXYx,YYYXyyx
solved_to_solved,sol_058,solved,sol_008,solved,XXXyx,y,0,2,XYXYXy,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,Xy,y,0,2,XXYXX,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,xy,y,0,2,xxYXXXXXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,yX,y,0,2,xYXXYXXXXXXyX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,yx,y,0,2,YXYXXXy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,XXy,y,0,2,XXYXXX,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,xxy,y,0,2,xxYXXXXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,yXX,y,0,2,YXXXYXXXXXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,yxx,y,0,2,YYXXXy,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,XXXy,y,0,2,XXYXXXX,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_059,solved,sol_002,solved,xxxy,y,0,2,xxYXXXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,Xy,y,0,2,XXYxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,xy,y,0,2,xxYXX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,yX,y,0,2,YxYXXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,yx,y,0,2,XYxxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXy,y,0,2,XXYx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,Xyx,y,0,2,XYxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,xxy,y,0,2,xxYX,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,yXX,y,0,2,YYXXXy,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,yxx,y,0,2,Yxxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXXy,y,0,2,XXY,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXyx,y,0,2,XYx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,Xyxx,y,0,2,Yxx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,xxxy,y,0,2,xxY,YxxxyXX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXXyx,x,0,2,X,YXyXyXyxYx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXXyx,y,0,2,XY,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXyxx,x,0,2,X,YxYxYxyXyX,X,YYYXyyx
solved_to_solved,sol_060,solved,sol_002,solved,XXyxx,y,0,2,Yx,YXXXyxx,X,YYYXyyx
solved_to_solved,sol_061,solved,sol_047,solved,xy,y,0,2,xxYXXYxyXXXXX,YxxxyXX,YYXXXyx,YXXyxxx
solved_to_solved,sol_061,solved,sol_020,solved,yx,y,0,2,YXYXXyX,YXXXyxx,YYXXYx,YYYXyyx
solved_to_solved,sol_061,solved,sol_047,solved,xxy,y,0,2,xxYXYxyXXXXX,YxxxyXX,YYXXXyx,YXXyxxx
solved_to_solved,sol_061,solved,sol_020,solved,yxx,y,0,2,YYXXyX,YXXXyxx,YYXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,Xy,y,0,2,XXYYxyxxx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_042,solved,xy,y,0,2,xxYXXYxyx,YxxxyXX,YYXXXyX,YXXyxxx
solved_to_solved,sol_062,solved,sol_028,solved,yX,y,0,2,YxYXXyx,YxxxyXX,YYXXyx,YXXXyxx
solved_to_solved,sol_062,solved,sol_008,solved,yx,y,0,2,XYxxYxyxx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,XXy,y,0,2,XXYXYxyxxx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,Xyx,y,0,2,XYxYxyxx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_042,solved,xxy,y,0,2,xxYXYxyx,YxxxyXX,YYXXXyX,YXXyxxx
solved_to_solved,sol_062,solved,sol_028,solved,yXX,y,0,2,YYXXyx,YxxxyXX,YYXXyx,YXXXyxx
solved_to_solved,sol_062,solved,sol_008,solved,yxx,y,0,2,YxxxYxyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,XXyx,y,0,2,XYYxyxx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,Xyxx,y,0,2,YxxYxyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,XXyxx,x,0,2,XXyyX,YxYxYxyXyX,YXXYx,YYYXyyx
solved_to_solved,sol_062,solved,sol_008,solved,XXyxx,y,0,2,YxYxyx,YXXXyxx,YXXYx,YYYXyyx
solved_to_solved,sol_063,solved,sol_024,solved,yx,y,0,2,YXYXyXX,YXXXyxx,YYXXYx,YYYxyyX
solved_to_solved,sol_063,solved,sol_024,solved,yxx,y,0,2,YYXyXX,YXXXyxx,YYXXYx,YYYxyyX
solved_to_solved,sol_064,solved,sol_050,solved,Xy,y,0,2,XXYYxxyxxxx,YXXXyxx,YYXXyXX,YXXXyxx
solved_to_solved,sol_064,solved,sol_029,solved,yX,y,0,2,YxYXyxx,YxxxyXX,YYXXyx,YXXyxxx
solved_to_solved,sol_064,solved,sol_050,solved,yx,y,0,2,XYxxYxxyxxx,YXXXyxx,YYXXyXX,YXXXyxx
solved_to_solved,sol_064,solved,sol_050,solved,Xyx,y,0,2,XYxYxxyxxx,YXXXyxx,YYXXyXX,YXXXyxx
solved_to_solved,sol_064,solved,sol_029,solved,yXX,y,0,2,YYXyxx,YxxxyXX,YYXXyx,YXXyxxx
solved_to_solved,sol_064,solved,sol_050,solved,yxx,y,0,2,YxxxYxxyxx,YXXXyxx,YYXXyXX,YXXXyxx
solved_to_solved,sol_064,solved,sol_050,solved,Xyxx,y,0,2,YxxYxxyxx,YXXXyxx,YYXXyXX,YXXXyxx
solved_to_solved,sol_065,solved,sol_042,solved,yX,y,0,2,xYXXYXXYXyXyX,YxxxyXX,YYXXXyX,YXXyxxx
solved_to_solved,sol_065,solved,sol_042,solved,yx,y,0,2,YXYxxYXyXXy,YXXXyxx,YYXXXyX,YXXyxxx
solved_to_solved,sol_065,solved,sol_042,solved,yXX,y,0,2,YXXXYXXXYXyy,YxxxyXX,YYXXXyX,YXXyxxx
solved_to_solved,sol_065,solved,sol_042,solved,yxx,y,0,2,YYxxxYXyXXXy,YXXXyxx,YYXXXyX,YXXyxxx
solved_to_solved,sol_066,solved,sol_047,solved,yX,y,0,2,YxYXXYXyxxy,YxxxyXX,YYXXXyx,YXXyxxx
solved_to_solved,sol_066,solved,sol_047,solved,yx,y,0,2,XYxxYxxYXyxyx,YXXXyxx,YYXXXyx,YXXyxxx
solved_to_solved,sol_066,solved,sol_047,solved,yXX,y,0,2,YYXXXYXyxxxy,YxxxyXX,YYXXXyx,YXXyxxx
solved_to_solved,sol_066,solved,sol_047,solved,yxx,y,0,2,YxxxYxxxYXyy,YXXXyxx,YYXXXyx,YXXyxxx
solved_to_solved,sol_067,solved,sol_008,solved,Xy,y,0,2,yxxyxxyxYXXYX,YXXXY,YXXYx,YYYXyyx
solved_to_solved,sol_067,solved,sol_015,solved,xy,x,1,3,YYxyXYXy,YXXYXyx,YYXyx,YXXyx
solved_to_solved,sol_067,solved,sol_019,solved,yx,x,1,3,YXXYxxyX,YxyxxyX,YXXyx,YYXyxx
solved_to_solved,sol_067,solved,sol_008,solved,Xyx,x,0,2,XXXYxxy,YxyxYX,YXXYx,YYYXyyx
solved_to_solved,sol_067,solved,sol_000,solved,Xyx,x,1,2,XXyxxxY,YXyxYx,YXXyx,YYYXyyx
solved_to_solved,sol_067,solved,sol_008,solved,Xyx,y,0,2,yxyxyxYXYX,YXXYx,YXXYx,YYYXyyx
solved_to_solved,sol_067,solved,sol_014,solved,xyX,x,1,2,YxxxY,YXyxYx,YYXyX,YXXyx
solved_to_solved,sol_068,solved,sol_032,solved,Xy,y,0,2,XYYXXyX,YXXyx,YXXyx,YYXXyXX
solved_to_solved,sol_068,solved,sol_001,solved,xx,x,0,3,XXYYYx,YXyyx,X,YYXyx
solved_to_solved,sol_068,solved,sol_016,solved,xy,y,0,2,xYXYXXyXX,YxxyX,YXXyx,YYXXyX
solved_to_solved,sol_068,solved,sol_001,solved,yX,y,0,2,YXXYXXXXXXy,YxxyX,X,YYXyx
solved_to_solved,sol_068,solved,sol_001,solved,yx,y,0,2,YYXXXXy,YXXyx,X,YYXyx
solved_to_solved,sol_068,solved,sol_032,solved,XXy,x,0,2,XXXyXyyXy,YXyXyx,YXXyx,YYXXyXX
solved_to_solved,sol_068,solved,sol_032,solved,XXy,y,0,2,XYXYXXyX,YXXyx,YXXyx,YYXXyXX
solved_to_solved,sol_068,solved,sol_016,solved,xxy,x,0,2,XYYxYxxYx,YXyXyx,YXXyx,YYXXyX
solved_to_solved,sol_068,solved,sol_016,solved,xxy,y,0,2,xYYXXyXX,YxxyX,YXXyx,YYXXyX
solved_to_solved,sol_069,solved,sol_001,solved,Xy,y,0,2,XYYXXyx,YXXyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,xx,x,0,3,XXYx,YXyyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_017,solved,xy,y,0,2,xYXYXXy,YxxyX,YXXyx,YYXXyx
solved_to_solved,sol_069,solved,sol_001,solved,yX,y,0,2,YYXXXXy,YxxyX,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,yx,y,0,2,YxxYXXy,YXXyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,XXy,x,0,2,XXXyXyx,YXyXyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,XXy,y,0,2,XYXYXXyx,YXXyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,Xyx,x,0,2,XYxYx,YxYxyX,X,YYXyx
solved_to_solved,sol_069,solved,sol_001,solved,Xyx,y,0,2,YxYXXy,YXXyx,X,YYXyx
solved_to_solved,sol_069,solved,sol_017,solved,xxy,x,0,2,XYYxYxy,YXyXyx,YXXyx,YYXXyx
solved_to_solved,sol_069,solved,sol_017,solved,xxy,y,0,2,xYYXXy,YxxyX,YXXyx,YYXXyx
solved_to_solved,sol_070,solved,sol_034,solved,Xy,y,0,2,XYYXyXX,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_070,solved,sol_074,solved,xx,x,0,3,XXYXYxxY,YXyyx,YXXyx,YYXYXyyX
solved_to_solved,sol_070,solved,sol_018,solved,xy,y,0,2,xYXYXyXXX,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_070,solved,sol_030,solved,yx,y,0,2,YYXXXyX,YXXyx,YXXyx,YYXXXyX
solved_to_solved,sol_070,solved,sol_034,solved,XXy,x,0,2,XXXyyXyXy,YXyXyx,YXXyx,YYXyXXX
solved_to_solved,sol_070,solved,sol_034,solved,XXy,y,0,2,XYXYXyXX,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_070,solved,sol_018,solved,xxy,x,0,2,XYYxxYxYx,YXyXyx,YXXyx,YYXyXX
solved_to_solved,sol_070,solved,sol_018,solved,xxy,y,0,2,xYYXyXXX,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_071,solved,sol_015,solved,Xy,y,0,2,XYYXyxx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_075,solved,xx,x,0,3,XXYXYxxy,YXyyx,YXXyx,YYXYXyyx
solved_to_solved,sol_071,solved,sol_019,solved,xy,y,0,2,xYXYXyx,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_071,solved,sol_031,solved,yX,y,0,2,YYXXXyx,YxxyX,YXXyx,YYXXXyx
solved_to_solved,sol_071,solved,sol_015,solved,yx,y,0,2,YxxYXyx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_015,solved,XXy,x,0,2,XXXyxYx,YXyXyx,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_015,solved,XXy,y,0,2,XYXYXyxx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_015,solved,Xyx,x,0,2,XYxyX,YxYxyX,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_015,solved,Xyx,y,0,2,YxYXyx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_071,solved,sol_019,solved,xxy,x,0,2,XYYxyXy,YXyXyx,YXXyx,YYXyxx
solved_to_solved,sol_071,solved,sol_019,solved,xxy,y,0,2,xYYXyx,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_072,solved,sol_001,solved,Xy,y,0,2,XYXXX,YXXyx,X,YYXyx
solved_to_solved,sol_072,solved,sol_014,solved,xx,x,0,3,XXYxYXYx,YXyyx,YYXyX,YXXyx
solved_to_solved,sol_072,solved,sol_001,solved,xy,y,0,2,xYXXXXX,YxxyX,X,YYXyx
solved_to_solved,sol_072,solved,sol_032,solved,yx,y,0,2,YYXXyXX,YXXyx,YXXyx,YYXXyXX
