from_class,from_side,parent_r1,parent_r2,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_orbit_id,to_rep_r1,to_rep_r2,to_mu,category
sol_050,solved,YYXXyXX,YXXXyxx,yx,y,1,2,YXYXXy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_050,solved,YYXXyXX,YXXXyxx,XXy,y,1,2,XXYXYxyXX,YXXXyxx,orb_0142,YXXXyxx,YYXyxxxx,15,solved_to_solved
sol_050,solved,YYXXyXX,YXXXyxx,xxy,y,1,2,xxYXYxyXXXX,YxxxyXX,orb_0084,YYXXyx,YXXyxxx,13,solved_to_solved
sol_050,solved,YYXXyXX,YXXXyxx,yXX,y,1,2,YXXXYXXXXXy,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_050,solved,YYXXyXX,YXXXyxx,yxx,y,1,2,YYXXy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_050,solved,YYXXyXX,YXXXyxx,yxxY,y,0,2,yXXX,YXXYxxyxx,orb_0044,X,YYYYYXyyxyyX,13,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,Xy,y,1,2,XXXXXXXYYxxxxxxyxx,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,xx,x,1,9,XXYxy,YYYYXyyyyxYYYXyyyyx,orb_0824,YXXyx,YYYYXyyyyxYYYXyyyyx,24,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,xy,y,1,2,xxxxxxxYXXXXXXXYxxxxxxyXXXXX,YxxxxxxxxyXXXXXXX,orb_1086,YYXXXXXXyXX,YXXXXXXXXyxxxxxxx,28,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,yX,y,1,2,YxxxxxxYXXyXXXXX,YxxxxxxxxyXXXXXXX,orb_1024,YYXXXXXyXX,YXXXXXXXyxxxxxxxx,27,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,yx,y,1,2,XXXXXXYxxYxxxxxxyx,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,XXy,y,1,2,XXXXXXXYXYxxxxxxyxx,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,Xyx,y,1,2,XXXXXXYxYxxxxxxyx,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,xxy,y,1,2,xxxxxxxYXXXXXXYxxxxxxyXXXXX,YxxxxxxxxyXXXXXXX,orb_1086,YYXXXXXXyXX,YXXXXXXXXyxxxxxxx,28,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,yXX,y,1,2,YxxxxxYXXyXXXXX,YxxxxxxxxyXXXXXXX,orb_1024,YYXXXXXyXX,YXXXXXXXyxxxxxxxx,27,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,yxx,y,1,2,XXXXXYxxxYxxxxxxy,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,XXyx,x,0,2,XXXyXXyXXyXXyXXyXXyxxYxxYxxYxxYxxYxx,YXXyXXyxYxx,orb_0650,YYXXyxx,YYxxxxxxyXXXXX,21,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,XXyx,y,1,2,XXXXXXYYxxxxxxyx,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,Xyxx,x,0,2,xYxxYxxYxxYxxYxxYxxyXXyXXyXXyXXyXX,YxxYxyXXyXX,orb_0650,YYXXyxx,YYxxxxxxyXXXXX,21,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,Xyxx,y,1,2,XXXXXYxxYxxxxxxy,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,XXyxx,y,1,2,XXXXXYxYxxxxxxy,YXXXXXXXXyxxxxxxx,orb_1182,YYXXXXXXyxxxxx,YXXXXXXXXyxxxxxxx,31,
sol_051,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,xxxxxxx,x,1,2,XXyxYXyxYxyXYxyXY,YxyXYxyXYxyXYxyXYxyXYxyXYxyXY,orb_1491,YXyXXYxyXYxyxYXyx,YYxyXYxyXYxyXYxyXYxyXYxyXYxyX,46,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,Xy,y,1,2,XXXXXXYYxxxxxyxx,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,xx,x,1,8,XXYxy,YxyyyXYYYxyyyXYYY,orb_0682,YXXyx,YYYYXyyyxYYYXyyyx,22,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,xy,y,1,2,xxxxxxYXXXXXXYxxxxxyXXXX,YxxxxxxxyXXXXXX,orb_0916,YYXXXXXyXX,YXXXXXXXyxxxxxx,25,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,yX,y,1,2,YxxxxxYXXyXXXX,YxxxxxxxyXXXXXX,orb_0839,YYXXXXyXX,YXXXXXXyxxxxxxx,24,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,yx,y,1,2,XXXXXYxxYxxxxxyx,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,XXy,y,1,2,XXXXXXYXYxxxxxyxx,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,Xyx,y,1,2,XXXXXYxYxxxxxyx,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,xxx,x,1,4,XXyyxYYXyyxYYxyyXYYxyyXYY,YxyyXYYxyyXYYxyyXYY,orb_1475,YXXyxxYXXyxxYXXXyxx,YYXXyxxYXXyxxyXXYxxyXXYxx,44,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,xxy,y,1,2,xxxxxxYXXXXXYxxxxxyXXXX,YxxxxxxxyXXXXXX,orb_0916,YYXXXXXyXX,YXXXXXXXyxxxxxx,25,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,yXX,y,1,2,YxxxxYXXyXXXX,YxxxxxxxyXXXXXX,orb_0839,YYXXXXyXX,YXXXXXXyxxxxxxx,24,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,yxx,y,1,2,XXXXYxxxYxxxxxy,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,XXyx,x,0,2,XXXyXXyXXyXXyXXyxxYxxYxxYxxYxx,YXXyXXyxYxx,orb_0486,YYXXyxx,YYxxxxxyXXXX,19,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,XXyx,y,1,2,XXXXXYYxxxxxyx,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,Xyxx,x,0,2,xYxxYxxYxxYxxYxxyXXyXXyXXyXX,YxxYxyXXyXX,orb_0486,YYXXyxx,YYxxxxxyXXXX,19,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,Xyxx,y,1,2,XXXXYxxYxxxxxy,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,XXyxx,y,1,2,XXXXYxYxxxxxy,YXXXXXXXyxxxxxx,orb_1025,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,
sol_052,solved,YYXXyxx,YXXXXXXXyxxxxxx,xxxxxx,x,1,2,XXyxYXyxYxyXYxyXY,YxyXYxyXYxyXYxyXYxyXYxyXY,orb_1456,YXyXXYxyXYxyxYXyx,YYxyXYxyXYxyXYxyXYxyXYxyX,42,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,Xy,y,1,2,XXXXXYYxxxxyxx,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,xx,x,1,7,XXYxy,YYYXyyyxYYXyyyx,orb_0509,YXXyx,YYYXyyyxYYXyyyx,20,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,xy,y,1,2,xxxxxYXXXXXYxxxxyXXX,YxxxxxxyXXXXX,orb_0691,YYXXXXyXX,YXXXXXXyxxxxx,22,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,yX,y,1,2,YxxxxYXXyXXX,YxxxxxxyXXXXX,orb_0613,YYXXXyXX,YXXXXXyxxxxxx,21,solved_to_solved
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,yx,y,1,2,XXXXYxxYxxxxyx,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,XXy,y,1,2,XXXXXYXYxxxxyxx,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,Xyx,y,1,2,XXXXYxYxxxxyx,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,xxy,y,1,2,xxxxxYXXXXYxxxxyXXX,YxxxxxxyXXXXX,orb_0691,YYXXXXyXX,YXXXXXXyxxxxx,22,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,yXX,y,1,2,YxxxYXXyXXX,YxxxxxxyXXXXX,orb_0613,YYXXXyXX,YXXXXXyxxxxxx,21,solved_to_solved
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,yxx,y,1,2,XXXYxxxYxxxxy,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,XXyx,x,0,2,XXXyXXyXXyXXyxxYxxYxxYxx,YXXyXXyxYxx,orb_0317,YYXXyxx,YYxxxxyXXX,17,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,XXyx,y,1,2,XXXXYYxxxxyx,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,Xyxx,x,0,2,xYxxYxxYxxYxxyXXyXXyXX,YxxYxyXXyXX,orb_0317,YYXXyxx,YYxxxxyXXX,17,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,Xyxx,y,1,2,XXXYxxYxxxxy,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,XXyxx,y,1,2,XXXYxYxxxxy,YXXXXXXyxxxxx,orb_0759,YYXXXXyxxx,YXXXXXXyxxxxx,23,
sol_053,solved,YYXXyxx,YXXXXXXyxxxxx,xxxxx,x,1,2,XXyxYXyxYxyXYxyXY,YxyXYxyXYxyXYxyXYxyXY,orb_1389,YXyXXYxyXYxyxYXyx,YYxyXYxyXYxyXYxyXYxyX,38,
sol_054,solved,YYXXyxx,YXXXXXyxxxx,Xy,y,1,2,XXXXYYxxxyxx,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,xx,x,1,6,XXYxy,YxyyXYYxyyXYY,orb_0339,YXXyx,YYYXyyxYYXyyx,18,
sol_054,solved,YYXXyxx,YXXXXXyxxxx,xy,y,1,2,xxxxYXXXXYxxxyXX,YxxxxxyXXXX,orb_0458,YYXXXyXX,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,yX,y,1,2,YxxxYXXyXX,YxxxxxyXXXX,orb_0360,YYXXYYx,YYYYYXyyyyx,18,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,yx,y,1,2,XXXYxxYxxxyx,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,XXy,y,1,2,XXXXYXYxxxyxx,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,Xyx,y,1,2,XXXYxYxxxyx,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,xxy,y,1,2,xxxxYXXXYxxxyXX,YxxxxxyXXXX,orb_0458,YYXXXyXX,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,yXX,y,1,2,YxxYXXyXX,YxxxxxyXXXX,orb_0360,YYXXYYx,YYYYYXyyyyx,18,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,yxx,y,1,2,XXYxxxYxxxy,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,XXyx,x,0,2,XXXyXXyXXyxxYxxYxx,YXXyXXyxYxx,orb_0188,YYXXyxx,YYxxxyXX,15,
sol_054,solved,YYXXyxx,YXXXXXyxxxx,XXyx,y,1,2,XXXYYxxxyx,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,Xyxx,x,0,2,xYxxYxxYxxyXXyXX,YxxYxyXXyXX,orb_0188,YYXXyxx,YYxxxyXX,15,
sol_054,solved,YYXXyxx,YXXXXXyxxxx,Xyxx,y,1,2,XXYxxYxxxy,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_054,solved,YYXXyxx,YXXXXXyxxxx,xxxx,x,1,2,XXyxYXyxYxyXYxyXY,YxyXYxyXYxyXYxyXY,orb_1286,YYXYxyXYxyXyxYXyx,YXyxYXyxYXyxYXyxx,34,
sol_054,solved,YYXXyxx,YXXXXXyxxxx,XXyxx,y,1,2,XXYxYxxxy,YXXXXXyxxxx,orb_0462,YYXXXyxx,YXXXXXyxxxx,19,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,Xy,y,1,2,XXXYYxxyxx,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,xx,x,1,5,XXYxy,YYXyyxYXyyx,orb_0208,YXXyx,YYXyyxYXyyx,16,
sol_055,solved,YYXXyxx,YXXXXyxxx,xy,y,1,2,xxxYXXXYxxyX,YxxxxyXXX,orb_0219,YYXXYYx,YYYYXyyyx,16,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,yX,y,1,2,YxxYXXyX,YxxxxyXXX,orb_0173,YYXXYx,YYYYXyyyx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,yx,y,1,2,XXYxxYxxyx,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,XXy,y,1,2,XXXYXYxxyxx,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,Xyx,y,1,2,XXYxYxxyx,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,xxx,x,1,2,XXyxYXyxYxyXYxyXY,YxyXYxyXYxyXY,orb_1157,YXyxYXyxYXXyx,YYXyxYXyxyXYxyXYx,30,
sol_055,solved,YYXXyxx,YXXXXyxxx,xxy,y,1,2,xxxYXXYxxyX,YxxxxyXXX,orb_0219,YYXXYYx,YYYYXyyyx,16,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,yXX,y,1,2,YxYXXyX,YxxxxyXXX,orb_0173,YYXXYx,YYYYXyyyx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,yxx,y,1,2,XYxxxYxxy,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,XXyx,x,0,2,XXXyXXyxxYxx,YXXyXXyxYxx,orb_0086,YYXXyx,YYXyyxx,13,
sol_055,solved,YYXXyxx,YXXXXyxxx,XXyx,y,1,2,XXYYxxyx,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,Xyxx,x,0,2,xYxxYxxyXX,YxxYxyXXyXX,orb_0086,YYXXyx,YYXyyxx,13,
sol_055,solved,YYXXyxx,YXXXXyxxx,Xyxx,y,1,2,XYxxYxxy,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_055,solved,YYXXyxx,YXXXXyxxx,XXyxx,y,1,2,XYxYxxy,YXXXXyxxx,orb_0179,YYXXyx,YXXXXyxxx,15,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,Xy,y,1,2,XXYYxyxx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,xx,x,1,4,XXYxy,YxyXYxyXY,orb_0101,YXXyx,YYXyxYXyx,14,
sol_056,solved,YYXXyxx,YXXXyxx,xy,y,1,2,xxYXXYxy,YxxxyXX,orb_0080,YYXXYx,YYYxyyX,13,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yX,y,1,2,YxYXXy,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yx,y,1,2,XYxxYxyx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,XXy,y,1,2,XXYXYxyxx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,Xyx,y,1,2,XYxYxyx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,xxy,y,1,2,xxYXYxy,YxxxyXX,orb_0080,YYXXYx,YYYxyyX,13,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yXX,y,1,2,YYXXy,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yxx,y,1,2,YxxxYxy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,XXyx,x,0,2,XXXyxx,YXXyXXyxYxx,orb_0003,X,YYXYXyyx,9,
sol_056,solved,YYXXyxx,YXXXyxx,XXyx,y,1,2,XYYxyx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,Xyxx,x,0,2,xYxx,YxxYxyXXyXX,orb_0003,X,YYXYXyyx,9,
sol_056,solved,YYXXyxx,YXXXyxx,Xyxx,y,1,2,YxxYxy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yxxY,y,0,2,yXXX,YXXyxxYxx,orb_0003,X,YYXYXyyx,9,
sol_056,solved,YYXXyxx,YXXXyxx,XXyxx,x,1,2,XXy,YxYxYxyXyX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,XXyxx,y,1,2,YxYxy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_056,solved,YYXXyxx,YXXXyxx,yXXYx,x,0,2,Yxyxy,YxxyxyXYX,orb_0003,X,YYXYXyyx,9,
sol_056,solved,YYXXyxx,YXXXyxx,yXXYx,y,0,2,YXX,YXYXXyxx,orb_0003,X,YYXYXyyx,9,
sol_057,solved,YXXXyxx,YYXXXXyX,Xy,y,0,2,XXYYXyX,YXXXyxx,orb_0118,YYXXXyX,YXXyxxx,14,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,xx,x,0,4,XXYYxyxYX,YxyXYxyXY,orb_0373,YYXyXYxxx,YYXyxYXyx,18,
sol_057,solved,YXXXyxx,YYXXXXyX,xx,x,1,4,XYXyyxxxy,YXXYYXYYx,orb_0368,YYXYYXXYx,YYXXXYxyx,18,
sol_057,solved,YXXXyxx,YYXXXXyX,xy,y,0,2,xxYXXYXyXXX,YxxxyXX,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,yX,y,0,2,xYXXYXXXXXXXy,YxxxyXX,orb_0323,YXXXyxx,YYXXXXXXXyx,18,
sol_057,solved,YXXXyxx,YYXXXXyX,yx,y,0,2,YXYXXXXyx,YXXXyxx,orb_0134,YXXXyxx,YYXXXXyx,15,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,XXy,y,0,2,XXYXYXyX,YXXXyxx,orb_0118,YYXXXyX,YXXyxxx,14,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,xxy,y,0,2,xxYXYXyXXX,YxxxyXX,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,XXXy,y,0,2,XXYXXYXyX,YXXXyxx,orb_0118,YYXXXyX,YXXyxxx,14,solved_to_solved
sol_057,solved,YXXXyxx,YYXXXXyX,xxxy,y,0,2,xxYYXyXXX,YxxxyXX,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,Xy,y,0,2,XXYYXyx,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,xx,x,0,4,XXYYxxyXY,YxyXYxyXY,orb_0367,YYXXyyXyx,YXyxYXXyx,18,
sol_058,solved,YXXXyxx,YYXXXXyx,xx,x,1,4,XYXXYYxxy,YXyyxyyxx,orb_0359,YYXXYXXyx,YYXXyyxYX,18,
sol_058,solved,YXXXyxx,YYXXXXyx,xy,y,0,2,xxYXXYXyX,YxxxyXX,orb_0037,YXXyx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,yX,y,0,2,YxYXXXXyX,YxxxyXX,orb_0133,YXXXyxx,YYXXXXyX,15,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,yx,y,0,2,XYxxYXy,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,XXy,y,0,2,XXYXYXyx,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,Xyx,y,0,2,XYxYXy,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,xxy,y,0,2,xxYXYXyX,YxxxyXX,orb_0037,YXXyx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,XXXy,y,0,2,XXYXXYXyx,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,XXyx,y,0,2,XYYXy,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,xxxy,y,0,2,xxYYXyX,YxxxyXX,orb_0037,YXXyx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,XXXyx,x,0,2,XXXyy,YXyXyXyxYx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_058,solved,YXXXyxx,YYXXXXyx,XXXyx,x,1,2,XyyXX,YxxYxxYxxYxyXX,orb_0050,YXXYx,YYYYXXyx,13,
sol_058,solved,YXXXyxx,YYXXXXyx,XXXyx,y,0,2,XYXYXy,YXXXyxx,orb_0029,YXXYx,YYYXyyx,12,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,Xy,y,0,2,XXYXX,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,xx,x,0,4,XYY,YxyXYxyXY,orb_0010,X,YYXyxYXyx,10,
sol_059,solved,YXXXyxx,YYXXXyXX,xx,x,1,4,xyy,YxYXXYxYXXY,orb_0090,YXX,YYXyXYYXXyX,14,
sol_059,solved,YXXXyxx,YYXXXyXX,xy,y,0,2,xxYXXXXXX,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,yX,y,0,2,xYXXYXXXXXXyX,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,yx,y,0,2,YXYXXXy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,XXy,y,0,2,XXYXXX,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,xxy,y,0,2,xxYXXXXX,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,yXX,y,0,2,YXXXYXXXXXXy,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,yxx,y,0,2,YYXXXy,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,XXXy,y,0,2,XXYXXXX,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,xxxy,y,0,2,xxYXXXX,YxxxyXX,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_059,solved,YXXXyxx,YYXXXyXX,yxxY,y,1,2,yXXX,YXXXYxxyxxx,orb_0131,X,YYYYYYXyyxyyyX,15,
sol_059,solved,YXXXyxx,YYXXXyXX,Yxxxy,y,1,2,Yxx,YxxyxxxYXX,orb_0042,X,YYYYXyyxyyyX,13,
sol_060,solved,YXXXyxx,YYXXXyxx,Xy,y,0,2,XXYxx,YXXXyxx,orb_0002,X,YYYXyyx,8,solved_to_solved
sol_060,solved,YXXXyxx,YYXXXyxx,xx,x,0,4,X,YxyXYxyXY,orb_0010,X,YYXyxYXyx,10,
