name,r1,r2,canon_r1,canon_r2,len1,len2,total_len,max_len,n_members,S,MK,W,abelian_det,ex1,ey1,ex2,ey2,x_blocks1,y_blocks1,x_blocks2,y_blocks2,bs_general,bs_m,bs_donor_index,bs_preflight_status,stalled_stable_letters,T,route,prepass_charges,plain_charges,best_state_r1,best_state_r2,best_total_len,best_reduction,two_block_gate,primitive_one_occurrence1,primitive_one_occurrence2,cluster
ac19_8849,YYXXXXYX,YYYXXXyyx,YYXXXXYX,YYYXXXyyx,8,9,17,9,2,2.0,2.0,2,-1,-5,-3,-2,-1,2,2,2,2,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_8907,YXYxyx,YYXyXXyyXyxxxYx,YXYxyx,YYXyXXyyXyxxxYx,6,15,21,15,1,1.25,5.0,0,1,1,-1,0,1,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,Y,YYYYYx,7,14,False,False,False,non_bs_mid_reduced
ac19_8984,YYYXXXyxx,YYYxxyyXX,YYYXXXyxx,YYYxxyyXX,9,9,18,9,3,2.25,2.0,5,1,-1,-2,0,-1,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYxxyXX,17,1,False,False,False,non_bs_short_reduced
ac19_9041,YYXYXXXyx,YYYYXyyXyx,YYXYXXXyx,YYYYXyyXyx,9,10,19,10,1,1.3333333333333333,3.0,2,1,-3,-2,-1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyxx,YYxyXYX,14,5,False,False,False,non_bs_mid_reduced
ac19_9271,YXXXyxx,YYXyXYxyxYxyX,YXXXyxx,YYXyXYxyxYxyX,7,13,20,13,4,1.125,6.0,1,1,-1,0,0,-1,2,2,6,6,True,2,0,reject,7,6,incumbent_restart,8,872,YXXXyxx,YYXyXYxyxYxyX,20,0,False,False,False,bs_stalled_hi
ac19_9822,YYXXXXYX,YYYXXyxyX,YYXXXXYX,YYYXXyxyX,8,9,17,9,1,1.6,3.0,0,-1,-5,-3,-2,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_10083,YXYxYXXYx,YYXyyxYXyyx,YXYxYXXYx,YYXyyxYXyyx,9,11,20,11,1,1.125,4.0,1,-1,-1,-4,0,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYxYXXYx,YYXyyxYXyyx,20,0,False,False,False,non_bs_mid_stuck
ac19_10111,YYXXYXyyX,YXyxYXXyx,YYXXYXyyX,YXyxYXXyx,9,9,18,9,10,1.2857142857142858,4.0,1,-1,-4,-1,-1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxxx,YYXyxYXyx,16,2,False,False,False,non_bs_short_reduced
ac19_10229,YYXXyxxYXXyxx,YYXYXYxYYXXyxx,YYXXyxxYXXyxx,YYXYXYxYYXXyxx,13,14,27,14,1,1.3333333333333333,5.0,2,-1,0,-1,-1,-5,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXXXYxYx,YYXyxYXyx,17,10,False,False,False,non_bs_long_reduced
ac19_10327,YYYXXXXyyx,YYYYxxyyyXyyx,YYYXXXXyyx,YYYYxxyyyXyyx,10,13,23,13,2,1.8,3.0,3,-1,-3,-1,2,1,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,10,False,False,False,non_bs_long_reduced
ac19_10460,YXXXXyXYx,YXXyxxxxyx,YXXXXyXYx,YXXyxxxxyx,9,10,19,10,3,1.0,3.0,0,-1,-4,-1,3,1,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YXXyx,YXyXyXX,12,7,False,False,False,non_bs_mid_reduced
ac19_10562,YXyxYXXyx,YYXyyXXXYx,YXyxYXXyx,YYXyyXXXYx,9,10,19,10,1,1.2857142857142858,4.0,1,1,-1,0,-3,-1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXYXyXyX,YXyxYXyxx,18,1,False,False,False,non_bs_mid_reduced
ac19_10584,YXXYxxyxx,YXXyXXXyxxYXXyxx,YXXYxxyxx,YXXyXXXyxxYXXyxx,9,16,25,16,1,1.0,5.0,0,-1,2,-1,-3,1,3,3,5,5,False,,,reject,,0,incumbent_restart,33,872,YYXXXYxx,YYXYxxyXX,17,8,False,False,False,non_bs_long_reduced
ac19_10617,YXXXyXXYx,YXyxxYXXXX,YXXXyXXYx,YXyxxYXXXX,9,10,19,10,2,1.0,3.0,0,1,-4,-1,-3,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_10683,YXyxYXXyx,YYXXYxyXYxyXyX,YXyxYXXyx,YYXXYxyXYxyXyX,9,14,23,14,2,1.1,6.0,1,1,-1,0,-3,-1,4,4,6,6,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,6,False,False,False,non_bs_long_reduced
ac19_10811,YXXYxxyx,YYYxxxxyXXXYx,YXXYxxyx,YYYxxxxyXXXYx,8,13,21,13,1,1.3333333333333333,3.0,2,-1,1,-1,2,-3,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyxx,YYxYxyX,14,7,False,False,False,non_bs_mid_reduced
ac19_10820,YYXXXXYX,YYxyXyxxxyX,YYXXXXYX,YYxyXyxxxyX,8,11,19,11,1,1.3333333333333333,4.0,0,1,-5,-3,2,1,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_10822,YYXXYXyxx,YXyXXYxxx,YYXXYXyxx,YXyXXYxxx,9,9,18,9,1,1.1666666666666667,3.0,1,1,-1,-2,0,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXYxxx,YYxYxyX,14,4,False,False,False,non_bs_short_reduced
ac19_10990,YXXYXXyx,YYXXYxxyXyX,YXXYXXyx,YYXXYxxyXyX,8,11,19,11,2,1.1428571428571428,4.0,0,1,-3,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_11074,YYXXXXyx,YYXXXYXyX,YYXXXXyx,YYXXXYXyX,8,9,17,9,4,1.4,3.0,1,1,-3,-1,-5,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YXXyXYx,YYxyXXXX,15,2,False,False,False,non_bs_short_reduced
ac19_11120,YXXYxxyX,YYXXyXYxx,YXXYxxyX,YYXXyXYxx,8,9,17,9,2,1.1666666666666667,3.0,1,1,-1,-1,-1,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXYXyx,YYYXXYX,13,4,False,False,False,non_bs_short_reduced
ac19_11261,YXXXYxxxyx,YYxxxyXYxyX,YXXXYxxxyx,YYxxxyXYxyX,10,11,21,11,16,1.1428571428571428,4.0,0,1,1,-1,2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,23,872,YYXyxxx,YXYxxxyx,15,6,False,False,False,non_bs_mid_reduced
ac19_11495,YXyxYXXyx,YYXyxYXyxyxYx,YXyxYXXyx,YYXyxYXyxyxYx,9,13,22,13,4,1.1,6.0,1,1,-1,0,2,-1,4,4,6,6,False,,,reject,,0,incumbent_restart,8,872,YXYXXYxx,YYxyXYxyX,17,5,False,False,False,non_bs_long_reduced
ac19_11628,YXXyXYx,YYxyXXXX,YXXyXYx,YYxyXXXX,7,8,15,8,7,1.2,3.0,0,-1,-2,-1,-3,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YXXyXYx,YYxyXXXX,15,0,False,False,False,non_bs_short_stuck
ac19_11753,YYXXYxYXX,YYXXyXYYx,YYXXYxYXX,YYXXyXYYx,9,9,18,9,1,1.5,3.0,3,1,-3,-4,-2,-3,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXYxYXX,YYXXyXYYx,18,0,False,False,False,non_bs_short_stuck
ac19_11852,YYXYxxxYX,YYXyxYXyx,YYXYxxxYX,YYXyxYXyx,9,9,18,9,2,1.2857142857142858,4.0,1,-1,1,-4,0,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXYXyXyX,YXyxYXyxx,18,0,False,False,False,non_bs_short_stuck
ac19_11931,YYXXXyx,YYYXYXyyX,YYXXXyx,YYYXYXyyX,7,9,16,9,4,1.4,3.0,1,1,-2,-1,-3,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,3,False,False,False,non_bs_short_reduced
ac19_11953,YXXXyXyX,YYxxYxxyxyX,YXXXyXyX,YYxxYxxyxyX,8,11,19,11,1,1.1428571428571428,4.0,0,1,-5,1,4,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXYxxxyx,YYXyXXyxx,17,2,False,False,False,non_bs_mid_reduced
ac19_12070,YYXXyx,YYYYxyXXyxyXX,YYXXyx,YYYYxyXXyxyXX,6,13,19,13,1,1.5,4.0,3,-1,-1,-1,-2,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_12112,YYXXXXyx,YXYxxyXXX,YYXXXXyx,YXYxxyXXX,8,9,17,9,3,1.2,3.0,0,1,-3,-1,-2,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YXYXyx,YYYXyXX,13,4,False,False,False,non_bs_short_reduced
ac19_12148,YYXXYxyxYxyxx,YYXyXYXyxYxyxx,YYXXYxyxYxyxx,YYXyXYXyxYxyxx,13,14,27,14,1,1.1818181818181819,6.0,1,-1,3,-2,1,-1,5,5,6,6,False,,,reject,,0,incumbent_restart,8,872,YXYxxyx,YYXyxxxx,15,12,False,False,False,non_bs_long_reduced
ac19_12445,YYXXYx,YYYxyyxyXyX,YYXXYx,YYYxyyxyXyX,6,11,17,11,1,1.1666666666666667,4.0,1,-1,-1,-3,0,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxxyx,YYxxYXyxx,17,0,False,False,False,non_bs_short_stuck
ac19_12559,YYXXYYx,YYYXYXXYxx,YYXXYYx,YYYXYXXYxx,7,10,17,10,3,1.6,3.0,2,1,-1,-4,-1,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXYYx,YYYXyXyxx,16,1,False,False,False,non_bs_short_reduced
ac19_12586,YYXXyx,YYXXXYxYXXX,YYXXyx,YYXXXYxYXXX,6,11,17,11,4,1.4,3.0,1,-1,-1,-1,-5,-4,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,3,False,False,False,non_bs_short_reduced
ac19_12596,YXXyXyx,YYxxxyxYX,YXXyXyx,YYxxxyxYX,7,9,16,9,4,1.1666666666666667,3.0,1,1,-2,1,3,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,3,False,False,False,non_bs_short_reduced
ac19_12647,YXXyXyx,YYxxyxyXYXXyX,YXXyXyx,YYxxyxyXYXXyX,7,13,20,13,1,1.125,5.0,1,1,-2,1,-1,0,3,3,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXYxxx,YYxYxyX,14,6,False,False,False,non_bs_mid_reduced
ac19_12854,YXyXYxx,YYYXYYxyX,YXyXYxx,YYYXYYxyX,7,9,16,9,4,1.1666666666666667,3.0,1,-1,0,-1,-1,-4,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YXyxx,YXXyXyX,12,4,False,False,False,non_bs_short_reduced
ac19_13142,YYXXXYx,YYxyXYX,YYXXXYx,YYxyXYX,7,7,14,7,10,1.4,3.0,1,1,-2,-3,-1,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,0,False,False,False,non_bs_short_stuck
ac19_13202,YYXXXYxx,YYXYxxyXX,YYXXXYxx,YYXYxxyXX,8,9,17,9,4,1.4,3.0,1,-1,-1,-3,-1,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYxxyXX,17,0,False,False,False,non_bs_short_stuck
ac19_13214,YYXXyxYXXyxx,YXYxxyXXYXXyx,YYXXyxYXXyxx,YXYxxyXXYXXyx,12,13,25,13,2,1.1111111111111112,5.0,0,-1,-1,-1,-2,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXYxxx,YYxYxyX,14,11,False,False,False,non_bs_long_reduced
ac19_13642,YXXyXyx,YYYxxyXyxx,YXXyXyx,YYYxxyXyxx,7,10,17,10,3,1.3333333333333333,3.0,0,-1,-2,1,3,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_13840,YYXXyXyyx,YYxxyxxYx,YYXXyXyyx,YYxxyxxYx,9,9,18,9,2,1.5,3.0,1,-1,-2,1,5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyXyyx,YYxxyxxYx,18,0,False,False,False,non_bs_short_stuck
ac19_13890,YXXXYxx,YYXXYYxyX,YXXXYxx,YYXXYYxyX,7,9,16,9,2,1.4,3.0,1,-1,-1,-2,-2,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXXYxYXXX,15,1,False,False,False,non_bs_short_reduced
ac19_14165,YYXXyx,YYYXYXXXX,YYXXyx,YYYXYXXXX,6,9,15,9,19,1.75,2.0,1,-1,-1,-1,-5,-4,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,1,False,False,False,non_bs_short_reduced
ac19_14184,YYXXyxx,YYXXYxyXYx,YYXXyxx,YYXXYxyXYx,7,10,17,10,17,1.3333333333333333,4.0,2,-1,0,-1,-1,-3,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_14385,YYXXXyxyx,YYXXXyXyyX,YYXXXyxyx,YYXXXyXyyX,9,10,19,10,3,1.5,3.0,3,-1,-1,0,-5,1,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_14392,YYXXXXYX,YYXyXXyxxYX,YYXXXXYX,YYXyXXyxxYX,8,11,19,11,1,1.3333333333333333,4.0,0,-1,-5,-3,-2,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_14409,YYXXXXXXyx,YXXXXXyxxxxxx,YYXXXXXXyx,YXXXXXyxxxxxx,10,13,23,13,3,1.25,2.0,1,1,-5,-1,1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YYXyxyX,YYxyxxxxx,16,7,False,False,False,bs_stalled_lo
ac19_14424,YXyxYXXyx,YYXyXyXYXYxyX,YXyxYXXyx,YYXyXyXYXYxyX,9,13,22,13,1,1.1,6.0,1,1,-1,0,-4,-1,4,4,6,6,False,,,reject,,0,incumbent_restart,8,872,YXXYxxYx,YYxyXYxyX,17,5,False,False,False,non_bs_long_reduced
ac19_14513,YYXXXyX,YXyxxxYXXyX,YYXXXyX,YXyxxxYXXyX,7,11,18,11,7,1.1666666666666667,4.0,1,-1,-4,-1,-1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,4,False,False,False,non_bs_short_reduced
ac19_14550,YYXXYxxyXyx,YYxYXYYxYXYx,YYXXYxxyXyx,YYxYXYYxYXYx,11,12,23,12,1,1.2222222222222223,5.0,1,1,0,-1,1,-7,4,4,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXyxYx,YYxxxYX,14,9,False,False,False,non_bs_long_reduced
ac19_14569,YYXXyxx,YYXXXYYxyx,YYXXyxx,YYXXXYYxyx,7,10,17,10,2,1.6,3.0,2,-1,0,-1,-1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_14690,YXXXyxx,YYXyXYxyXYxyX,YXXXyxx,YYXyXYxyXYxyX,7,13,20,13,6,1.125,6.0,1,1,-1,0,-2,-1,2,2,6,6,True,2,0,reject,7,6,incumbent_restart,8,872,YXXXyxx,YYXyXYxyXYxyX,20,0,False,False,False,bs_stalled_hi
ac19_14786,YYXXXYX,YYxYXXyXX,YYXXXYX,YYxYXXyXX,7,9,16,9,2,1.4,3.0,1,-1,-4,-3,-3,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YXyXyXX,YYxxxxyx,15,1,False,False,False,non_bs_short_reduced
ac19_14807,YXXYxxyx,YYxxyXXYxyX,YXXYxxyx,YYxxyXXYxyX,8,11,19,11,2,1.1428571428571428,4.0,0,-1,1,-1,0,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXYxxyx,YYXyxxxx,15,4,False,False,False,non_bs_mid_reduced
ac19_14905,YXXyXyxx,YYxYxyxxxYX,YXXyXyxx,YYxYxyxxxYX,8,11,19,11,2,1.1428571428571428,4.0,0,-1,-1,1,4,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYYxyXYx,15,4,False,False,False,non_bs_mid_reduced
ac19_14939,YYXXXYxx,YYYXXyyxx,YYXXXYxx,YYYXXyyxx,8,9,17,9,2,2.0,2.0,4,1,-1,-3,0,-1,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYxxyXX,17,0,False,False,False,non_bs_short_stuck
ac19_15027,YXyxYXXyx,YYXyxYXYXyXyX,YXyxYXXyx,YYXyxYXYXyXyX,9,13,22,13,2,1.1,6.0,1,1,-1,0,-4,-1,4,4,6,6,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,4,False,False,False,non_bs_long_reduced
ac19_15047,YYXXyxx,YYXYxxYxyyX,YYXXyxx,YYXYxxYxyyX,7,11,18,11,1,1.5,4.0,3,1,0,-1,1,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,4,False,False,False,non_bs_short_reduced
ac19_15183,YYXXyxx,YYYxxYYxxyXXX,YYXXyxx,YYYxxYYxxyXXX,7,13,20,13,1,1.8,3.0,3,1,0,-1,1,-4,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxxyXXX,19,1,False,False,False,non_bs_mid_reduced
ac19_15189,YXyxYXXyx,YYXyXyxYXXX,YXyxYXXyx,YYXyXyxYXXX,9,11,20,11,6,1.125,4.0,1,1,-1,0,-4,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,3,False,False,False,non_bs_mid_reduced
ac19_15216,YXyxYXXyx,YYYXyyXXYxyX,YXyxYXXyx,YYYXyyXXYxyX,9,12,21,12,1,1.25,4.0,2,1,-1,0,-3,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,3,False,False,False,non_bs_mid_reduced
ac19_15507,YYXXyxx,YYYYYYXYxYYYYX,YYXXyxx,YYYYYYXYxYYYYX,7,14,21,14,1,1.4,3.0,1,-1,0,-1,-1,-11,2,2,3,3,False,,,reject,,0,incumbent_restart,38,872,YYXXyxx,YYYxYXYYX,16,5,False,False,False,non_bs_mid_reduced
ac19_15540,YXXYXXyx,YXXXXXXXXyxYxxx,YXXYXXyx,YXXXXXXXXyxYxxx,8,15,23,15,2,1.0,3.0,0,-1,-3,-1,-4,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YYXXyxx,YYxyXYX,14,9,False,False,False,non_bs_long_reduced
ac19_15586,YYXXyxx,YYYXYXyx,YYXXyxx,YYYXYXyx,7,8,15,8,10,1.4,3.0,1,-1,0,-1,-1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,2,False,False,False,non_bs_short_reduced
ac19_15616,YYXXXyxx,YYXyXXYXYYx,YYXXXyxx,YYXyXXYXYYx,8,11,19,11,1,1.5,4.0,3,1,-1,-1,-3,-4,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXXyxxYx,YYxYYxxyXX,19,0,False,False,False,non_bs_mid_stuck
ac19_15866,YXXXyXYx,YXyxxxyxx,YXXXyXYx,YXyxxxyxx,8,9,17,9,1,1.0,3.0,0,1,-3,-1,4,1,3,3,3,3,False,,,reject,,0,incumbent_restart,28,872,YXXYxxx,YYXyxYYx,15,2,False,False,False,non_bs_short_reduced
ac19_16098,YXXyXXXXyx,YYXXyxxxxyX,YXXyXXXXyx,YYXXyxxxxyX,10,11,21,11,2,1.1666666666666667,3.0,1,-1,-5,1,1,0,3,3,3,3,False,,,reject,,0,incumbent_restart,28,872,YYXXyxx,YYxYxyX,14,7,False,False,False,non_bs_mid_reduced
ac19_16166,YXXyXyx,YYxxxxxyXX,YXXyXyx,YYxxxxxyXX,7,10,17,10,3,1.2,3.0,0,-1,-2,1,3,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YXXyx,YYXyXX,11,6,False,False,False,non_bs_short_reduced
ac19_16178,YYXXXYX,YYXYxYXyyXX,YYXXXYX,YYXYxYXyyXX,7,11,18,11,2,1.5,4.0,1,-1,-4,-3,-3,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YXyXyXX,YYxxxxyx,15,3,False,False,False,non_bs_short_reduced
ac19_16286,YYXXXXyx,YYXXXYXXyXX,YYXXXXyx,YYXXXYXXyXX,8,11,19,11,4,1.4,3.0,1,-1,-3,-1,-7,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXXyx,YXXyXXXYx,17,2,False,False,False,non_bs_mid_reduced
ac19_16343,YXXYxYxx,YYxyxyXXyyX,YXXYxYxx,YYxyxyXXyyX,8,11,19,11,1,1.2857142857142858,4.0,1,-1,1,-3,-1,2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXYxxx,YYXyxYXyx,16,3,False,False,False,non_bs_mid_reduced
ac19_16371,YXXXYxx,YYYXYYXXyxxYX,YXXXYxx,YYYXYYXXyxxYX,7,13,20,13,3,1.5,4.0,1,1,-1,-2,-2,-5,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXX,YXYxyX,11,9,False,False,False,non_bs_mid_reduced
ac19_16618,YXyXYxx,YYXYXYXyxYx,YXyXYxx,YYXYXYXyxYx,7,11,18,11,2,1.125,5.0,1,-1,0,-1,-1,-4,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YXyxx,YXXyXyX,12,6,False,False,False,non_bs_short_reduced
ac19_16657,YXyxYXXyx,YYYXyyXYxyXX,YXyxYXXyx,YYYXyyXYxyXX,9,12,21,12,1,1.25,4.0,2,1,-1,0,-3,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,3,False,False,False,non_bs_mid_reduced
ac19_16660,YXXXyXYx,YYXXyXYxxxyXX,YXXXyXYx,YYXXyXYxxxyXX,8,13,21,13,1,1.1428571428571428,4.0,0,1,-3,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXXyXYx,YYXXyXXYX,17,4,False,False,False,non_bs_mid_reduced
ac19_16808,YYXXXXyXX,YXXXXXyxxxxxx,YYXXXXyXX,YXXXXXyxxxxxx,9,13,22,13,9,1.25,2.0,1,1,-6,-1,1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YXXyXYx,YYxyXXyyxx,17,5,False,False,False,bs_stalled_lo
ac19_16878,YXyxYXXyx,YYXyxYXyyXXyX,YXyxYXXyx,YYXyxYXyyXXyX,9,13,22,13,1,1.2222222222222223,5.0,1,-1,-1,0,-4,1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXX,YXyxYXX,12,10,False,False,False,non_bs_long_reduced
ac19_16980,YYXXYxYXXYx,YYYXXYxYXyyxxyX,YYXXYxYXXYx,YYYXXYxYXyyxxyX,11,15,26,15,4,1.4444444444444444,5.0,3,-1,-2,-5,-1,-2,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXYxyXX,13,13,False,False,False,non_bs_long_reduced
ac19_17131,YYXXXyX,YYYXyyXX,YYXXXyX,YYYXyyXX,7,8,15,8,5,1.75,2.0,3,1,-4,-1,-3,-1,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,1,False,False,False,non_bs_short_reduced
ac19_17204,YXXXyxYx,YXYxyXXYxyX,YXXXyxYx,YXYxyXXYxyX,8,11,19,11,2,1.0,5.0,0,-1,-1,-1,-2,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YXXXyxYxx,YYXYYXXYxx,19,0,False,False,False,non_bs_mid_stuck
ac19_17343,YYYXXXXyyx,YYYYXXyyyyx,YYYXXXXyyx,YYYYXXyyyyx,10,11,21,11,12,2.0,2.0,4,-1,-3,-1,-1,0,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,8,False,False,False,non_bs_mid_reduced
ac19_17455,YXXYxYxx,YYxyxxyXyXX,YXXYxYxx,YYxyxxyXyXX,8,11,19,11,1,1.1428571428571428,4.0,0,1,1,-3,0,1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,5,False,False,False,non_bs_mid_reduced
ac19_17550,YYXyxxxyyx,YYXXXYXXyyx,YYXyxxxyyx,YYXXXYXXyyx,10,11,21,11,2,1.6666666666666667,3.0,2,1,3,1,-4,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYYXX,YXYXyx,11,10,False,False,False,non_bs_mid_reduced
ac19_17639,YXyXYxx,YYYXYXYx,YXyXYxx,YYYXYXYx,7,8,15,8,4,1.1666666666666667,3.0,1,-1,0,-1,-1,-5,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YXyxx,YXXyXyX,12,3,False,False,False,non_bs_short_reduced
ac19_17727,YXYXXYx,YYXYXXyyxx,YXYXXYx,YYXYXXyyxx,7,10,17,10,2,1.3333333333333333,3.0,0,-1,-2,-3,-1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,4,False,False,False,non_bs_short_reduced
ac19_18122,YXXXyXYx,YXyxxyxxx,YXXXyXYx,YXyxxyxxx,8,9,17,9,6,1.0,3.0,0,1,-3,-1,4,1,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXXyyx,YXyxYxx,14,3,False,False,False,non_bs_short_reduced
ac19_18125,YYXXYXYYXXX,YYYxyyxYXXyX,YYXXYXYYXXX,YYYxyyxYXXyX,11,12,23,12,1,1.5714285714285714,4.0,1,1,-6,-5,-1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXyxxx,YXyXYxxyx,18,5,False,False,False,non_bs_long_reduced
ac19_18168,YXYXXYx,YYxyXyxxxyXX,YXYXXYx,YYxyXyxxxyXX,7,12,19,12,1,1.1428571428571428,4.0,0,1,-2,-3,1,1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_18221,YYXXXYX,YYXYYxyXXyX,YYXXXYX,YYXYYxyXXyX,7,11,18,11,1,1.5,4.0,1,-1,-4,-3,-3,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXX,YXYXyx,11,7,False,False,False,non_bs_short_reduced
