index,name,r1,r2,cluster
57992,ac19_57992,YYXXXYxx,YYYXYYXXyyxyx,non_bs_mid_reduced
58123,ac19_58123,YXXYXXyx,YYxxyXYXXXXyX,non_bs_mid_reduced
58509,ac19_58509,YXXXyxYx,YYxxyXXYX,non_bs_short_stuck
58553,ac19_58553,YXXXyxYxx,YYYxxxyyXX,non_bs_mid_reduced
58707,ac19_58707,YYXXXYx,YYXYXXyyxx,non_bs_short_reduced
59145,ac19_59145,YYXXXXyXX,YXyxxyXXYxx,non_bs_mid_reduced
59162,ac19_59162,YYXXyx,YYYYxyyXXYX,non_bs_short_reduced
59205,ac19_59205,YXXyXyx,YYXXXXyyXyxx,non_bs_mid_reduced
59474,ac19_59474,YYXXyx,YYXYYxxyXXX,non_bs_short_reduced
59701,ac19_59701,YXXYXXyX,YYYXyyyxx,non_bs_short_stuck
59994,ac19_59994,YXXYxxyx,YXYxxxxYx,non_bs_short_reduced
59995,ac19_59995,YXyxYXXyx,YYXXyXXXyxYX,non_bs_mid_reduced
60154,ac19_60154,YXXYxxyX,YYxxyXyXXyx,non_bs_mid_reduced
60302,ac19_60302,YXyxYXXyx,YYYXXyyxxx,non_bs_mid_reduced
60861,ac19_60861,YXXYxxyx,YXyxYxYXXyxxx,non_bs_mid_reduced
60885,ac19_60885,YXXYxYxxx,YYXyxxyXyX,non_bs_mid_reduced
61193,ac19_61193,YXyxYXXyx,YYXyxYYXXyXyX,non_bs_long_reduced
61253,ac19_61253,YYXXyxx,YYYYYYXYXYxxYYX,non_bs_long_reduced
61376,ac19_61376,YXyxYXXyx,YYYXyXyxYXyXX,non_bs_long_reduced
61464,ac19_61464,YXXyxYXXyxx,YYXXXyXYXyxYXXyx,non_bs_long_reduced
61529,ac19_61529,YXXyxYXXyxx,YYXXyxYxyxYxyx,non_bs_long_reduced
61538,ac19_61538,YYXXYxxxxYx,YYXXyxxxYYx,non_bs_long_reduced
61871,ac19_61871,YYXXXXyxxx,YYXXYYXXXXYxxYX,non_bs_long_reduced
61995,ac19_61995,YYXXyxx,YYxxyXXXYxyX,non_bs_mid_reduced
62315,ac19_62315,YYXXXyX,YYYxyXyyX,non_bs_short_reduced
62561,ac19_62561,YXyxYXXyx,YYXYXyXXXyx,non_bs_mid_reduced
62582,ac19_62582,YYXXXYx,YYXXYXyyxx,non_bs_short_reduced
62675,ac19_62675,YYXXyxx,YXYXXXYxYxx,non_bs_short_reduced
62731,ac19_62731,YXyXYxx,YYXYxYYXXyx,non_bs_short_reduced
62816,ac19_62816,YXYXyXXYXyX,YYYXyXXXYXyXyx,non_bs_long_reduced
63358,ac19_63358,YYXXXYx,YYXYxYxyyXX,non_bs_short_reduced
63590,ac19_63590,YXXYXXyX,YYYXXXyXYXXyyxx,non_bs_long_reduced
63678,ac19_63678,YYYXXXyxx,YXXyxxxxyXX,non_bs_mid_reduced
63737,ac19_63737,YXyXYXyxx,YYXXyxYXyx,non_bs_mid_stuck
63792,ac19_63792,YXyxYXXyx,YYYXXyxYXXyXyX,non_bs_long_reduced
63978,ac19_63978,YXXyXYx,YYXXyxxYXXyxxyx,non_bs_long_reduced
63990,ac19_63990,YXyxYXXyx,YYXYxyXXyX,non_bs_mid_reduced
63999,ac19_63999,YXXyXyXyX,YYYXyxxxyx,non_bs_mid_reduced
64052,ac19_64052,YYXXyxx,YYXyXYYxxyX,non_bs_short_reduced
64081,ac19_64081,YXyxYXXyx,YYYXyyxYXyXX,non_bs_mid_reduced
64163,ac19_64163,YXXYxxyx,YYXYXyXyXXyxxyx,non_bs_long_reduced
64498,ac19_64498,YXyxYXXyx,YYYXyxxxyx,non_bs_mid_stuck
64649,ac19_64649,YYXyxYXXyx,YYXyyXYxyxx,non_bs_mid_reduced
64974,ac19_64974,YXXXyXyX,YYxYxxyxyxx,non_bs_mid_reduced
64979,ac19_64979,YYYXXXYYXXX,YYXXXYXXYYxyX,non_bs_long_reduced
65047,ac19_65047,YXYXyXXYXyX,YYXYXyXYXXyXyX,non_bs_long_reduced
65206,ac19_65206,YYXXXYxx,YYXYYxxyXYX,non_bs_mid_stuck
65522,ac19_65522,YXXyXyX,YYYxyyxYxxyX,non_bs_mid_reduced
65706,ac19_65706,YYXXXyx,YYYYXXyyXYXX,non_bs_mid_reduced
65715,ac19_65715,YYXXyxx,YYXYXXyyxyx,non_bs_short_reduced
65737,ac19_65737,YXXYxYxx,YYxyxyXyX,non_bs_short_stuck
65738,ac19_65738,YXyxYXXyx,YYXXyXyXYXYXyx,non_bs_long_reduced
65753,ac19_65753,YXXYxYxxx,YYYYXyXyxxx,non_bs_mid_reduced
65967,ac19_65967,YXYXyXXYXyX,YYXyXyyxYYxyx,non_bs_long_reduced
66134,ac19_66134,YXYxxYXyx,YYXyxyXXyxx,non_bs_mid_reduced
66183,ac19_66183,YXyxYXXyx,YYXyyXYXXYxyX,non_bs_long_reduced
66196,ac19_66196,YYXXYYx,YYXYxYXXyx,non_bs_short_reduced
66234,ac19_66234,YXXyXyx,YYxxxxxxyXXX,non_bs_mid_reduced
66543,ac19_66543,YXYXyXXYXyX,YYxYxyXYXyXyxyX,non_bs_long_reduced
66801,ac19_66801,YXyxYXXyx,YYYXyxYXyXyxxx,non_bs_long_reduced
66839,ac19_66839,YYXXYYx,YYXyxxyXXyx,non_bs_short_reduced
66937,ac19_66937,YXXYXXyx,YYYXXXXXXyX,non_bs_mid_reduced
67050,ac19_67050,YYXXyxx,YYYXyXXYxyx,non_bs_short_reduced
67288,ac19_67288,YYXXYxyXyx,YXXYxYXXXYx,non_bs_mid_reduced
67659,ac19_67659,YXYXXYx,YYxyXyXyxyx,non_bs_short_reduced
67821,ac19_67821,YXYxyx,YYXyxYYxxYxYYxx,non_bs_mid_reduced
68323,ac19_68323,YYXXXyXYx,YXYXXXyxx,non_bs_short_reduced
68470,ac19_68470,YYXXXyx,YYYXXXYXyX,non_bs_short_reduced
68714,ac19_68714,YXXyXyx,YYxxyxyXXXYx,non_bs_mid_reduced
68740,ac19_68740,YXXYxYxx,YYxYXXXyxyx,non_bs_mid_reduced
69068,ac19_69068,YYXXyxx,YYXYxyyXYxyx,non_bs_mid_reduced
69074,ac19_69074,YYXXXyX,YYXyxYXXXyxyx,non_bs_mid_reduced
69099,ac19_69099,YXYXXYx,YYxyXXXyxxyx,non_bs_mid_reduced
69125,ac19_69125,YXyxYXXyx,YYYXyxyXYxyXX,non_bs_long_reduced
69139,ac19_69139,YXXYxxyx,YYXYXyXyyxx,non_bs_mid_reduced
69316,ac19_69316,YXXyXyx,YYXyxyXXyyX,non_bs_short_reduced
69547,ac19_69547,YYXXYx,YYxYxYXyxYXXX,non_bs_mid_reduced
69562,ac19_69562,YXXYxxyX,YYXXXXyxxxx,non_bs_mid_reduced
69899,ac19_69899,YYXXyxx,YYXXYxxxyXYx,non_bs_mid_reduced
69972,ac19_69972,YXXyXyx,YYXYxYxyyxyX,non_bs_mid_reduced
70288,ac19_70288,YXyxYXXyx,YYXyyXXXyX,non_bs_mid_stuck
70475,ac19_70475,YYXXXXXYXX,YYXyXYYXyXX,non_bs_mid_reduced
70696,ac19_70696,YXXXyXyx,YYXXyyxyX,non_bs_short_reduced
70723,ac19_70723,YXXyXyx,YYYxxxYxyx,non_bs_short_reduced
70758,ac19_70758,YYXXXYX,YYxyXYxyXX,non_bs_short_reduced
70845,ac19_70845,YYXYXyXXyX,YXYXyXYXXyX,non_bs_mid_reduced
70892,ac19_70892,YYXXYxxyX,YYXXyxYXyx,non_bs_mid_reduced
70931,ac19_70931,YYYXXYXyX,YYYXXXXYX,non_bs_short_reduced
71343,ac19_71343,YYXXXYx,YYXXyxYXyx,non_bs_short_reduced
71648,ac19_71648,YYXXyxx,YYYXYYxyyX,non_bs_short_reduced
71828,ac19_71828,YYXXXXX,YXyXXYxYXyx,non_bs_short_reduced
71854,ac19_71854,YXXyXyx,YYXyxYxxyx,non_bs_short_reduced
71984,ac19_71984,YYXXXYX,YYYXXyXyxYX,non_bs_short_reduced
72393,ac19_72393,YXXyXyX,YYYXyxYxxyxyxx,non_bs_mid_reduced
72497,ac19_72497,YXyxYXXyx,YYXyxYXyxyxYxx,non_bs_long_reduced
