TABLE A - SOLVED: 113 distinct Aut(F2) orbits over the 640 trivial cells,,,,,,,,,TABLE B - UNSOLVED: 124 ACA classes over the 550 unsolved cells
aut_id,rep_r1,rep_r2,rep_len,n_cells,ms_r1,ms_r2,cells,,aca_id,r1,r2,rep_r1,rep_r2,rep_len,n_reps,n_cells,reps
sol_081,YXXyx,YYXyyXYx,13,2,YYXyx,YXXyXYxx,yXYxxYX@1 yxxyXXY@1,,aca_81,YXXXYxx,YYYYYYYXyyyyyyx,YXXXYxx,YYYYYYYXyyyyyyx,22,2,2,22_1 22_4
sol_082,YXXyx,YYXyyXyx,13,2,YYXyx,YXXyxYxx,yXYxxyX@1 yxxYXXY@1,,aca_82,YYYXXXXXyyx,YYXyxxyyxYX,YYYXXXXXyyx,YYXyxxyyxYX,22,2,2,22_10 22_6
sol_083,YXXyx,YYXyyxYx,13,2,YYXyx,YXXyXyxx,XYXYxxy@1 yxxYXXy@1,,aca_83,YXXyXYxxx,YYYYYYYXXyxxx,YXXyXYxxx,YYYYYYYXXyxxx,22,2,2,22_11 22_7
sol_084,YXXyx,YYYXXyyX,13,2,YYXyx,YYXXXYxx,XXYxxYY@1 yxxyyXX@1,,aca_84,YXXXyxYxx,YYYYYYYXXXYxx,YXXXyxYxx,YYYYYYYXXXYxx,22,2,2,22_12 22_5
sol_085,YXXyx,YYYXXyyx,13,2,YYXyx,YYXXXyxx,XXYxxyy@1 yxxYYXX@1,,aca_85,YXXXyxx,YYYYYYYXyyyyyyx,YXXXyxx,YYYYYYYXyyyyyyx,22,2,2,22_2 22_3
sol_086,YXXyx,YYYXyXyX,13,2,YYXyx,YXXXYxYx,XXYxYxY@1 yxyxyXX@1,,aca_86,YYYXXXXXyyX,YYXyxxyyXYx,YYYXXXXXyyX,YYXyxxyyXYx,22,2,2,22_8 22_9
sol_087,YXXyx,YYYXyXyx,13,2,YYXyx,YXXXyxYx,XXYxyxy@1 yxYxYXX@1,,aca_87,YYXXXYxx,YYYYYYYXyyyyyyx,YYXXXYxx,YYYYYYYXyyyyyyx,23,2,2,23_1 23_13
sol_088,YXXyx,YYYXyxyx,13,2,YYXyx,YXYxxxyX,XXYxYxy@1 yxyxYXX@1,,aca_88,YYXXXyxx,YYYYYXXYxyXyXyx,YYXXXyxx,YYYYYXXYxyXyXyx,23,2,2,23_10 23_18
sol_089,YXXyx,YYYXyyX,12,2,YYXyx,YXXXYxx,XXYxxY@1 yxxyXX@1,,aca_89,YXXYxxyx,YYYYYYYXyyyyyyx,YXXYxxyx,YYYYYYYXyyyyyyx,23,2,2,23_11 23_2
sol_090,YXXyx,YYYXyyXX,13,2,YYXyx,YYxxYXXX,XXYYxxY@1 yyxxyXX@1,,aca_90,YYXXXyxx,YYYYYYYXyyyyyyx,YYXXXyxx,YYYYYYYXyyyyyyx,23,2,2,23_12 23_4
sol_091,YXXyx,YYYXyyxx,13,2,YYXyx,YYxxxyXX,XXYYxxy@1 yyxxYXX@1,,aca_91,YXXXyxYx,YYYYYYYXyyyyyyx,YXXXyxYx,YYYYYYYXyyyyyyx,23,2,2,23_14 23_8
sol_092,YYXXXXyX,YXXXXXXXXyxxxxxxx,25,2,YYYYXXYx,YYYYYYYYXyyyyyyyx,XYxYYYY@7 yxyyyyX@7,,aca_92,YXyXYxxx,YYYYYYYXyyyyyyx,YXyXYxxx,YYYYYYYXyyyyyyx,23,2,2,23_15 23_7
sol_093,YYXXXXyX,YXXXXXXyxxxxx,21,2,YYYYXXYx,YYYYYYXyyyyyx,XYxYYYY@5 yxyyyyX@5,,aca_93,YXXXyxYx,YYYYYYYxyyyyyyX,YXXXyxYx,YYYYYYYxyyyyyyX,23,2,2,23_16 23_6
sol_094,YYXXXXyX,YXXXXXyxxxx,19,2,YYYYXXYx,YYYYYXyyyyx,XYxYYYY@4 yxyyyyX@4,,aca_94,YXXXYxYx,YYYYYYYXyyyyyyx,YXXXYxYx,YYYYYYYXyyyyyyx,23,2,2,23_17 23_5
sol_095,YYXXXXyX,YXXXXXyxxxxxx,21,2,YYYYxYXX,YYYYYYXyyyyyx,XYYYYxY@5 yyyyxyX@5,,aca_95,YXXYxYxxx,YYYXyyyXXyxx,YXXYxYxxx,YYYXyyyXXyxx,21,2,2,23_19 23_9
sol_096,YYXXXXyX,YXXXXyxxx,17,2,YYYYXXYx,YYYYXyyyx,XYxYYYY@3 yxyyyyX@3,,aca_96,YXXYxxyX,YYYYYYYXyyyyyyx,YXXYxxyX,YYYYYYYXyyyyyyx,23,2,2,23_20 23_3
sol_097,YYXXXXyX,YXXXXyxxxxx,19,2,YYYYxYXX,YYYYYXyyyyx,XYYYYxY@4 yyyyxyX@4,,aca_97,YXXXYxx,YYYYYYYYXyyyyyyyx,YXXXYxx,YYYYYYYYXyyyyyyyx,24,2,2,24_1 24_4
sol_098,YYXXXXyx,YXXXXXXXXyxxxxxxx,25,2,YYYYXXyx,YYYYYYYYXyyyyyyyx,XYxyyyy@7 yxYYYYX@7,,aca_98,YXXXyxx,YYYYYYYYXyyyyyyyx,YXXXyxx,YYYYYYYYXyyyyyyyx,24,2,2,24_2 24_3
sol_099,YYXXXXyx,YXXXXyxxx,17,2,YYYYXXyx,YYYYXyyyx,XYxyyyy@3 yxYYYYX@3,,aca_99,YYXXXYxx,YYYYYYYYXyyyyyyyx,YYXXXYxx,YYYYYYYYXyyyyyyyx,25,2,2,25_1 25_22
sol_100,YYXXXXyx,YXXXXyxxxxx,19,2,YYYYxxyX,YYYYYXyyyyx,XYYYYxy@4 yyyyxYX@4,,aca_100,YYXXXyxx,YYYYYYYXXyXyXyXyx,YYXXXyxx,YYYYYYYXXyXyXyXyx,25,2,2,25_10 25_21
sol_101,YYXXXXyx,YXXXyxxxx,17,2,YYYYxxyX,YYYYXyyyx,XYYYYxy@3 yyyyxYX@3,,aca_101,YXXXYxYx,YYYYYYYYXyyyyyyyx,YXXXYxYx,YYYYYYYYXyyyyyyyx,25,2,2,25_11 25_26
sol_102,YYXXXyXX,YXXXXXXyxxxxx,21,2,YYYXXYYx,YYYYYYXyyyyyx,XYYxYYY@5 yyxyyyX@5,,aca_102,YXXXyxYx,YYYYYYYYxyyyyyyyX,YXXXyxYx,YYYYYYYYxyyyyyyyX,25,2,2,25_12 25_25
sol_103,YYXXXyXX,YXXXXXXyxxxxxxx,23,2,YYYxYYXX,YYYYYYYXyyyyyyx,XYYYxYY@6 yyyxyyX@6,,aca_103,YXyXYxxx,YYYYYYYYXyyyyyyyx,YXyXYxxx,YYYYYYYYXyyyyyyyx,25,2,2,25_13 25_24
sol_104,YYXXXyXX,YXXXXXyxxxx,19,2,YYYXXYYx,YYYYYXyyyyx,XYYxYYY@4 yyxyyyX@4,,aca_104,YXXXyxYx,YYYYYYYYXyyyyyyyx,YXXXyxYx,YYYYYYYYXyyyyyyyx,25,2,2,25_14 25_23
sol_105,YYXXXyXX,YXXXXXyxxxxxx,21,2,YYYxYYXX,YYYYYYXyyyyyx,XYYYxYY@5 yyyxyyX@5,,aca_105,YYXXXYxx,YYYYYYYYxyyyyyyyX,YYXXXYxx,YYYYYYYYxyyyyyyyX,25,2,2,25_15 25_28
sol_106,YYXXXyXX,YXXXyxxxx,17,2,YYYxYYXX,YYYYXyyyx,XYYYxYY@3 yyyxyyX@3,,aca_106,YYXXXyxx,YYYYYYYYxyyyyyyyX,YYXXXyxx,YYYYYYYYxyyyyyyyX,25,2,2,25_16 25_27
sol_107,YYXXXyxx,YXXXXXXXyxxxxxx,23,2,YYYXXyyx,YYYYYYYXyyyyyyx,XYYxyyy@6 yyxYYYX@6,,aca_107,YXXyXyxx,YYYYYYYYxyyyyyyyX,YXXyXyxx,YYYYYYYYxyyyyyyyX,25,2,2,25_17 25_9
sol_108,YYXXXyxx,YXXXXXXyxxxxx,21,2,YYYXXyyx,YYYYYYXyyyyyx,XYYxyyy@5 yyxYYYX@5,,aca_108,YXXYxxyx,YYYYYYYYXyyyyyyyx,YXXYxxyx,YYYYYYYYXyyyyyyyx,25,2,2,25_18 25_5
sol_109,YYXXXyxx,YXXXXXXyxxxxxxx,23,2,YYYxxyyX,YYYYYYYXyyyyyyx,XYYYxyy@6 yyyxYYX@6,,aca_109,YXXYxxyX,YYYYYYYYxyyyyyyyX,YXXYxxyX,YYYYYYYYxyyyyyyyX,25,2,2,25_19 25_8
sol_110,YYXXXyxx,YXXXXXyxxxx,19,2,YYYXXyyx,YYYYYXyyyyx,XYYxyyy@4 yyxYYYX@4,,aca_110,YXXYxYxx,YYYYYYYYxyyyyyyyX,YXXYxYxx,YYYYYYYYxyyyyyyyX,25,2,2,25_2 25_30
sol_111,YYXXXyxx,YXXXXyxxx,17,2,YYYXXyyx,YYYYXyyyx,XYYxyyy@3 yyxYYYX@3,,aca_111,YXXYxxyx,YYYYYYYYxyyyyyyyX,YXXYxxyx,YYYYYYYYxyyyyyyyX,25,2,2,25_20 25_4
sol_112,YYXXXyxx,YXXXyxxxx,17,2,YYYxxyyX,YYYYXyyyx,XYYYxyy@3 yyyxYYX@3,,aca_112,YXXYxxyX,YYYYYYYYXyyyyyyyx,YXXYxxyX,YYYYYYYYXyyyyyyyx,25,2,2,25_29 25_6
,,,,,,,,,aca_113,YXXYxYxx,YYYYYYYYXyyyyyyyx,YXXYxYxx,YYYYYYYYXyyyyyyyx,25,2,2,25_3 25_32
,,,,,,,,,aca_114,YXXyXyxx,YYYYYYYYXyyyyyyyx,YXXyXyxx,YYYYYYYYXyyyyyyyx,25,2,2,25_31 25_7
,,,,,,,,,aca_115,YXYxyx,YYYYxxx,YXYxyx,YYYYxxx,13,1,34,13_1
,,,,,,,,,aca_116,YYYXyyX,YXXXyxx,YYYXyyX,YXXXyxx,14,1,36,14_1
,,,,,,,,,aca_117,YYYXyyx,YXXXyxx,YYYXyyx,YXXXyxx,14,1,6,14_2
,,,,,,,,,aca_118,YXXyxYx,YYYYXyxx,YXXyxYx,YYYYXyxx,15,1,22,15_1
,,,,,,,,,aca_119,YXXyxYx,YYYYYXyxx,YXXyxYx,YYYYYXyxx,16,1,16,16_1
,,,,,,,,,aca_120,YXXXYxx,YYYYXyyyx,YXXXYxx,YYYYXyyyx,16,1,2,16_2
,,,,,,,,,aca_121,YXXXyxx,YYYYXyyyx,YXXXyxx,YYYYXyyyx,16,1,2,16_3
,,,,,,,,,aca_122,YXXXyxx,YYYYYXyyyyx,YXXXyxx,YYYYYXyyyyx,18,1,2,18_2
,,,,,,,,,aca_123,YXXXyxx,YYYYYYXyyyyyx,YXXXyxx,YYYYYYXyyyyyx,20,1,2,20_2
