line_idx,r1,r2,greedy_solved,greedy_path_length
3798,xxyxxYY,xxyXyXYxY,True,40
3799,xxyxxYY,xxyXyXYXY,True,30
3800,xxyxxYY,xxyXYxyXY,True,14
3801,xxyxxYY,xxyXYxYXy,False,-1
3802,xxyxxYY,xxyXYXyxY,True,21
3803,xxyxxYY,xxyXYXyXY,True,25
3804,xxyxxYY,xxyXYXYXy,False,-1
3805,xxyxxYY,xxyyyXYYY,True,5
3806,xxyxxYY,xxYxyXyXY,False,-1
3807,xxyxxYY,xxYXyxyXY,False,-1
3808,xxyxxYY,xxYXyXyXY,False,-1
3809,xxyxxYY,xyxyyXYYY,False,-1
3810,xxyxxYY,xyXyyxYYY,False,-1
3811,xxyxxYY,xyXyyXYYY,False,-1
3812,xxyxxYY,xyXYYYxyy,False,-1
3813,xxyxxYY,xyXYYYXyy,False,-1
3814,xxyxxYY,xyyXyXYYY,False,-1
3815,xxyxy,xxxxxxyXXyy,True,12
3816,xxyxy,xxxxxxyXyXy,True,12
3817,xxyxy,xxxxxyxyXXy,True,4
3818,xxyxy,xxxxxyXXyXY,True,10
3819,xxyxy,xxxxxyXXYXy,True,8
3820,xxyxy,xxxxxyXyXXY,True,10
3821,xxyxy,xxxxxyyXXXY,True,10
3822,xxyxy,xxxxxyyyyXY,True,10
3823,xxyxy,xxxxyxxyXXy,True,4
3824,xxyxy,xxxxyxyXXXY,True,4
3825,xxyxy,xxxxyxyyyXY,True,8
3826,xxyxy,xxxxyxYXXXy,True,10
3827,xxyxy,xxxxyxYXyyy,True,9
3828,xxyxy,xxxxyXXXyxY,True,12
3829,xxyxy,xxxxyXyyXYY,True,8
3830,xxyxy,xxxxyXyyyxY,True,8
3831,xxyxy,xxxxyXYxyyy,True,10
3832,xxyxy,xxxxyXYYXyy,True,8
3833,xxyxy,xxxxyyxyyXY,True,12
3834,xxyxy,xxxxyyxYXyy,True,12
3835,xxyxy,xxxxyyXyXYY,True,10
3836,xxyxy,xxxxyyXyyxY,True,12
3837,xxyxy,xxxxyyyxyXY,True,12
3838,xxyxy,xxxxyyyXXYY,True,10
3839,xxyxy,xxxxyyyXyxY,True,10
3840,xxyxy,xxxxyyyXYXY,True,8
3841,xxyxy,xxxxYXyyyXY,True,8
3842,xxyxy,xxxyxxxyXXy,True,8
3843,xxyxy,xxxyxxyXXXY,True,4
3844,xxyxy,xxxyxxyyyXY,True,8
3845,xxyxy,xxxyxxYXXXy,True,10
3846,xxyxy,xxxyxxYXyyy,True,9
3847,xxyxy,xxxyxyxyyXY,True,8
3848,xxyxy,xxxyxyxYXyy,True,8
3849,xxyxy,xxxyxyXyXYY,True,4
3850,xxyxy,xxxyxyXyyxY,True,4
3851,xxyxy,xxxyxyXYxyy,True,4
3852,xxyxy,xxxyxyXYYXy,True,4
3853,xxyxy,xxxyxyyxyXY,True,5
3854,xxyxy,xxxyxyyxYXy,True,5
3855,xxyxy,xxxyxyyXXYY,True,8
3856,xxyxy,xxxyxyyXyxY,True,6
3857,xxyxy,xxxyxyyXYxy,True,5
3858,xxyxy,xxxyxyyXYXY,True,5
3859,xxyxy,xxxyxYxyXyy,True,6
3860,xxyxy,xxxyxYxyyXy,True,6
3861,xxyxy,xxxyxYXyxyy,True,8
3862,xxyxy,xxxyxYXyyXY,True,6
3863,xxyxy,xxxyxYXYXyy,True,5
3864,xxyxy,xxxyxYYXXyy,True,9
3865,xxyxy,xxxyxYYXyXy,True,6
3866,xxyxy,xxxyXXXyxxY,True,12
3867,xxyxy,xxxyXXyyxYY,True,11
3868,xxyxy,xxxyXXYYxyy,True,10
3869,xxyxy,xxxyXyxyXYY,True,12
3870,xxyxy,xxxyXyxyyxY,True,10
3871,xxyxy,xxxyXyxYxyy,True,8
3872,xxyxy,xxxyXyxYYXy,True,10
3873,xxyxy,xxxyXyXyxYY,True,8
3874,xxyxy,xxxyXyyxyxY,True,10
3875,xxyxy,xxxyXyyxYXY,True,10
3876,xxyxy,xxxyXyyXYxY,True,8
3877,xxyxy,xxxyXyyyxxY,True,11
3878,xxyxy,xxxyXYxxyyy,True,10
3879,xxyxy,xxxyXYxyxyy,True,6
3880,xxyxy,xxxyXYxyyXY,True,8
3881,xxyxy,xxxyXYxYXyy,True,8
3882,xxyxy,xxxyXYXyyxY,True,7
3883,xxyxy,xxxyXYXYxyy,True,5
3884,xxyxy,xxxyyxxyyXY,True,10
3885,xxyxy,xxxyyxxYXyy,True,10
3886,xxyxy,xxxyyxyxyXY,True,10
3887,xxyxy,xxxyyxyXXYY,True,12
3888,xxyxy,xxxyyxyXyxY,True,10
3889,xxyxy,xxxyyxyXYXY,True,5
3890,xxyxy,xxxyyxYXyXY,True,7
3891,xxyxy,xxxyyXXyxYY,True,8
3892,xxyxy,xxxyyXyxyxY,True,10
3893,xxyxy,xxxyyXyxYXY,True,10
3894,xxyxy,xxxyyXyXYxY,True,8
3895,xxyxy,xxxyyXyyxxY,True,9
3896,xxyxy,xxxyyXYxyXY,True,8
3897,xxyxy,xxxyyXYXyxY,True,12
3898,xxyxy,xxxyyyxxyXY,True,10
3899,xxyxy,xxxyyyxYXXY,True,8
3900,xxyxy,xxxyyyXXYxY,True,8
3901,xxyxy,xxxyyyXyxxY,True,8
3902,xxyxy,xxxyyyyXYYY,True,6
3903,xxyxy,xxxyyyyyxYY,True,6
3904,xxyxy,xxxYxyXyyXY,True,8
3905,xxyxy,xxxYxyyXyXY,True,10
3906,xxyxy,xxxYxyyyXXY,True,10
3907,xxyxy,xxxYXyxyyXY,True,10
3908,xxyxy,xxyxxyxyyXY,True,8
3909,xxyxy,xxyxxyxYXyy,True,5
3910,xxyxy,xxyxxyXyXYY,True,4
3911,xxyxy,xxyxxyXyyxY,True,4
3912,xxyxy,xxyxxyXYxyy,True,4
3913,xxyxy,xxyxxyXYYXy,True,4
3914,xxyxy,xxyxxyyxyXY,True,5
3915,xxyxy,xxyxxyyXXYY,True,8
3916,xxyxy,xxyxxyyXyxY,True,6
3917,xxyxy,xxyxxyyXYXY,True,5
3918,xxyxy,xxyxxYXyyXY,True,6
3919,xxyxy,xxyxyxyxyXY,True,5
3920,xxyxy,xxyxyxyxYXy,True,4
3921,xxyxy,xxyxyxyXXYY,True,8
3922,xxyxy,xxyxyxyXyxY,True,6
3923,xxyxy,xxyxyxyXYxy,True,5
3924,xxyxy,xxyxyxyXYXY,True,5
3925,xxyxy,xxyxyxYxyXy,True,6
3926,xxyxy,xxyxyxYXyxy,True,5
3927,xxyxy,xxyxyxYXyXY,True,6
3928,xxyxy,xxyxyxYXYXy,True,5
3929,xxyxy,xxyxyxYYXXy,True,8
3930,xxyxy,xxyxyXXyxYY,True,8
3931,xxyxy,xxyxyXXYYxy,True,8
3932,xxyxy,xxyxyXyxyxY,True,5
3933,xxyxy,xxyxyXyxYxy,True,6
3934,xxyxy,xxyxyXyxYXY,True,5
3935,xxyxy,xxyxyXyXYxY,True,6
3936,xxyxy,xxyxyXyyxxY,True,8
3937,xxyxy,xxyxyXYxxyy,True,8
3938,xxyxy,xxyxyXYxyXY,True,5
3939,xxyxy,xxyxyXYxYXy,True,6
3940,xxyxy,xxyxyXYXyxY,True,5
3941,xxyxy,xxyxyXYXYxy,True,5
3942,xxyxy,xxyxyyxxyXY,True,4
3943,xxyxy,xxyxyyxxYXy,True,8
3944,xxyxy,xxyxyyxYXXY,True,4
3945,xxyxy,xxyxyyXXYxY,True,4
3946,xxyxy,xxyxyyXyxxY,True,4
3947,xxyxy,xxyxyyyXYYY,True,4
3948,xxyxy,xxyxyyyyxYY,True,4
3949,xxyxy,xxyxYxxyXyy,True,4
3950,xxyxy,xxyxYxxyyXy,True,8
3951,xxyxy,xxyxYxyxyXy,True,5
3952,xxyxy,xxyxYxyXyXY,True,6
3953,xxyxy,xxyxYxyXYXy,True,5
3954,xxyxy,xxyxYxyyXXY,True,9
3955,xxyxy,xxyxYxYXXyy,True,4
3956,xxyxy,xxyxYxYXyXy,True,6
3957,xxyxy,xxyxYXXyyxY,True,9
3958,xxyxy,xxyxYXXYxyy,True,4
3959,xxyxy,xxyxYXyxxyy,True,4
3960,xxyxy,xxyxYXyxyXY,True,10
3961,xxyxy,xxyxYXyxYXy,True,5
3962,xxyxy,xxyxYXyXyxY,True,6
3963,xxyxy,xxyxYXyXYxy,True,6
3964,xxyxy,xxyxYXYxyXy,True,5
3965,xxyxy,xxyxYYxyXXy,True,8
3966,xxyxy,xxyxYYxyyyy,True,4
3967,xxyxy,xxyxYYYXyyy,True,4
3968,xxyxy,xxyXXyxyxYY,True,10
3969,xxyxy,xxyXXyXXYYY,True,8
3970,xxyxy,xxyXXyXYXYY,True,8
3971,xxyxy,xxyXXyXYYXY,True,12
3972,xxyxy,xxyXXyyxxYY,True,8
3973,xxyxy,xxyXXyyxYxY,True,9
3974,xxyxy,xxyXXYxyyxY,True,10
3975,xxyxy,xxyXXYxYxyy,True,10
3976,xxyxy,xxyXXYYxxyy,True,10
3977,xxyxy,xxyXXYYXyXY,True,12
3978,xxyxy,xxyXXYYXYXy,True,5
3979,xxyxy,xxyXXYYYXXy,True,8
3980,xxyxy,xxyXyxxyXYY,True,10
3981,xxyxy,xxyXyxxyyxY,True,8
3982,xxyxy,xxyXyxyxyxY,True,4
3983,xxyxy,xxyXyxyxYXY,True,5
3984,xxyxy,xxyXyxyXYxY,True,12
3985,xxyxy,xxyXyxyyxxY,True,10
3986,xxyxy,xxyXyxYxxyy,True,8
3987,xxyxy,xxyXyxYxyXY,True,12
3988,xxyxy,xxyXyxYxYXy,True,10
3989,xxyxy,xxyXyxYXyxY,True,12
3990,xxyxy,xxyXyXXYYXY,True,12
3991,xxyxy,xxyXyXyxxYY,True,11
3992,xxyxy,xxyXyXyxYxY,True,9
3993,xxyxy,xxyXyXYxyxY,True,10
3994,xxyxy,xxyXyXYXYXY,True,4
3995,xxyxy,xxyXyyxxYXY,True,10
3996,xxyxy,xxyXyyXYxxY,True,10
3997,xxyxy,xxyXyyyxYYY,True,11
3998,xxyxy,xxyXYxxyyXY,True,8
3999,xxyxy,xxyXYxxYXyy,True,8
4000,xxyxy,xxyXYxyxyXY,True,5
4001,xxyxy,xxyXYxyxYXy,True,6
4002,xxyxy,xxyXYxyXyxY,True,10
4003,xxyxy,xxyXYXyxyxY,True,5
4004,xxyxy,xxyXYXyXXYY,True,6
4005,xxyxy,xxyXYXyXYXY,True,6
4006,xxyxy,xxyXYXyyxxY,True,6
4007,xxyxy,xxyXYXYxxyy,True,5
4008,xxyxy,xxyXYXYXyXY,True,8
4009,xxyxy,xxyXYXYXYXy,True,4
4010,xxyxy,xxyXYYXXyXY,True,10
4011,xxyxy,xxyXYYYxyyy,True,9
4012,xxyxy,xxyyxxYXyXY,True,8
4013,xxyxy,xxyyxyyXYYY,True,8
4014,xxyxy,xxyyxyyyxYY,True,8
4015,xxyxy,xxyyxYYxyyy,True,6
4016,xxyxy,xxyyxYYYXyy,True,6
4017,xxyxy,xxyyXXyxYxY,True,12
4018,xxyxy,xxyyXyXYxxY,True,10
4019,xxyxy,xxyyXyyxYYY,True,8
4020,xxyxy,xxyyyxyXYYY,True,8
4021,xxyxy,xxyyyxyyxYY,True,10
4022,xxyxy,xxyyyXyxYYY,True,6
4023,xxyxy,xxyyyyxyxYY,True,9
4024,xxyxy,xxyyyyxYXYY,True,8
4025,xxyxy,xxyyyyxYYXY,True,10
4026,xxyxy,xxyyyyXYxYY,True,6
4027,xxyxy,xxyyyyXYYxY,True,8
4028,xxyxy,xxyyyyyxxYY,True,11
4029,xxyxy,xxyyyyyxYxY,True,11
4030,xxyxy,xxYxyxyXyXY,True,8
4031,xxyxy,xxYxyXXyyxY,True,12
4032,xxyxy,xxYxyXyxyXY,True,12
4033,xxyxy,xxYxyXyXyxY,True,10
4034,xxyxy,xxYxyyyyXYY,True,8
4035,xxyxy,xxYxyyyyyxY,True,8
4036,xxyxy,xxYXyxyxyXY,True,8
4037,xxyxy,xxYXyXyXYXY,True,10
4038,xxyxy,xxYXyXYXyXY,True,12
4039,xxyxy,xxYXyyyyxYY,True,10
4040,xxyxy,xyxyxyyXYYY,True,4
4041,xxyxy,xyxyxyyyxYY,True,4
4042,xxyxy,xyxyXyyxYYY,True,9
4043,xxyxy,xyxyXYYYxyy,True,9
4044,xxyxy,xyxyyxyXYYY,True,10
4045,xxyxy,xyxyyxyyxYY,True,8
4046,xxyxy,xyxyyxYYxyy,True,6
4047,xxyxy,xyxyyXyxYYY,True,6
4048,xxyxy,xyxyyyxyxYY,True,7
4049,xxyxy,xyxyyyxYXYY,True,8
4050,xxyxy,xyxyyyxYYXY,True,7
4051,xxyxy,xyxyyyXYxYY,True,6
4052,xxyxy,xyxyyyXYYxY,True,6
4053,xxyxy,xyxyyyyxYxY,True,6
4054,xxyxy,xyxYxyyyXYY,True,8
4055,xxyxy,xyxYxyyyyxY,True,8
4056,xxyxy,xyxYXyyyxYY,True,9
4057,xxyxy,xyXyxyyxYYY,True,10
4058,xxyxy,xyXyXyXYYYY,True,7
4059,xxyxy,xyXyXYYYYXy,True,10
4060,xxyxy,xyXyyXYYXYY,True,8
4061,xxyxy,xyXyyXYYYXY,True,11
4062,xxyxy,xyXyyyxYxYY,True,7
4063,xxyxy,xyXyyyxYYxY,True,9
4064,xxyxy,xyXYxyyyxYY,True,11
4065,xxyxy,xyXYYxyyyxY,True,9
4066,xxyxy,xyXYYxYxyyy,True,9
4067,xxyxy,xyXYYXyyXYY,True,9
4068,xxyxy,xyXYYXYYXyy,True,12
4069,xxyxy,xyyxyyXYYxY,True,12
4070,xxyxy,xyyxyyyxYxY,True,10
4071,xxyxy,xyyxYxyyXYY,True,6
4072,xxyxy,xyyxYxyyyxY,True,6
4073,xxyxy,xyyXyyxYxYY,True,11
4074,xxyxy,xyyyyyxYYYY,True,11
4075,xxyxyxy,xxxxxyXXy,True,10
4076,xxyxyxy,xxxxxyyyy,True,10
4077,xxyxyxy,xxxxyxyyy,True,8
4078,xxyxyxy,xxxxyyxyy,True,7
4079,xxyxyxy,xxxxyyyXY,True,9
4080,xxyxyxy,xxxyxxyyy,True,8
4081,xxyxyxy,xxxyxyxyy,True,5
4082,xxyxyxy,xxxyxyyxy,True,6
4083,xxyxyxy,xxxyxyyXY,True,7
4084,xxyxyxy,xxxyxYXyy,True,9
4085,xxyxyxy,xxxyXyyxY,True,10
4086,xxyxyxy,xxxyXYxyy,True,8
4087,xxyxyxy,xxxyyxxyy,True,7
4088,xxyxyxy,xxxyyxyXY,True,10
4089,xxyxyxy,xxxyyXyxY,True,10
4090,xxyxyxy,xxyxxyxyy,True,5
4091,xxyxyxy,xxyxxyyXY,True,7
4092,xxyxyxy,xxyxyxxyy,True,5
4093,xxyxyxy,xxyxyxyXY,True,5
4094,xxyxyxy,xxyxyxYXy,True,5
4095,xxyxyxy,xxyxyXyxY,True,8
4096,xxyxyxy,xxyxyXYxy,True,5
4097,xxyxyxy,xxyxYxyXy,True,8
4098,xxyxyxy,xxyXyxyxY,True,8
4099,xxyxyxy,xxyXyyxxY,True,10
4100,xxyxyxy,xxyXYxxyy,True,8
4101,xxyxyxy,xxyyyyxYY,True,10
4102,xxyxyxy,xyxyyyxYY,True,8
4103,xxyxyxy,xyyxyyxYY,True,10
4104,xxyxyxy,xyyyyxYxY,True,10
4105,xxyxyxY,xxxxxxxyy,False,-1
4106,xxyxyxY,xxxxxxyxy,True,5
4107,xxyxyxY,xxxxxyxxy,True,22
4108,xxyxyxY,xxxxyxxxy,True,11
4109,xxyxyxY,xxxxyXXXY,True,24
4110,xxyxyxY,xxxxYXXXy,True,32
4111,xxyxyxY,xxxyXyXYY,True,6
4112,xxyxyxY,xxxyXYYXy,True,34
4113,xxyxyxY,xxxyyXXYY,True,20
4114,xxyxyxY,xxxyyXYXY,True,8
4115,xxyxyxY,xxxYXyyXY,False,-1
4116,xxyxyxY,xxxYXYXyy,True,46
4117,xxyxyxY,xxxYYXXyy,True,10
4118,xxyxyxY,xxxYYXyXy,False,-1
4119,xxyxyxY,xxyxyXXYY,True,5
4120,xxyxyxY,xxyxyXYXY,True,5
4121,xxyxyxY,xxyxYXyXY,True,12
4122,xxyxyxY,xxyxYXYXy,True,20
4123,xxyxyxY,xxyxYYXXy,True,10
4124,xxyxyxY,xxyXXyxYY,True,11
4125,xxyxyxY,xxyXXyXYY,True,5
4126,xxyxyxY,xxyXXYYxy,False,-1
4127,xxyxyxY,xxyXXYYXy,False,-1
4128,xxyxyxY,xxyXyxYXY,True,10
4129,xxyxyxY,xxyXyXXYY,True,6
4130,xxyxyxY,xxyXyXYxY,True,5
4131,xxyxyxY,xxyXyXYXY,True,5
4132,xxyxyxY,xxyXYxyXY,True,10
4133,xxyxyxY,xxyXYxYXy,False,-1
4134,xxyxyxY,xxyXYXyxY,True,5
4135,xxyxyxY,xxyXYXyXY,True,20
4136,xxyxyxY,xxyXYXYxy,True,8
4137,xxyxyxY,xxyXYXYXy,True,5
4138,xxyxyxY,xxyXYYXXy,True,22
4139,xxyxyxY,xxyyXXYxY,True,12
4140,xxyxyxY,xxyyXXYXY,True,20
4141,xxyxyxY,xxyyyXYYY,True,19
4142,xxyxyxY,xxYxyXyXY,True,10
4143,xxyxyxY,xxYxyXYXy,True,18
4144,xxyxyxY,xxYxyyXXY,False,-1
4145,xxyxyxY,xxYxYXyXy,True,17
4146,xxyxyxY,xxYXyxyXY,True,33
4147,xxyxyxY,xxYXyxYXy,True,10
4148,xxyxyxY,xxYXyXyxY,True,12
4149,xxyxyxY,xxYXyXyXY,True,17
4150,xxyxyxY,xxYXyXYxy,True,20
4151,xxyxyxY,xxYXyXYXy,True,12
4152,xxyxyxY,xxYXyyXXY,False,-1
4153,xxyxyxY,xxYXYxyXy,True,48
4154,xxyxyxY,xxYXYXyxy,True,10
4155,xxyxyxY,xxYXYXyXy,False,-1
4156,xxyxyxY,xxYYYXyyy,False,-1
4157,xxyxyxY,xyxyyXYYY,True,7
4158,xxyxyxY,xyxYYYXyy,True,12
4159,xxyxyxY,xyXyyxYYY,True,12
4160,xxyxyxY,xyXyyXYYY,False,-1
4161,xxyxyxY,xyXYYYxyy,False,-1
4162,xxyxyxY,xyXYYYXyy,False,-1
4163,xxyxyxY,xyyxYYYXy,True,36
4164,xxyxyxY,xyyXyxYYY,False,-1
4165,xxyxyxY,xyyXyXYYY,True,11
4166,xxyxyxY,xyyXYYYXy,True,10
4167,xxyxyxY,xyyyXYxYY,False,-1
4168,xxyxyxY,xyyyXYYxY,True,18
4169,xxyxyXy,xxxxyXXXy,True,11
4170,xxyxyXy,xxxxyXyyy,True,8
4171,xxyxyXy,xxxxyyXyy,True,22
4172,xxyxyXy,xxxxyyyXy,True,7
4173,xxyxyXy,xxxyxyXyy,True,4
4174,xxyxyXy,xxxyxyyXy,True,6
4175,xxyxyXy,xxxyXyxyy,True,15
4176,xxyxyXy,xxxyXyyxy,True,11
4177,xxyxyXy,xxxyXyyXY,True,20
4178,xxyxyXy,xxxyXYXyy,True,60
4179,xxyxyXy,xxxyyxyXy,True,4
4180,xxyxyXy,xxxyyXyxy,True,18
4181,xxyxyXy,xxxyyXyXY,True,13
4182,xxyxyXy,xxxyyXYXy,False,-1
4183,xxyxyXy,xxxyyyXXY,True,49
4184,xxyxyXy,xxxYXXyyy,True,9
4185,xxyxyXy,xxxYXyXyy,True,11
4186,xxyxyXy,xxxYXyyXy,True,6
4187,xxyxyXy,xxyxxyXyy,True,6
4188,xxyxyXy,xxyxxyyXy,True,4
4189,xxyxyXy,xxyxyxyXy,True,4
4190,xxyxyXy,xxyxyXyxy,True,4
4191,xxyxyXy,xxyxyXyXY,True,4
4192,xxyxyXy,xxyxyXYXy,True,4
4193,xxyxyXy,xxyxyyXXY,True,15
4194,xxyxyXy,xxyxYXXyy,True,7
4195,xxyxyXy,xxyxYXyXy,True,4
4196,xxyxyXy,xxyXXyyxY,True,62
4197,xxyxyXy,xxyXXYxyy,True,18
4198,xxyxyXy,xxyXXYXYY,True,22
4199,xxyxyXy,xxyXXYYXY,True,10
4200,xxyxyXy,xxyXyxxyy,True,4
4201,xxyxyXy,xxyXyxyxy,True,9
4202,xxyxyXy,xxyXyxyXY,True,6
4203,xxyxyXy,xxyXyxYXy,True,5
4204,xxyxyXy,xxyXyXyxY,True,11
4205,xxyxyXy,xxyXyXYxy,True,18
4206,xxyxyXy,xxyXYxyXy,True,4
4207,xxyxyXy,xxyXYXyxy,True,11
4208,xxyxyXy,xxyXYXYXY,True,20
4209,xxyxyXy,xxyXYYXXY,True,5
4210,xxyxyXy,xxyyxyXXY,True,10
4211,xxyxyXy,xxyyXXyxY,True,12
4212,xxyxyXy,xxyyXXYxy,True,10
4213,xxyxyXy,xxyyyyXYY,False,-1
4214,xxyxyXy,xxyyyyyxY,False,-1
4215,xxyxyXy,xxYxyXXyy,False,-1
4216,xxyxyXy,xxYxyXyXy,True,15
4217,xxyxyXy,xxYxyyXXy,False,-1
4218,xxyxyXy,xxYxyyyyy,False,-1
4219,xxyxyXy,xxYXyxyXy,True,4
4220,xxyxyXy,xxYXyXyxy,True,11
4221,xxyxyXy,xxYXyXYXY,False,-1
4222,xxyxyXy,xxYXYXyXY,True,5
4223,xxyxyXy,xxYXYXYXy,True,9
4224,xxyxyXy,xxYYXyyyy,False,-1
4225,xxyxyXy,xyxyyyXYY,False,-1
4226,xxyxyXy,xyxyyyyxY,False,-1
4227,xxyxyXy,xyxYxyyyy,False,-1
4228,xxyxyXy,xyxYYXyyy,False,-1
4229,xxyxyXy,xyXyXYYYY,False,-1
4230,xxyxyXy,xyXyyyxYY,True,52
4231,xxyxyXy,xyXYYxyyy,False,-1
4232,xxyxyXy,xyXYYYYXy,False,-1
4233,xxyxyXy,xyyxyyXYY,False,-1
4234,xxyxyXy,xyyxyyyxY,False,-1
4235,xxyxyXy,xyyxYxyyy,False,-1
4236,xxyxyXy,xyyxYYXyy,False,-1
4237,xxyxyXy,xyyXyyxYY,False,-1
4238,xxyxyXy,xyyXYYYXY,False,-1
4239,xxyxyXy,xyyyXyxYY,False,-1
4240,xxyxyXy,xyyyyXYxY,True,49
4241,xxyxyXY,xxxxxxyXy,True,11
4242,xxyxyXY,xxxxxyXXy,True,50
4243,xxyxyXY,xxxxyXXXY,True,9
4244,xxyxyXY,xxxxyyyxY,False,-1
4245,xxyxyXY,xxxxyyyXY,True,5
4246,xxyxyXY,xxxxYxyyy,False,-1
4247,xxyxyXY,xxxxYXXXy,False,-1
4248,xxyxyXY,xxxxYXyyy,False,-1
4249,xxyxyXY,xxxyxyyxY,True,8
4250,xxyxyXY,xxxyxyyXY,True,3
4251,xxyxyXY,xxxyxYxyy,True,41
4252,xxyxyXY,xxxyxYXyy,False,-1
4253,xxyxyXY,xxxyXyXYY,False,-1
4254,xxyxyXY,xxxyXyyxY,True,11
4255,xxyxyXY,xxxyXYxyy,True,27
4256,xxyxyXY,xxxyXYYXy,True,11
4257,xxyxyXY,xxxyyxyxY,False,-1
4258,xxyxyXY,xxxyyxyXY,True,4
4259,xxyxyXY,xxxyyxYxy,True,18
4260,xxyxyXY,xxxyyxYXy,True,7
4261,xxyxyXY,xxxyyXXYY,False,-1
4262,xxyxyXY,xxxyyXyxY,True,51
4263,xxyxyXY,xxxyyXYxy,True,10
4264,xxyxyXY,xxxyyXYXY,True,53
4265,xxyxyXY,xxxyyyxxY,False,-1
4266,xxyxyXY,xxxYxxyyy,False,-1
4267,xxyxyXY,xxxYxyxyy,False,-1
4268,xxyxyXY,xxxYxyXyy,False,-1
4269,xxyxyXY,xxxYxyyxy,False,-1
4270,xxyxyXY,xxxYxyyXy,False,-1
4271,xxyxyXY,xxxYXyxyy,False,-1
4272,xxyxyXY,xxxYXyyxy,False,-1
4273,xxyxyXY,xxxYXyyXY,True,6
4274,xxyxyXY,xxxYXYXyy,True,16
4275,xxyxyXY,xxxYYXXyy,True,37
4276,xxyxyXY,xxxYYXyXy,False,-1
4277,xxyxyXY,xxyxxyyxY,True,16
4278,xxyxyXY,xxyxxyyXY,True,4
4279,xxyxyXY,xxyxxYxyy,False,-1
4280,xxyxyXY,xxyxxYXyy,False,-1
4281,xxyxyXY,xxyxyxyxY,True,5
4282,xxyxyXY,xxyxyxyXY,True,4
4283,xxyxyXY,xxyxyxYxy,True,16
4284,xxyxyXY,xxyxyxYXy,True,27
4285,xxyxyXY,xxyxyXXYY,True,4
4286,xxyxyXY,xxyxyXyxY,True,4
4287,xxyxyXY,xxyxyXYxy,True,4
4288,xxyxyXY,xxyxyXYXY,True,4
4289,xxyxyXY,xxyxyyxxY,True,5
4290,xxyxyXY,xxyxYxxyy,True,35
4291,xxyxyXY,xxyxYxyxy,True,23
4292,xxyxyXY,xxyxYxyXy,True,29
4293,xxyxyXY,xxyxYXyxy,True,51
4294,xxyxyXY,xxyxYXyXY,True,4
4295,xxyxyXY,xxyxYXYXy,True,5
4296,xxyxyXY,xxyxYYXXy,True,8
4297,xxyxyXY,xxyXXyxYY,True,9
4298,xxyxyXY,xxyXXyXYY,True,7
4299,xxyxyXY,xxyXXYYxy,False,-1
4300,xxyxyXY,xxyXXYYXy,True,35
4301,xxyxyXY,xxyXyxyxY,True,9
4302,xxyxyXY,xxyXyxYxy,True,9
4303,xxyxyXY,xxyXyxYXY,True,5
4304,xxyxyXY,xxyXyXXYY,True,7
4305,xxyxyXY,xxyXyXYxY,True,9
4306,xxyxyXY,xxyXyXYXY,True,9
4307,xxyxyXY,xxyXyyxxY,True,8
4308,xxyxyXY,xxyXYxxyy,True,4
4309,xxyxyXY,xxyXYxyxy,True,8
4310,xxyxyXY,xxyXYxyXY,True,4
4311,xxyxyXY,xxyXYxYXy,True,3
4312,xxyxyXY,xxyXYXyxY,True,9
4313,xxyxyXY,xxyXYXyXY,True,5
4314,xxyxyXY,xxyXYXYxy,True,10
4315,xxyxyXY,xxyXYXYXy,True,9
4316,xxyxyXY,xxyXYYXXy,True,3
4317,xxyxyXY,xxyyxxYxy,True,29
4318,xxyxyXY,xxyyxxYXy,False,-1
4319,xxyxyXY,xxyyxyxxY,False,-1
4320,xxyxyXY,xxyyXXYxY,True,10
4321,xxyxyXY,xxyyXXYXY,True,16
4322,xxyxyXY,xxyyXyxxY,False,-1
4323,xxyxyXY,xxyyyXYYY,True,31
4324,xxyxyXY,xxyyyyxYY,False,-1
4325,xxyxyXY,xxYxyxyxy,True,35
4326,xxyxyXY,xxYxyxyXy,True,27
4327,xxyxyXY,xxYxyXyxy,False,-1
4328,xxyxyXY,xxYxyXyXY,True,27
4329,xxyxyXY,xxYxyXYXy,True,25
4330,xxyxyXY,xxYxyyXXY,False,-1
4331,xxyxyXY,xxYxYXyXy,False,-1
4332,xxyxyXY,xxYXyxyxy,False,-1
4333,xxyxyXY,xxYXyxyXY,True,4
4334,xxyxyXY,xxYXyxYXy,True,10
4335,xxyxyXY,xxYXyXyxY,False,-1
4336,xxyxyXY,xxYXyXyXY,True,15
4337,xxyxyXY,xxYXyXYxy,True,11
4338,xxyxyXY,xxYXyXYXy,True,12
4339,xxyxyXY,xxYXyyXXY,True,41
4340,xxyxyXY,xxYXYxyXy,True,7
4341,xxyxyXY,xxYXYXyxy,True,8
4342,xxyxyXY,xxYXYXyXy,True,6
4343,xxyxyXY,xxYYxyyyy,False,-1
4344,xxyxyXY,xxYYYXyyy,False,-1
4345,xxyxyXY,xyxyyXYYY,True,9
4346,xxyxyXY,xyxyyyxYY,True,53
4347,xxyxyXY,xyxYYxyyy,False,-1
4348,xxyxyXY,xyxYYYXyy,False,-1
4349,xxyxyXY,xyXyyxYYY,False,-1
4350,xxyxyXY,xyXyyXYYY,False,-1
4351,xxyxyXY,xyXYYYxyy,True,27
4352,xxyxyXY,xyXYYYXyy,True,15
