name,r1,r2,source,form,note
aca_120,YXXXYxx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_initial,"unsolved MS class aca_120, form first found (un-reduced); 0/261 greedy 1M, 0/124 S20_MK2 10M, 0/124 cascade probes 10k"
aca_121,YXXXyxx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_initial,"unsolved MS class aca_121, form first found (un-reduced); 0/261 greedy 1M, 0/124 S20_MK2 10M, 0/124 cascade probes 10k"
aca_122,YXXXyxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_initial,"unsolved MS class aca_122, form first found (un-reduced); 0/261 greedy 1M, 0/124 S20_MK2 10M, 0/124 cascade probes 10k"
aca_123,YXXXyxx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_initial,"unsolved MS class aca_123, form first found (un-reduced); 0/261 greedy 1M, 0/124 S20_MK2 10M, 0/124 cascade probes 10k"
ac19_27254,YXXXyXYx,YXXyxxxxyxx,benchmark/ladder/ladder_all.csv + research/autchoice_20260910/atlas.jsonl,ac19_level9_leftover,AC19 aut-min orbit; plain greedy and S20_MK2 unsolved at 10M; no radius-2 image solved at 20k in the atlas; ladder solved_by=K3p_notable@1k
ac19_7284,YYXXXyXX,YXyxYXXXyxx,benchmark/ladder/ladder_all.csv + research/autchoice_20260910/atlas.jsonl,ac19_level9_leftover,AC19 aut-min orbit; plain greedy and S20_MK2 unsolved at 10M; no radius-2 image solved at 20k in the atlas; ladder solved_by=K3p_notable@1k
acabest_0,YXXyxYx,YYYYYYXyxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_0, mu-reduced best-known form (the u124 probes ran on it)"
acabest_1,YYXXyxx,YYYxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_1, mu-reduced best-known form (the u124 probes ran on it)"
acabest_2,YXXyXyx,YYYXyyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_2, mu-reduced best-known form (the u124 probes ran on it)"
acabest_3,YXXyxYx,YYYYYxyxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_3, mu-reduced best-known form (the u124 probes ran on it)"
acabest_4,YYXXXyx,YYxyxyXyXYX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_4, mu-reduced best-known form (the u124 probes ran on it)"
acabest_5,YYXXXyX,YYYxyXyxyxyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_5, mu-reduced best-known form (the u124 probes ran on it)"
acabest_6,YYXXyxxyx,YXXXXXyxYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_6, mu-reduced best-known form (the u124 probes ran on it)"
acabest_7,YYXXyxx,YYYYxYXYX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_7, mu-reduced best-known form (the u124 probes ran on it)"
acabest_8,YXyXYxx,YYXYXyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_8, mu-reduced best-known form (the u124 probes ran on it)"
acabest_9,YXXXyxx,YYYXXyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_9, mu-reduced best-known form (the u124 probes ran on it)"
acabest_10,YXXXyxx,YYXYXyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_10, mu-reduced best-known form (the u124 probes ran on it)"
acabest_11,YXXXyxx,YYYXyxyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_11, mu-reduced best-known form (the u124 probes ran on it)"
acabest_12,YXXXyxx,YYXYxyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_12, mu-reduced best-known form (the u124 probes ran on it)"
acabest_13,YYXXYYx,YXXXyxxYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_13, mu-reduced best-known form (the u124 probes ran on it)"
acabest_14,YXXyXyx,YYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_14, mu-reduced best-known form (the u124 probes ran on it)"
acabest_15,YXXyXyxx,YYYYxyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_15, mu-reduced best-known form (the u124 probes ran on it)"
acabest_16,YYXXXyxx,YXyxxyXYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_16, mu-reduced best-known form (the u124 probes ran on it)"
acabest_17,YXXXYxYx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_17, mu-reduced best-known form (the u124 probes ran on it)"
acabest_18,YXXXyxYx,YYYYxyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_18, mu-reduced best-known form (the u124 probes ran on it)"
acabest_19,YXyXYxxx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_19, mu-reduced best-known form (the u124 probes ran on it)"
acabest_20,YXXXyxYx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_20, mu-reduced best-known form (the u124 probes ran on it)"
acabest_21,YXXYxxyX,YYYYxyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_21, mu-reduced best-known form (the u124 probes ran on it)"
acabest_22,YXXYxxyx,YYYYxyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_22, mu-reduced best-known form (the u124 probes ran on it)"
acabest_23,YXXYxxyx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_23, mu-reduced best-known form (the u124 probes ran on it)"
acabest_24,YYXXXYxx,YYYXXYXYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_24, mu-reduced best-known form (the u124 probes ran on it)"
acabest_25,YXXYxxyX,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_25, mu-reduced best-known form (the u124 probes ran on it)"
acabest_26,YXXYxYxx,YYYYxyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_26, mu-reduced best-known form (the u124 probes ran on it)"
acabest_27,YXXyXyxx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_27, mu-reduced best-known form (the u124 probes ran on it)"
acabest_28,YXXYxYxx,YYYYXyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_28, mu-reduced best-known form (the u124 probes ran on it)"
acabest_29,YYXXXyx,YYxxyxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_29, mu-reduced best-known form (the u124 probes ran on it)"
acabest_30,YYXXyx,YYYYYxyXXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_30, mu-reduced best-known form (the u124 probes ran on it)"
acabest_31,YYXXyxx,YYYYYXyXyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_31, mu-reduced best-known form (the u124 probes ran on it)"
acabest_32,YXXYxxyx,YYYYXyxyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_32, mu-reduced best-known form (the u124 probes ran on it)"
acabest_33,YXXXyxYx,YYXyXyxyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_33, mu-reduced best-known form (the u124 probes ran on it)"
acabest_34,YXXyxYx,YYYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_34, mu-reduced best-known form (the u124 probes ran on it)"
acabest_35,YYXXXyx,YYYxxyxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_35, mu-reduced best-known form (the u124 probes ran on it)"
acabest_36,YXXyxYx,YYYxYYXYX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_36, mu-reduced best-known form (the u124 probes ran on it)"
acabest_37,YYXXXYxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_37, mu-reduced best-known form (the u124 probes ran on it)"
acabest_38,YYXXXyxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_38, mu-reduced best-known form (the u124 probes ran on it)"
acabest_39,YXXXYxYx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_39, mu-reduced best-known form (the u124 probes ran on it)"
acabest_40,YXXXyxYx,YYYYYxyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_40, mu-reduced best-known form (the u124 probes ran on it)"
acabest_41,YXyXYxxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_41, mu-reduced best-known form (the u124 probes ran on it)"
acabest_42,YXXXyxYx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_42, mu-reduced best-known form (the u124 probes ran on it)"
acabest_43,YYXXyxx,YYxyXYxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_43, mu-reduced best-known form (the u124 probes ran on it)"
acabest_44,YYXXYYx,YXyXYxxYXyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_44, mu-reduced best-known form (the u124 probes ran on it)"
acabest_45,YXXyXYxxx,YYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_45, mu-reduced best-known form (the u124 probes ran on it)"
acabest_46,YXXYxxyx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_46, mu-reduced best-known form (the u124 probes ran on it)"
acabest_47,YXXYxxyX,YYYYYxyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_47, mu-reduced best-known form (the u124 probes ran on it)"
acabest_48,YXXXyxYxx,YYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_48, mu-reduced best-known form (the u124 probes ran on it)"
acabest_49,YXXYxxyx,YYYYYxyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_49, mu-reduced best-known form (the u124 probes ran on it)"
acabest_50,YXXYxxyX,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_50, mu-reduced best-known form (the u124 probes ran on it)"
acabest_51,YXXYxYxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_51, mu-reduced best-known form (the u124 probes ran on it)"
acabest_52,YXXyXyxx,YYYYYXyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_52, mu-reduced best-known form (the u124 probes ran on it)"
acabest_53,YXXyxYx,YYXyyXyxyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_53, mu-reduced best-known form (the u124 probes ran on it)"
acabest_54,YYXXXXyxx,YYxxyXXXXX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_54, mu-reduced best-known form (the u124 probes ran on it)"
acabest_55,YYXXXyxyx,YYxYXXyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_55, mu-reduced best-known form (the u124 probes ran on it)"
acabest_56,YYXXXyxx,YYXYYxxyXXX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_56, mu-reduced best-known form (the u124 probes ran on it)"
acabest_57,YYXXXyxx,YYXYYxyXXXX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_57, mu-reduced best-known form (the u124 probes ran on it)"
acabest_58,YXXyxYx,YYYYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_58, mu-reduced best-known form (the u124 probes ran on it)"
acabest_59,YXXYxxyxx,YYYYxxxxxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_59, mu-reduced best-known form (the u124 probes ran on it)"
acabest_60,YXXXyxYxx,YYYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_60, mu-reduced best-known form (the u124 probes ran on it)"
acabest_61,YXXyXYxxx,YYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_61, mu-reduced best-known form (the u124 probes ran on it)"
acabest_62,YXXXYxYx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_62, mu-reduced best-known form (the u124 probes ran on it)"
acabest_63,YXXXyxYx,YYYYYYxyyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_63, mu-reduced best-known form (the u124 probes ran on it)"
acabest_64,YXyXYxxx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_64, mu-reduced best-known form (the u124 probes ran on it)"
acabest_65,YXXXyxYx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_65, mu-reduced best-known form (the u124 probes ran on it)"
acabest_66,YYXXXyxxx,YYXyXyxYXyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_66, mu-reduced best-known form (the u124 probes ran on it)"
acabest_67,YYXXXyXXX,YYXyxYXyxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_67, mu-reduced best-known form (the u124 probes ran on it)"
acabest_68,YXXYxxyx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_68, mu-reduced best-known form (the u124 probes ran on it)"
acabest_69,YXXYxxyX,YYYYYYxyyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_69, mu-reduced best-known form (the u124 probes ran on it)"
acabest_70,YXXYxxyx,YYYYYYxyyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_70, mu-reduced best-known form (the u124 probes ran on it)"
acabest_71,YYXXXyxx,YYXyxyXYxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_71, mu-reduced best-known form (the u124 probes ran on it)"
acabest_72,YYXXyxx,YYxyXyxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_72, mu-reduced best-known form (the u124 probes ran on it)"
acabest_73,YXXYxxyX,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_73, mu-reduced best-known form (the u124 probes ran on it)"
acabest_74,YXXyXyxx,YYYYYYXyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_74, mu-reduced best-known form (the u124 probes ran on it)"
acabest_75,YXXXyxYxx,YYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_75, mu-reduced best-known form (the u124 probes ran on it)"
acabest_76,YXXXyxYxx,YYYYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_76, mu-reduced best-known form (the u124 probes ran on it)"
acabest_77,YXXyXYxxx,YYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_77, mu-reduced best-known form (the u124 probes ran on it)"
acabest_78,YXXyXyx,YYYXYXyxyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_78, mu-reduced best-known form (the u124 probes ran on it)"
acabest_79,YYXXXyyxx,YXXXXXyxxYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_79, mu-reduced best-known form (the u124 probes ran on it)"
acabest_80,YYXXyx,YYYXyXYYYxyXX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_80, mu-reduced best-known form (the u124 probes ran on it)"
acabest_81,YXXyxYx,YYYYYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_81, mu-reduced best-known form (the u124 probes ran on it)"
acabest_82,YYYXXXXXyyx,YYXyxxyyxYX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_82, mu-reduced best-known form (the u124 probes ran on it)"
acabest_83,YXXyXYxxx,YYYYYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_83, mu-reduced best-known form (the u124 probes ran on it)"
acabest_84,YXXXyxYxx,YYYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_84, mu-reduced best-known form (the u124 probes ran on it)"
acabest_85,YXyXYxx,YYYYYYXXYYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_85, mu-reduced best-known form (the u124 probes ran on it)"
acabest_86,YYYXXXXXyyX,YYXyxxyyXYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_86, mu-reduced best-known form (the u124 probes ran on it)"
acabest_87,YYXXXyXXX,YYXyxYXyxyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_87, mu-reduced best-known form (the u124 probes ran on it)"
acabest_88,YYXXXyXX,YYxyXyxYXyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_88, mu-reduced best-known form (the u124 probes ran on it)"
acabest_89,YXXYxxyx,YYYYYYYXyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_89, mu-reduced best-known form (the u124 probes ran on it)"
acabest_90,YYXXXyxxx,YYXyxYXyxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_90, mu-reduced best-known form (the u124 probes ran on it)"
acabest_91,YXXXyxYx,YYYYYYYXyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_91, mu-reduced best-known form (the u124 probes ran on it)"
acabest_92,YXyXYxxx,YYYYYYYXyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_92, mu-reduced best-known form (the u124 probes ran on it)"
acabest_93,YXXXyxYx,YYYYYYYxyyyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_93, mu-reduced best-known form (the u124 probes ran on it)"
acabest_94,YXXXYxYx,YYYYYYYXyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_94, mu-reduced best-known form (the u124 probes ran on it)"
acabest_95,YYXXXyxx,YYxyxyXYxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_95, mu-reduced best-known form (the u124 probes ran on it)"
acabest_96,YXXYxxyX,YYYYYYYXyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_96, mu-reduced best-known form (the u124 probes ran on it)"
acabest_97,YXXyxYx,YYYYYYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_97, mu-reduced best-known form (the u124 probes ran on it)"
acabest_98,YXyXYxx,YYYYYYYXXYYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_98, mu-reduced best-known form (the u124 probes ran on it)"
acabest_99,YYXXyxx,YYYxyXyxyXyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_99, mu-reduced best-known form (the u124 probes ran on it)"
acabest_100,YYXXXXyxx,YYXyxyXYxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_100, mu-reduced best-known form (the u124 probes ran on it)"
acabest_101,YXXXYxYx,YYYYYYYYXyyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_101, mu-reduced best-known form (the u124 probes ran on it)"
acabest_102,YXXXyxYx,YYYYYYYYxyyyyyyyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_102, mu-reduced best-known form (the u124 probes ran on it)"
acabest_103,YXyXYxxx,YYYYYYYYXyyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_103, mu-reduced best-known form (the u124 probes ran on it)"
acabest_104,YXXXyxYx,YYYYYYYYXyyyyyyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_104, mu-reduced best-known form (the u124 probes ran on it)"
acabest_105,YYXXXXyxxx,YYXyXyxYXyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_105, mu-reduced best-known form (the u124 probes ran on it)"
acabest_106,YYXXXXyXXX,YYXyxyXYxyX,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_106, mu-reduced best-known form (the u124 probes ran on it)"
acabest_107,YXXyXYxxx,YYYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_107, mu-reduced best-known form (the u124 probes ran on it)"
acabest_108,YXYXyxyXYxx,YYYYYYYxYYXYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_108, mu-reduced best-known form (the u124 probes ran on it)"
acabest_109,YYXXyxYxxyX,YYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_109, mu-reduced best-known form (the u124 probes ran on it)"
acabest_110,YXXXyxYxx,YYYYYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_110, mu-reduced best-known form (the u124 probes ran on it)"
acabest_111,YXYXYxxyXyx,YYYYYYYxyXyyx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_111, mu-reduced best-known form (the u124 probes ran on it)"
acabest_112,YXYxxyXYXyx,YYYYYYYxyyXYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_112, mu-reduced best-known form (the u124 probes ran on it)"
acabest_113,YXXXyxYxx,YYYYYYYYXXXYxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_113, mu-reduced best-known form (the u124 probes ran on it)"
acabest_114,YXXyXYxxx,YYYYYYYYXXyxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_114, mu-reduced best-known form (the u124 probes ran on it)"
acabest_115,YXYxyx,YYYYxxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_115, mu-reduced best-known form (the u124 probes ran on it)"
acabest_116,YYYXyyX,YXXXyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_116, mu-reduced best-known form (the u124 probes ran on it)"
acabest_117,YYYXyyx,YXXXyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_117, mu-reduced best-known form (the u124 probes ran on it)"
acabest_118,YXXyxYx,YYYYXyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_118, mu-reduced best-known form (the u124 probes ran on it)"
acabest_119,YXXyxYx,YYYYYXyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_119, mu-reduced best-known form (the u124 probes ran on it)"
acabest_120,YXXyxYx,YYYXyyxx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_120, mu-reduced best-known form (the u124 probes ran on it)"
acabest_121,YXyXYxx,YYYXXYYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_121, mu-reduced best-known form (the u124 probes ran on it)"
acabest_122,YXyXYxx,YYYYXXYYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_122, mu-reduced best-known form (the u124 probes ran on it)"
acabest_123,YXyXYxx,YYYYYXXYYx,benchmark/ladder/ladder_all.csv,aca_best,"unsolved MS class aca_123, mu-reduced best-known form (the u124 probes ran on it)"
